TIMESTAMP,GARU_OPEN_PRICE_USD,GARU_HIGH_PRICE_USD,GARU_LOW_PRICE_USD,GARU_CLOSE_PRICE_USD,GARU_VOLUME_USD,GARU_DIVIDENDS_USD,GARU_STOCK_SPLITS_USD
2025-06-01 00:00:00+00:00,2.8011523767190738e-08,2.901596474202961e-08,2.800456044838029e-08,2.9009614266328754e-08,0,0.0,0.0
