date, value
18/05/2012,2778.79
21/05/2012,2847.21
22/05/2012,2839.08
23/05/2012,2850.12
24/05/2012,2839.38
25/05/2012,2837.53
29/05/2012,2870.99
30/05/2012,2837.36
31/05/2012,2827.34
01/06/2012,2747.48
04/06/2012,2760.01
05/06/2012,2778.11
06/06/2012,2844.72
07/06/2012,2831.02
08/06/2012,2858.42
11/06/2012,2809.73
12/06/2012,2843.07
13/06/2012,2818.61
14/06/2012,2836.33
15/06/2012,2872.8
18/06/2012,2895.33
19/06/2012,2929.76
20/06/2012,2930.45
21/06/2012,2859.09
22/06/2012,2892.42
25/06/2012,2836.16
26/06/2012,2854.06
27/06/2012,2875.32
28/06/2012,2849.49
29/06/2012,2935.05
02/07/2012,2951.23
03/07/2012,2976.08
05/07/2012,2976.12
06/07/2012,2937.33
09/07/2012,2931.77
10/07/2012,2902.33
11/07/2012,2887.98
12/07/2012,2866.19
13/07/2012,2908.47
16/07/2012,2896.94
17/07/2012,2910.04
18/07/2012,2942.6
19/07/2012,2965.9
20/07/2012,2925.3
23/07/2012,2890.15
24/07/2012,2862.99
25/07/2012,2854.24
26/07/2012,2893.25
27/07/2012,2958.09
30/07/2012,2945.84
31/07/2012,2939.52
01/08/2012,2920.21
02/08/2012,2909.77
03/08/2012,2967.9
06/08/2012,2989.91
07/08/2012,3015.86
08/08/2012,3011.25
09/08/2012,3018.64
10/08/2012,3020.86
13/08/2012,3022.52
14/08/2012,3016.98
15/08/2012,3030.93
16/08/2012,3062.39
17/08/2012,3076.59
20/08/2012,3076.21
21/08/2012,3067.26
22/08/2012,3073.67
23/08/2012,3053.4
24/08/2012,3069.79
27/08/2012,3073.19
28/08/2012,3077.14
29/08/2012,3081.19
30/08/2012,3048.71
31/08/2012,3066.96
04/09/2012,3075.06
05/09/2012,3069.27
06/09/2012,3135.81
07/09/2012,3136.42
10/09/2012,3104.02
11/09/2012,3104.53
12/09/2012,3114.31
13/09/2012,3155.83
14/09/2012,3183.95
17/09/2012,3178.67
18/09/2012,3177.8
19/09/2012,3182.62
20/09/2012,3175.96
21/09/2012,3179.96
24/09/2012,3160.78
25/09/2012,3117.73
26/09/2012,3093.7
27/09/2012,3136.6
28/09/2012,3116.23
01/10/2012,3113.53
02/10/2012,3120.04
03/10/2012,3135.23
04/10/2012,3149.46
05/10/2012,3136.19
08/10/2012,3112.35
09/10/2012,3065.02
10/10/2012,3051.78
11/10/2012,3049.41
12/10/2012,3044.11
15/10/2012,3064.18
16/10/2012,3101.17
17/10/2012,3104.12
18/10/2012,3072.87
19/10/2012,3005.62
22/10/2012,3016.96
23/10/2012,2990.46
24/10/2012,2981.7
25/10/2012,2986.12
26/10/2012,2987.95
29/10/2012,2987.95
30/10/2012,2987.95
31/10/2012,2977.23
01/11/2012,3020.06
02/11/2012,2982.13
05/11/2012,2999.66
06/11/2012,3011.93
07/11/2012,2937.29
08/11/2012,2895.58
09/11/2012,2904.87
12/11/2012,2904.25
13/11/2012,2883.89
14/11/2012,2846.81
15/11/2012,2836.94
16/11/2012,2853.13
19/11/2012,2916.07
20/11/2012,2916.68
21/11/2012,2926.55
23/11/2012,2966.85
26/11/2012,2976.78
27/11/2012,2967.79
28/11/2012,2991.78
29/11/2012,3012.03
30/11/2012,3010.24
03/12/2012,3002.2
04/12/2012,2996.69
05/12/2012,2973.7
06/12/2012,2989.27
07/12/2012,2978.04
10/12/2012,2986.96
11/12/2012,3022.3
12/12/2012,3013.81
13/12/2012,2992.16
14/12/2012,2971.33
17/12/2012,3010.6
18/12/2012,3054.53
19/12/2012,3044.36
20/12/2012,3050.39
21/12/2012,3021.01
24/12/2012,3012.6
26/12/2012,2990.16
27/12/2012,2985.91
28/12/2012,2960.31
31/12/2012,3019.51
02/01/2013,3112.26
03/01/2013,3100.57
04/01/2013,3101.66
07/01/2013,3098.81
08/01/2013,3091.81
09/01/2013,3105.81
10/01/2013,3121.76
11/01/2013,3125.63
14/01/2013,3117.5
15/01/2013,3110.78
16/01/2013,3117.54
17/01/2013,3136
18/01/2013,3134.71
22/01/2013,3143.18
23/01/2013,3153.67
24/01/2013,3130.38
25/01/2013,3149.71
28/01/2013,3154.3
29/01/2013,3153.66
30/01/2013,3142.31
31/01/2013,3142.13
01/02/2013,3179.1
04/02/2013,3131.17
05/02/2013,3171.58
06/02/2013,3168.48
07/02/2013,3165.13
08/02/2013,3193.87
11/02/2013,3192
12/02/2013,3186.49
13/02/2013,3196.88
14/02/2013,3198.66
15/02/2013,3192.03
19/02/2013,3213.59
20/02/2013,3164.41
21/02/2013,3131.49
22/02/2013,3161.82
25/02/2013,3116.25
26/02/2013,3129.65
27/02/2013,3162.26
28/02/2013,3160.19
01/03/2013,3169.74
04/03/2013,3182.03
05/03/2013,3224.13
06/03/2013,3222.37
07/03/2013,3232.09
08/03/2013,3244.37
11/03/2013,3252.87
12/03/2013,3242.32
13/03/2013,3245.12
14/03/2013,3258.93
15/03/2013,3249.07
18/03/2013,3237.59
19/03/2013,3229.1
20/03/2013,3254.19
21/03/2013,3222.6
22/03/2013,3245
25/03/2013,3235.3
26/03/2013,3252.48
27/03/2013,3256.52
28/03/2013,3267.52
01/04/2013,3239.17
02/04/2013,3254.86
03/04/2013,3218.6
04/04/2013,3224.98
05/04/2013,3203.86
08/04/2013,3222.25
09/04/2013,3237.86
10/04/2013,3297.25
11/04/2013,3300.16
12/04/2013,3294.95
15/04/2013,3216.49
16/04/2013,3264.63
17/04/2013,3204.67
18/04/2013,3166.36
19/04/2013,3206.06
22/04/2013,3233.55
23/04/2013,3269.33
24/04/2013,3269.65
25/04/2013,3289.99
26/04/2013,3279.26
29/04/2013,3307.02
30/04/2013,3328.79
01/05/2013,3299.13
02/05/2013,3340.62
03/05/2013,3378.63
06/05/2013,3392.97
07/05/2013,3396.63
08/05/2013,3413.27
09/05/2013,3409.17
10/05/2013,3436.58
13/05/2013,3438.79
14/05/2013,3462.61
15/05/2013,3471.62
16/05/2013,3465.24
17/05/2013,3498.97
20/05/2013,3496.43
21/05/2013,3502.12
22/05/2013,3463.3
23/05/2013,3459.42
24/05/2013,3459.14
28/05/2013,3488.89
29/05/2013,3467.52
30/05/2013,3491.3
31/05/2013,3455.91
03/06/2013,3465.37
04/06/2013,3445.26
05/06/2013,3401.48
06/06/2013,3424.05
07/06/2013,3469.22
10/06/2013,3473.77
11/06/2013,3436.95
12/06/2013,3400.43
13/06/2013,3445.36
14/06/2013,3423.56
17/06/2013,3452.13
18/06/2013,3482.18
19/06/2013,3443.2
20/06/2013,3364.64
21/06/2013,3357.25
24/06/2013,3320.76
25/06/2013,3347.89
26/06/2013,3376.22
27/06/2013,3401.86
28/06/2013,3403.25
01/07/2013,3434.49
02/07/2013,3433.4
03/07/2013,3443.67
05/07/2013,3479.38
08/07/2013,3484.83
09/07/2013,3504.26
10/07/2013,3520.76
11/07/2013,3578.3
12/07/2013,3600.08
15/07/2013,3607.49
16/07/2013,3598.5
17/07/2013,3610
18/07/2013,3611.28
19/07/2013,3587.61
22/07/2013,3600.39
23/07/2013,3579.27
24/07/2013,3579.6
25/07/2013,3605.19
26/07/2013,3613.16
29/07/2013,3599.14
30/07/2013,3616.47
31/07/2013,3626.37
01/08/2013,3675.74
02/08/2013,3689.59
05/08/2013,3692.95
06/08/2013,3665.77
07/08/2013,3654.01
08/08/2013,3669.12
09/08/2013,3660.11
12/08/2013,3669.95
13/08/2013,3684.44
14/08/2013,3669.27
15/08/2013,3606.12
16/08/2013,3602.78
19/08/2013,3589.09
20/08/2013,3613.59
21/08/2013,3599.79
22/08/2013,3638.71
23/08/2013,3657.79
26/08/2013,3657.57
27/08/2013,3578.52
28/08/2013,3593.35
29/08/2013,3620.3
30/08/2013,3589.87
03/09/2013,3612.61
04/09/2013,3649.04
05/09/2013,3658.78
06/09/2013,3660.01
09/09/2013,3706.18
10/09/2013,3729.02
11/09/2013,3725.01
12/09/2013,3715.97
13/09/2013,3722.18
16/09/2013,3717.85
17/09/2013,3745.7
18/09/2013,3783.64
19/09/2013,3789.38
20/09/2013,3774.73
23/09/2013,3765.29
