TIMESTAMP,KISHU_OPEN_PRICE_USD,KISHU_HIGH_PRICE_USD,KISHU_LOW_PRICE_USD,KISHU_CLOSE_PRICE_USD,KISHU_VOLUME_USD,KISHU_DIVIDENDS_USD,KISHU_STOCK_SPLITS_USD
2021-04-20 00:00:00+00:00,,,,0.0,23411541,0.0,0.0
2021-04-21 00:00:00+00:00,,,,0.0,36383952,0.0,0.0
2021-04-22 00:00:00+00:00,,,,0.0,11583391,0.0,0.0
2021-04-23 00:00:00+00:00,,,,0.0,6635525,0.0,0.0
2021-04-24 00:00:00+00:00,,,,0.0,6950732,0.0,0.0
2021-04-25 00:00:00+00:00,,,,0.0,7476318,0.0,0.0
2021-04-26 00:00:00+00:00,,,,0.0,3873446,0.0,0.0
2021-04-27 00:00:00+00:00,,,,0.0,3420011,0.0,0.0
2021-04-28 00:00:00+00:00,,,,0.0,2511464,0.0,0.0
2021-04-29 00:00:00+00:00,,,,0.0,12289398,0.0,0.0
2021-04-30 00:00:00+00:00,,,,0.0,7775991,0.0,0.0
2021-05-01 00:00:00+00:00,,,,0.0,2282182,0.0,0.0
2021-05-02 00:00:00+00:00,,,,0.0,1991065,0.0,0.0
2021-05-03 00:00:00+00:00,,,,0.0,2922881,0.0,0.0
2021-05-04 00:00:00+00:00,,,,0.0,1628660,0.0,0.0
2021-05-05 00:00:00+00:00,,,,0.0,4238963,0.0,0.0
2021-05-06 00:00:00+00:00,,,,0.0,2408762,0.0,0.0
2021-05-07 00:00:00+00:00,,,,0.0,3481074,0.0,0.0
2021-05-08 00:00:00+00:00,,,,0.0,16605003,0.0,0.0
2021-05-09 00:00:00+00:00,,,,0.0,34686964,0.0,0.0
2021-05-10 00:00:00+00:00,,,,0.0,90891581,0.0,0.0
2021-05-11 00:00:00+00:00,,,,0.0,159084832,0.0,0.0
2021-05-12 00:00:00+00:00,,,,0.0,122183843,0.0,0.0
2021-05-13 00:00:00+00:00,,,,0.0,65638534,0.0,0.0
2021-05-14 00:00:00+00:00,,,,0.0,256711212,0.0,0.0
2021-05-15 00:00:00+00:00,,,,0.0,152517686,0.0,0.0
2021-05-16 00:00:00+00:00,,,,0.0,101127658,0.0,0.0
2021-05-17 00:00:00+00:00,,,,0.0,80463020,0.0,0.0
2021-05-18 00:00:00+00:00,,,,0.0,70969742,0.0,0.0
2021-05-19 00:00:00+00:00,,,,0.0,79380843,0.0,0.0
2021-05-20 00:00:00+00:00,,,,0.0,52376561,0.0,0.0
2021-05-21 00:00:00+00:00,,,,0.0,144140645,0.0,0.0
2021-05-22 00:00:00+00:00,,,,0.0,62784300,0.0,0.0
2021-05-23 00:00:00+00:00,,,,0.0,60441238,0.0,0.0
2021-05-24 00:00:00+00:00,,,,0.0,50738645,0.0,0.0
2021-05-25 00:00:00+00:00,,,,0.0,37053259,0.0,0.0
2021-05-26 00:00:00+00:00,,,,0.0,28182137,0.0,0.0
2021-05-27 00:00:00+00:00,,,,0.0,26712780,0.0,0.0
2021-05-28 00:00:00+00:00,,,,0.0,31300603,0.0,0.0
2021-05-29 00:00:00+00:00,,,,0.0,41934303,0.0,0.0
2021-05-30 00:00:00+00:00,,,,0.0,39366474,0.0,0.0
2021-05-31 00:00:00+00:00,,,,0.0,27402573,0.0,0.0
2021-06-01 00:00:00+00:00,,,,0.0,19790289,0.0,0.0
2021-06-02 00:00:00+00:00,,,,0.0,21259357,0.0,0.0
2021-06-03 00:00:00+00:00,,,,0.0,19090006,0.0,0.0
2021-06-04 00:00:00+00:00,,,,0.0,17267215,0.0,0.0
2021-06-05 00:00:00+00:00,,,,0.0,16271269,0.0,0.0
2021-06-06 00:00:00+00:00,,,,0.0,11154126,0.0,0.0
2021-06-07 00:00:00+00:00,,,,0.0,13203730,0.0,0.0
2021-06-08 00:00:00+00:00,,,,0.0,16042126,0.0,0.0
2021-06-09 00:00:00+00:00,,,,0.0,10343447,0.0,0.0
2021-06-10 00:00:00+00:00,,,,0.0,36002658,0.0,0.0
2021-06-11 00:00:00+00:00,,,,0.0,85804873,0.0,0.0
2021-06-12 00:00:00+00:00,,,,0.0,46671356,0.0,0.0
2021-06-13 00:00:00+00:00,,,,0.0,36277896,0.0,0.0
2021-06-14 00:00:00+00:00,,,,0.0,36486793,0.0,0.0
2021-06-15 00:00:00+00:00,,,,0.0,27067282,0.0,0.0
2021-06-16 00:00:00+00:00,,,,0.0,18174421,0.0,0.0
2021-06-17 00:00:00+00:00,,,,0.0,18032891,0.0,0.0
2021-06-18 00:00:00+00:00,,,,0.0,17200680,0.0,0.0
2021-06-19 00:00:00+00:00,,,,0.0,15331390,0.0,0.0
2021-06-20 00:00:00+00:00,,,,0.0,16938303,0.0,0.0
2021-06-21 00:00:00+00:00,,,,0.0,14176561,0.0,0.0
2021-06-22 00:00:00+00:00,,,,0.0,14575904,0.0,0.0
2021-06-23 00:00:00+00:00,,,,0.0,12280374,0.0,0.0
2021-06-24 00:00:00+00:00,,,,0.0,14980817,0.0,0.0
2021-06-25 00:00:00+00:00,,,,0.0,12160144,0.0,0.0
2021-06-26 00:00:00+00:00,,,,0.0,10802231,0.0,0.0
2021-06-27 00:00:00+00:00,,,,0.0,12506128,0.0,0.0
2021-06-28 00:00:00+00:00,,,,0.0,11543361,0.0,0.0
2021-06-29 00:00:00+00:00,,,,0.0,13670322,0.0,0.0
2021-06-30 00:00:00+00:00,,,,0.0,10651116,0.0,0.0
2021-07-01 00:00:00+00:00,,,,0.0,8720475,0.0,0.0
2021-07-02 00:00:00+00:00,,,,0.0,8114388,0.0,0.0
2021-07-03 00:00:00+00:00,,,,0.0,7166440,0.0,0.0
2021-07-04 00:00:00+00:00,,,,0.0,8711242,0.0,0.0
2021-07-05 00:00:00+00:00,,,,0.0,7691249,0.0,0.0
2021-07-06 00:00:00+00:00,,,,0.0,10967123,0.0,0.0
2021-07-07 00:00:00+00:00,,,,0.0,10665949,0.0,0.0
2021-07-08 00:00:00+00:00,,,,0.0,6815950,0.0,0.0
2021-07-09 00:00:00+00:00,,,,0.0,5163068,0.0,0.0
2021-07-10 00:00:00+00:00,,,,0.0,4601420,0.0,0.0
2021-07-11 00:00:00+00:00,,,,0.0,5191118,0.0,0.0
2021-07-12 00:00:00+00:00,,,,0.0,4716793,0.0,0.0
2021-07-13 00:00:00+00:00,,,,0.0,5195027,0.0,0.0
2021-07-14 00:00:00+00:00,,,,0.0,4937709,0.0,0.0
2021-07-15 00:00:00+00:00,,,,0.0,9260944,0.0,0.0
2021-07-16 00:00:00+00:00,,,,0.0,5599206,0.0,0.0
2021-07-17 00:00:00+00:00,,,,0.0,3364819,0.0,0.0
2021-07-18 00:00:00+00:00,,,,0.0,3398513,0.0,0.0
2021-07-19 00:00:00+00:00,,,,0.0,3711403,0.0,0.0
2021-07-20 00:00:00+00:00,,,,0.0,4014244,0.0,0.0
2021-07-21 00:00:00+00:00,,,,0.0,4172664,0.0,0.0
2021-07-22 00:00:00+00:00,,,,0.0,2810216,0.0,0.0
2021-07-23 00:00:00+00:00,,,,0.0,3276136,0.0,0.0
2021-07-24 00:00:00+00:00,,,,0.0,5412710,0.0,0.0
2021-07-25 00:00:00+00:00,,,,0.0,2993170,0.0,0.0
2021-07-26 00:00:00+00:00,,,,0.0,6206723,0.0,0.0
2021-07-27 00:00:00+00:00,,,,0.0,4348589,0.0,0.0
2021-07-28 00:00:00+00:00,,,,0.0,3668898,0.0,0.0
2021-07-29 00:00:00+00:00,,,,0.0,3169305,0.0,0.0
2021-07-30 00:00:00+00:00,,,,0.0,4219518,0.0,0.0
2021-07-31 00:00:00+00:00,,,,0.0,3015965,0.0,0.0
2021-08-01 00:00:00+00:00,,,,0.0,8474271,0.0,0.0
2021-08-02 00:00:00+00:00,,,,0.0,6305867,0.0,0.0
2021-08-03 00:00:00+00:00,,,,0.0,3599314,0.0,0.0
2021-08-04 00:00:00+00:00,,,,0.0,4204933,0.0,0.0
2021-08-05 00:00:00+00:00,,,,0.0,3284292,0.0,0.0
2021-08-06 00:00:00+00:00,,,,0.0,3610631,0.0,0.0
2021-08-07 00:00:00+00:00,,,,0.0,4513337,0.0,0.0
2021-08-08 00:00:00+00:00,,,,0.0,5050043,0.0,0.0
