TIMESTAMP,GRAB_OPEN_PRICE_USD,GRAB_HIGH_PRICE_USD,GRAB_LOW_PRICE_USD,GRAB_CLOSE_PRICE_USD,GRAB_VOLUME_USD,GRAB_DIVIDENDS_USD,GRAB_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,0.14830900728702545,0.15901599824428558,0.147597998380661,0.15481899678707123,1387475,0.0,0.0
2025-04-02 00:00:00+00:00,0.15481899678707123,0.16178999841213226,0.14503799378871918,0.1511410027742386,1313754,0.0,0.0
2025-04-03 00:00:00+00:00,0.1511410027742386,0.15813399851322174,0.14996099472045898,0.1537570059299469,1184357,0.0,0.0
2025-04-04 00:00:00+00:00,0.1537570059299469,0.1697939932346344,0.1537570059299469,0.16296300292015076,1253681,0.0,0.0
2025-04-05 00:00:00+00:00,0.16296300292015076,0.16565999388694763,0.15307100117206573,0.1652110069990158,1267710,0.0,0.0
2025-04-06 00:00:00+00:00,0.1652110069990158,0.17472699284553528,0.15839800238609314,0.16848699748516083,343364,0.0,0.0
2025-04-07 00:00:00+00:00,0.16848699748516083,0.18585500121116638,0.1599159985780716,0.1741590052843094,2037963,0.0,0.0
2025-04-08 00:00:00+00:00,0.1741590052843094,0.17776800692081451,0.16083699464797974,0.1703840047121048,1617245,0.0,0.0
2025-04-09 00:00:00+00:00,0.1703840047121048,0.17179599404335022,0.1579360067844391,0.16246099770069122,751172,0.0,0.0
2025-04-10 00:00:00+00:00,0.16246099770069122,0.1638370007276535,0.1518930047750473,0.16043199598789215,1622645,0.0,0.0
2025-04-11 00:00:00+00:00,0.16043199598789215,0.16143499314785004,0.1370140016078949,0.1581140011548996,1126954,0.0,0.0
2025-04-12 00:00:00+00:00,0.1581140011548996,0.17472000420093536,0.15650999546051025,0.16816699504852295,1276029,0.0,0.0
2025-04-13 00:00:00+00:00,0.16816699504852295,0.17338299751281738,0.16192300617694855,0.16731500625610352,998994,0.0,0.0
