TIMESTAMP,GTAVI_OPEN_PRICE_USD,GTAVI_HIGH_PRICE_USD,GTAVI_LOW_PRICE_USD,GTAVI_CLOSE_PRICE_USD,GTAVI_VOLUME_USD,GTAVI_DIVIDENDS_USD,GTAVI_STOCK_SPLITS_USD
2023-12-15 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,31044,0.0,0.0
2023-12-16 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,3412,0.0,0.0
2023-12-17 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2487,0.0,0.0
2023-12-18 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,13979,0.0,0.0
2023-12-19 00:00:00+00:00,,,,0.0,134528,0.0,0.0
2023-12-20 00:00:00+00:00,,,,0.0,72852,0.0,0.0
2023-12-21 00:00:00+00:00,,,,0.0,16641,0.0,0.0
2023-12-22 00:00:00+00:00,,,,0.0,7567,0.0,0.0
2023-12-23 00:00:00+00:00,,,,0.0,10824,0.0,0.0
2023-12-24 00:00:00+00:00,,,,0.0,13781,0.0,0.0
2023-12-25 00:00:00+00:00,,,,0.0,10753,0.0,0.0
2023-12-26 00:00:00+00:00,,,,0.0,3648,0.0,0.0
2023-12-27 00:00:00+00:00,,,,0.0,3322,0.0,0.0
2023-12-28 00:00:00+00:00,,,,0.0,949,0.0,0.0
2023-12-29 00:00:00+00:00,,,,0.0,858,0.0,0.0
2023-12-30 00:00:00+00:00,,,,0.0,2778,0.0,0.0
2023-12-31 00:00:00+00:00,,,,0.0,1716,0.0,0.0
2024-01-01 00:00:00+00:00,,,,0.0,103576,0.0,0.0
2024-01-02 00:00:00+00:00,,,,0.0,66939,0.0,0.0
2024-01-03 00:00:00+00:00,,,,0.0,31590,0.0,0.0
2024-01-04 00:00:00+00:00,,,,0.0,12760,0.0,0.0
2024-01-05 00:00:00+00:00,,,,0.0,3302,0.0,0.0
2024-01-06 00:00:00+00:00,,,,0.0,4185,0.0,0.0
2024-01-07 00:00:00+00:00,,,,0.0,2602,0.0,0.0
2024-01-08 00:00:00+00:00,,,,0.0,1364,0.0,0.0
2024-01-09 00:00:00+00:00,,,,0.0,4252,0.0,0.0
2024-01-10 00:00:00+00:00,,,,0.0,2359,0.0,0.0
2024-01-11 00:00:00+00:00,,,,0.0,1742,0.0,0.0
2024-01-12 00:00:00+00:00,,,,0.0,1611,0.0,0.0
2024-01-13 00:00:00+00:00,,,,0.0,1274,0.0,0.0
2024-01-14 00:00:00+00:00,,,,0.0,1142,0.0,0.0
2024-01-15 00:00:00+00:00,,,,0.0,8564,0.0,0.0
2024-01-16 00:00:00+00:00,,,,0.0,2098,0.0,0.0
2024-01-17 00:00:00+00:00,,,,0.0,1517,0.0,0.0
2024-01-18 00:00:00+00:00,,,,0.0,732,0.0,0.0
2024-01-19 00:00:00+00:00,,,,0.0,850,0.0,0.0
2024-01-20 00:00:00+00:00,,,,0.0,429,0.0,0.0
2024-01-21 00:00:00+00:00,,,,0.0,561,0.0,0.0
2024-01-22 00:00:00+00:00,,,,0.0,406,0.0,0.0
2024-01-23 00:00:00+00:00,,,,0.0,1644,0.0,0.0
2024-01-24 00:00:00+00:00,,,,0.0,3955,0.0,0.0
2024-01-25 00:00:00+00:00,,,,0.0,8417,0.0,0.0
2024-01-26 00:00:00+00:00,,,,0.0,2402,0.0,0.0
2024-01-27 00:00:00+00:00,,,,0.0,1657,0.0,0.0
2024-01-28 00:00:00+00:00,,,,0.0,3132,0.0,0.0
2024-01-29 00:00:00+00:00,,,,0.0,1818,0.0,0.0
2024-01-30 00:00:00+00:00,,,,0.0,2346,0.0,0.0
2024-01-31 00:00:00+00:00,,,,0.0,2054,0.0,0.0
2024-02-01 00:00:00+00:00,,,,0.0,1145,0.0,0.0
2024-02-02 00:00:00+00:00,,,,0.0,711,0.0,0.0
2024-02-03 00:00:00+00:00,,,,0.0,246,0.0,0.0
2024-02-04 00:00:00+00:00,,,,0.0,6280,0.0,0.0
2024-02-05 00:00:00+00:00,,,,0.0,1518,0.0,0.0
2024-02-06 00:00:00+00:00,,,,0.0,1141,0.0,0.0
2024-02-07 00:00:00+00:00,,,,0.0,830,0.0,0.0
2024-02-08 00:00:00+00:00,,,,0.0,487,0.0,0.0
2024-02-09 00:00:00+00:00,,,,0.0,497,0.0,0.0
2024-02-10 00:00:00+00:00,,,,0.0,174,0.0,0.0
2024-02-11 00:00:00+00:00,,,,0.0,133,0.0,0.0
2024-02-12 00:00:00+00:00,,,,0.0,516,0.0,0.0
2024-02-13 00:00:00+00:00,,,,0.0,714,0.0,0.0
2024-02-14 00:00:00+00:00,,,,0.0,697,0.0,0.0
2024-02-15 00:00:00+00:00,,,,0.0,814,0.0,0.0
2024-02-16 00:00:00+00:00,,,,0.0,655,0.0,0.0
2024-02-17 00:00:00+00:00,,,,0.0,3963,0.0,0.0
2024-02-18 00:00:00+00:00,,,,0.0,750,0.0,0.0
2024-02-19 00:00:00+00:00,,,,0.0,232,0.0,0.0
2024-02-20 00:00:00+00:00,,,,0.0,312,0.0,0.0
2024-02-21 00:00:00+00:00,,,,0.0,380,0.0,0.0
2024-02-22 00:00:00+00:00,,,,0.0,798,0.0,0.0
2024-02-23 00:00:00+00:00,,,,0.0,411,0.0,0.0
2024-02-24 00:00:00+00:00,,,,0.0,1056,0.0,0.0
2024-02-25 00:00:00+00:00,,,,0.0,799,0.0,0.0
2024-02-26 00:00:00+00:00,,,,0.0,289,0.0,0.0
2024-02-27 00:00:00+00:00,,,,0.0,1283,0.0,0.0
2024-02-28 00:00:00+00:00,,,,0.0,642,0.0,0.0
2024-02-29 00:00:00+00:00,,,,0.0,229,0.0,0.0
2024-03-01 00:00:00+00:00,,,,0.0,899,0.0,0.0
2024-03-02 00:00:00+00:00,,,,0.0,434,0.0,0.0
2024-03-03 00:00:00+00:00,,,,0.0,3081,0.0,0.0
2024-03-04 00:00:00+00:00,,,,0.0,1905,0.0,0.0
2024-03-05 00:00:00+00:00,,,,0.0,1309,0.0,0.0
2024-03-06 00:00:00+00:00,,,,0.0,3383,0.0,0.0
2024-03-07 00:00:00+00:00,,,,0.0,529,0.0,0.0
2024-03-08 00:00:00+00:00,,,,0.0,4446,0.0,0.0
2024-03-09 00:00:00+00:00,,,,0.0,718,0.0,0.0
2024-03-10 00:00:00+00:00,,,,0.0,1255,0.0,0.0
2024-03-11 00:00:00+00:00,,,,0.0,1860,0.0,0.0
2024-03-12 00:00:00+00:00,,,,0.0,258,0.0,0.0
2024-03-13 00:00:00+00:00,,,,0.0,1055,0.0,0.0
2024-03-14 00:00:00+00:00,,,,0.0,1135,0.0,0.0
2024-03-15 00:00:00+00:00,,,,0.0,1109,0.0,0.0
2024-03-16 00:00:00+00:00,,,,0.0,818,0.0,0.0
2024-03-17 00:00:00+00:00,,,,0.0,519,0.0,0.0
2024-03-18 00:00:00+00:00,,,,0.0,580,0.0,0.0
2024-03-19 00:00:00+00:00,,,,0.0,149,0.0,0.0
2024-03-20 00:00:00+00:00,,,,0.0,464,0.0,0.0
2024-03-21 00:00:00+00:00,,,,0.0,159,0.0,0.0
2024-03-22 00:00:00+00:00,,,,0.0,483,0.0,0.0
2024-03-23 00:00:00+00:00,,,,0.0,466,0.0,0.0
2024-03-24 00:00:00+00:00,,,,0.0,310,0.0,0.0
2024-03-25 00:00:00+00:00,,,,0.0,512,0.0,0.0
2024-03-26 00:00:00+00:00,,,,0.0,2183,0.0,0.0
2024-03-27 00:00:00+00:00,,,,0.0,803,0.0,0.0
2024-03-28 00:00:00+00:00,,,,0.0,233,0.0,0.0
2024-03-29 00:00:00+00:00,,,,0.0,706,0.0,0.0
2024-03-30 00:00:00+00:00,,,,0.0,948,0.0,0.0
2024-03-31 00:00:00+00:00,,,,0.0,197,0.0,0.0
2024-04-01 00:00:00+00:00,,,,0.0,716,0.0,0.0
2024-04-02 00:00:00+00:00,,,,0.0,315,0.0,0.0
2024-04-03 00:00:00+00:00,,,,0.0,3444,0.0,0.0
2024-04-04 00:00:00+00:00,,,,0.0,1288,0.0,0.0
2024-04-05 00:00:00+00:00,,,,0.0,467,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,280,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,11320,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,2226,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,599,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,242,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,200,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,383,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,1109,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,577,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,426,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,50,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,19,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,617,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,301,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,96,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,571,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,257,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,105,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,497,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,281,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,437,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,229,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,78,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,20051,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,196,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,251,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,950,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,2505,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,143,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,32,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,81,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,133,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,102,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,183,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,311,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,256,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,216,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,191,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,135,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,318,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,72,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,64,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,394,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,1182,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,402,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,250,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,108,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,124,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,185,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,142,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,605,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,339,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,665,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,50,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,533,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,49,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,50,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,57,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,310,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,151,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,189,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,704,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,426,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,69,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,28,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,153,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,245,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,94,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,102,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,21,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,25,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,63,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,198,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,217,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,174,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,342,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,72,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,64,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,224,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,140,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,439,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,86,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,61,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,245,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,20,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,35,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,51,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,147,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,21,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,147,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,307,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,61,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,28,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,156,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,34,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,127,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,147,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,66,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,67,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,13,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,102,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,223,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,19,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,20,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,22,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,96,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,114,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,70,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,42,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,46,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,115,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,120,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,85,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,50,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,21,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,395,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,106,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,64,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,94,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,139,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,5,0.0,0.0
