TIMESTAMP,AKI28817_OPEN_PRICE_USD,AKI28817_HIGH_PRICE_USD,AKI28817_LOW_PRICE_USD,AKI28817_CLOSE_PRICE_USD,AKI28817_VOLUME_USD,AKI28817_DIVIDENDS_USD,AKI28817_STOCK_SPLITS_USD
2023-12-22 00:00:00+00:00,0.06391000002622604,0.07545199990272522,0.03752300143241882,0.04200800135731697,4892055,0.0,0.0
2023-12-23 00:00:00+00:00,0.04200899973511696,0.04200899973511696,0.029113000258803368,0.03067599982023239,588830,0.0,0.0
2023-12-24 00:00:00+00:00,0.03064100071787834,0.03136200085282326,0.027143999934196472,0.02829499915242195,304123,0.0,0.0
2023-12-25 00:00:00+00:00,0.02827499993145466,0.033668000251054764,0.02675900049507618,0.03125400096178055,246269,0.0,0.0
2023-12-26 00:00:00+00:00,0.031254999339580536,0.03256800025701523,0.029827000573277473,0.029978999868035316,153324,0.0,0.0
2023-12-27 00:00:00+00:00,0.029978999868035316,0.03195599839091301,0.029827000573277473,0.030882999300956726,507196,0.0,0.0
2023-12-28 00:00:00+00:00,0.030882999300956726,0.03790000081062317,0.030757000669836998,0.033070001751184464,425417,0.0,0.0
2023-12-29 00:00:00+00:00,0.033070001751184464,0.03373299911618233,0.031202999874949455,0.031502000987529755,329530,0.0,0.0
2023-12-30 00:00:00+00:00,0.031509000808000565,0.03552199900150299,0.031150000169873238,0.03439600020647049,249349,0.0,0.0
2023-12-31 00:00:00+00:00,0.034393999725580215,0.034742001444101334,0.03296000137925148,0.03296000137925148,116130,0.0,0.0
2024-01-01 00:00:00+00:00,0.03296099975705147,0.033263999968767166,0.03205300122499466,0.032333001494407654,138806,0.0,0.0
2024-01-02 00:00:00+00:00,0.03231099992990494,0.03298899903893471,0.03215999901294708,0.03261199966073036,164770,0.0,0.0
2024-01-03 00:00:00+00:00,0.0326169990003109,0.03303899988532066,0.031300999224185944,0.032269999384880066,151661,0.0,0.0
2024-01-04 00:00:00+00:00,0.032253000885248184,0.032653000205755234,0.03143399953842163,0.03178999945521355,157001,0.0,0.0
2024-01-05 00:00:00+00:00,0.031773000955581665,0.047272998839616776,0.031279001384973526,0.0429919995367527,367663,0.0,0.0
2024-01-06 00:00:00+00:00,0.042844001203775406,0.04381699860095978,0.035415999591350555,0.03799600154161453,252329,0.0,0.0
2024-01-07 00:00:00+00:00,0.038001999258995056,0.04280899837613106,0.03656600043177605,0.03758100047707558,232644,0.0,0.0
2024-01-08 00:00:00+00:00,0.03758100047707558,0.04157299920916557,0.035937998443841934,0.03702300041913986,113808,0.0,0.0
2024-01-09 00:00:00+00:00,0.037000998854637146,0.04066300019621849,0.03246400132775307,0.03343699872493744,76154,0.0,0.0
2024-01-10 00:00:00+00:00,0.03343899920582771,0.03751499950885773,0.03133000060915947,0.03561500087380409,187400,0.0,0.0
2024-01-11 00:00:00+00:00,0.035604000091552734,0.03724600002169609,0.032572001218795776,0.03308599814772606,72025,0.0,0.0
