TIMESTAMP,IFC_OPEN_PRICE_USD,IFC_HIGH_PRICE_USD,IFC_LOW_PRICE_USD,IFC_CLOSE_PRICE_USD,IFC_VOLUME_USD,IFC_DIVIDENDS_USD,IFC_STOCK_SPLITS_USD
2017-11-09 00:00:00+00:00,1.2999999853491317e-05,1.4999999621068127e-05,1.1000000085914508e-05,1.1000000085914508e-05,76,0.0,0.0
2017-11-10 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,9.000000318337698e-06,9.999999747378752e-06,0,0.0,0.0
2017-11-11 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,9.999999747378752e-06,1.1000000085914508e-05,36,0.0,0.0
2017-11-12 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,9.999999747378752e-06,1.1000000085914508e-05,22,0.0,0.0
2017-11-13 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,9.999999747378752e-06,1.1000000085914508e-05,0,0.0,0.0
2017-11-14 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,9.999999747378752e-06,1.2000000424450263e-05,101,0.0,0.0
2017-11-15 00:00:00+00:00,1.2000000424450263e-05,1.2999999853491317e-05,9.999999974752427e-07,1.9999999949504854e-06,2193,0.0,0.0
2017-11-16 00:00:00+00:00,1.9999999949504854e-06,1.4000000192027073e-05,1.9999999949504854e-06,1.2999999853491317e-05,589,0.0,0.0
2017-11-17 00:00:00+00:00,1.2999999853491317e-05,1.700000029813964e-05,1.2999999853491317e-05,1.700000029813964e-05,764,0.0,0.0
2017-11-18 00:00:00+00:00,1.700000029813964e-05,2.2000000171829015e-05,1.2999999853491317e-05,1.2999999853491317e-05,117,0.0,0.0
2017-11-19 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.1000000085914508e-05,1.4000000192027073e-05,441,0.0,0.0
2017-11-20 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.4000000192027073e-05,141,0.0,0.0
2017-11-21 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.1000000085914508e-05,1.1000000085914508e-05,6,0.0,0.0
2017-11-22 00:00:00+00:00,1.1000000085914508e-05,2.2000000171829015e-05,9.999999747378752e-06,2.099999983329326e-05,7,0.0,0.0
2017-11-23 00:00:00+00:00,1.9999999494757503e-05,2.4000000848900527e-05,1.2000000424450263e-05,1.2000000424450263e-05,1,0.0,0.0
2017-11-24 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.5999999959603883e-05,1.700000029813964e-05,405,0.0,0.0
2017-11-25 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,6.000000212225132e-06,1.5999999959603883e-05,55,0.0,0.0
2017-11-26 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.1000000085914508e-05,1.2999999853491317e-05,20,0.0,0.0
2017-11-27 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,9.999999747378752e-06,1.1000000085914508e-05,5,0.0,0.0
2017-11-28 00:00:00+00:00,1.1000000085914508e-05,2.499999936844688e-05,4.999999873689376e-06,1.9999999494757503e-05,780,0.0,0.0
2017-11-29 00:00:00+00:00,1.9999999494757503e-05,2.2000000171829015e-05,9.999999747378752e-06,1.1000000085914508e-05,158,0.0,0.0
2017-11-30 00:00:00+00:00,1.1000000085914508e-05,1.4999999621068127e-05,1.1000000085914508e-05,1.1000000085914508e-05,35,0.0,0.0
2017-12-01 00:00:00+00:00,1.1000000085914508e-05,1.8999999156221747e-05,1.1000000085914508e-05,1.4000000192027073e-05,134,0.0,0.0
2017-12-02 00:00:00+00:00,1.4000000192027073e-05,1.5999999959603883e-05,1.2999999853491317e-05,1.4999999621068127e-05,14,0.0,0.0
2017-12-03 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.2000000424450263e-05,1.2000000424450263e-05,197,0.0,0.0
2017-12-04 00:00:00+00:00,1.2000000424450263e-05,1.4000000192027073e-05,1.2000000424450263e-05,1.2000000424450263e-05,0,0.0,0.0
2017-12-05 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,7.999999979801942e-06,9.000000318337698e-06,5,0.0,0.0
2017-12-06 00:00:00+00:00,7.999999979801942e-06,1.2000000424450263e-05,7.999999979801942e-06,1.2000000424450263e-05,92,0.0,0.0
2017-12-07 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,1.1000000085914508e-05,1.2000000424450263e-05,0,0.0,0.0
2017-12-08 00:00:00+00:00,1.2000000424450263e-05,1.4000000192027073e-05,9.000000318337698e-06,1.4000000192027073e-05,21,0.0,0.0
