TIMESTAMP,CWAR_OPEN_PRICE_USD,CWAR_HIGH_PRICE_USD,CWAR_LOW_PRICE_USD,CWAR_CLOSE_PRICE_USD,CWAR_VOLUME_USD,CWAR_DIVIDENDS_USD,CWAR_STOCK_SPLITS_USD
2021-11-13 00:00:00+00:00,1.8520259857177734,1.912781000137329,1.849668025970459,1.881095051765442,44882013,0.0,0.0
2021-11-14 00:00:00+00:00,1.8856699466705322,2.196233034133911,1.779561996459961,1.9528260231018066,28264421,0.0,0.0
2021-11-15 00:00:00+00:00,1.953989028930664,1.9594889879226685,1.6133179664611816,1.6847009658813477,22351732,0.0,0.0
2021-11-16 00:00:00+00:00,1.6831680536270142,1.6831949949264526,1.4424740076065063,1.6283210515975952,19211511,0.0,0.0
2021-11-17 00:00:00+00:00,1.6283639669418335,1.7827249765396118,1.54939603805542,1.6234289407730103,12712283,0.0,0.0
2021-11-18 00:00:00+00:00,1.6229900121688843,1.6267260313034058,1.2893890142440796,1.3477870225906372,15658870,0.0,0.0
2021-11-19 00:00:00+00:00,1.347659945487976,1.7262170314788818,1.3164880275726318,1.7203389406204224,18484675,0.0,0.0
2021-11-20 00:00:00+00:00,1.7201149463653564,1.7753159999847412,1.550894021987915,1.6181470155715942,7270187,0.0,0.0
2021-11-21 00:00:00+00:00,1.6190539598464966,2.1901519298553467,1.5294419527053833,1.9928849935531616,13801119,0.0,0.0
2021-11-22 00:00:00+00:00,1.993839979171753,2.4174389839172363,1.8177590370178223,2.14365291595459,18217346,0.0,0.0
2021-11-23 00:00:00+00:00,2.146678924560547,2.490994930267334,1.9921720027923584,2.3955299854278564,21413449,0.0,0.0
2021-11-24 00:00:00+00:00,2.4011270999908447,3.31551194190979,2.237668037414551,2.2623579502105713,18810431,0.0,0.0
2021-11-25 00:00:00+00:00,3.2752768993377686,4.054902076721191,3.084404945373535,3.6555941104888916,44388299,0.0,0.0
2021-11-26 00:00:00+00:00,3.7575619220733643,3.8693220615386963,2.860168933868408,2.9179959297180176,21530528,0.0,0.0
2021-11-27 00:00:00+00:00,2.913733959197998,3.99875807762146,2.9021151065826416,3.8915669918060303,24214383,0.0,0.0
2021-11-28 00:00:00+00:00,3.866415023803711,4.7340288162231445,3.8580880165100098,4.651434898376465,44832447,0.0,0.0
2021-11-29 00:00:00+00:00,4.651774883270264,4.736209869384766,4.039426803588867,4.359354019165039,28890080,0.0,0.0
2021-11-30 00:00:00+00:00,4.35814094543457,4.526721000671387,3.7591500282287598,3.8594250679016113,22648077,0.0,0.0
2021-12-01 00:00:00+00:00,3.8374030590057373,4.168282985687256,3.50185489654541,3.5108680725097656,13368361,0.0,0.0
2021-12-02 00:00:00+00:00,3.5060200691223145,3.6125741004943848,3.0146169662475586,3.2179958820343018,14947646,0.0,0.0
2021-12-03 00:00:00+00:00,3.2202670574188232,3.235413074493408,2.6751270294189453,2.7504889965057373,9351171,0.0,0.0
2021-12-04 00:00:00+00:00,2.746424913406372,3.116689920425415,2.091331958770752,2.93703293800354,14309152,0.0,0.0
2021-12-05 00:00:00+00:00,2.9315009117126465,3.4135749340057373,2.889410972595215,2.9566569328308105,11852418,0.0,0.0
2021-12-06 00:00:00+00:00,2.9641060829162598,2.977299928665161,2.5450439453125,2.83424711227417,11585709,0.0,0.0
2021-12-07 00:00:00+00:00,2.8335909843444824,3.0618479251861572,2.593996047973633,2.6646649837493896,7019467,0.0,0.0
2021-12-08 00:00:00+00:00,2.6626710891723633,2.7986929416656494,2.5356650352478027,2.6395249366760254,5095712,0.0,0.0
2021-12-09 00:00:00+00:00,2.6370849609375,2.6978299617767334,2.205246925354004,2.205246925354004,5985988,0.0,0.0
2021-12-10 00:00:00+00:00,2.205634117126465,2.359419107437134,1.9006010293960571,1.90733802318573,8138837,0.0,0.0
2021-12-11 00:00:00+00:00,1.9062830209732056,1.9203399419784546,0.9197869896888733,1.0304030179977417,34342667,0.0,0.0
