TIMESTAMP,AEUR_OPEN_PRICE_USD,AEUR_HIGH_PRICE_USD,AEUR_LOW_PRICE_USD,AEUR_CLOSE_PRICE_USD,AEUR_VOLUME_USD,AEUR_DIVIDENDS_USD,AEUR_STOCK_SPLITS_USD
2023-12-05 00:00:00+00:00,1.0815939903259277,2.8080780506134033,1.035701036453247,2.807629108428955,34650510,0.0,0.0
2023-12-06 00:00:00+00:00,2.807849884033203,2.81217098236084,2.796950101852417,2.7972500324249268,34624314,0.0,0.0
2023-12-08 00:00:00+00:00,2.7983579635620117,2.7983579635620117,1.0754189491271973,1.0862040519714355,48911143,0.0,0.0
2023-12-09 00:00:00+00:00,1.0862560272216797,1.0874569416046143,1.0708990097045898,1.0712039470672607,10729893,0.0,0.0
2023-12-10 00:00:00+00:00,1.0711920261383057,1.073559045791626,1.0643630027770996,1.073194980621338,5317576,0.0,0.0
2023-12-11 00:00:00+00:00,1.0732049942016602,1.0742950439453125,1.0677130222320557,1.0726189613342285,7744825,0.0,0.0
2023-12-12 00:00:00+00:00,1.0725270509719849,1.072962999343872,1.070099949836731,1.07095205783844,2787104,0.0,0.0
2023-12-13 00:00:00+00:00,1.0709569454193115,1.072121024131775,1.0641740560531616,1.0651090145111084,7856653,0.0,0.0
2023-12-14 00:00:00+00:00,1.065068006515503,1.0700900554656982,1.064697027206421,1.0692039728164673,3701290,0.0,0.0
2023-12-15 00:00:00+00:00,1.0692329406738281,1.096735954284668,1.0689040422439575,1.0892820358276367,1799887,0.0,0.0
2023-12-16 00:00:00+00:00,1.089359998703003,1.093183994293213,1.0876359939575195,1.0909119844436646,2628774,0.0,0.0
2023-12-17 00:00:00+00:00,1.0909119844436646,1.0957759618759155,1.0861430168151855,1.0864490270614624,6757471,0.0,0.0
2023-12-18 00:00:00+00:00,1.086318016052246,1.0960710048675537,1.0844650268554688,1.0932519435882568,1142903,0.0,0.0
2023-12-19 00:00:00+00:00,1.0931880474090576,1.1012439727783203,1.0910300016403198,1.0987000465393066,2155363,0.0,0.0
2023-12-20 00:00:00+00:00,1.098633050918579,1.1005539894104004,1.0906579494476318,1.096714973449707,2413981,0.0,0.0
2023-12-21 00:00:00+00:00,1.0967589616775513,1.1026389598846436,1.0932660102844238,1.1014750003814697,2405977,0.0,0.0
2023-12-22 00:00:00+00:00,1.101438045501709,1.1049599647521973,1.0986100435256958,1.1013580560684204,1445937,0.0,0.0
2023-12-23 00:00:00+00:00,1.1013129949569702,1.1017969846725464,1.0968589782714844,1.0976990461349487,1145659,0.0,0.0
2023-12-24 00:00:00+00:00,1.0977460145950317,1.0990480184555054,1.0929629802703857,1.095352053642273,2499292,0.0,0.0
2023-12-25 00:00:00+00:00,1.095602035522461,1.0989019870758057,1.0917999744415283,1.0970710515975952,2628583,0.0,0.0
2023-12-26 00:00:00+00:00,1.0970779657363892,1.105718970298767,1.0965960025787354,1.1045780181884766,807605,0.0,0.0
2023-12-27 00:00:00+00:00,1.1045650243759155,1.1133170127868652,1.1024229526519775,1.1099679470062256,1298704,0.0,0.0
2023-12-28 00:00:00+00:00,1.1102010011672974,1.1142990589141846,1.093587040901184,1.0984159708023071,1241707,0.0,0.0
2023-12-29 00:00:00+00:00,1.0987950563430786,1.108502984046936,1.0974210500717163,1.1079670190811157,1725989,0.0,0.0
2023-12-30 00:00:00+00:00,1.1079479455947876,1.108077049255371,1.100172996520996,1.1009889841079712,518586,0.0,0.0
2023-12-31 00:00:00+00:00,1.1007850170135498,1.104972004890442,1.0951319932937622,1.0952650308609009,559934,0.0,0.0
2024-01-01 00:00:00+00:00,1.0955369472503662,1.1107820272445679,1.0936429500579834,1.110461950302124,1430288,0.0,0.0
2024-01-02 00:00:00+00:00,1.1104680299758911,1.1109429597854614,1.078184962272644,1.0810110569000244,1506084,0.0,0.0
2024-01-03 00:00:00+00:00,1.0810259580612183,1.0956909656524658,1.0790430307388306,1.0876790285110474,6807834,0.0,0.0
2024-01-04 00:00:00+00:00,1.0875380039215088,1.1014679670333862,1.0810669660568237,1.0824259519577026,1887159,0.0,0.0
2024-01-05 00:00:00+00:00,1.0824830532073975,1.1875319480895996,1.0801609754562378,1.1858010292053223,2042312,0.0,0.0
2024-01-06 00:00:00+00:00,1.185886025428772,1.1861950159072876,1.0889170169830322,1.092265009880066,285437,0.0,0.0
2024-01-07 00:00:00+00:00,1.0923149585723877,1.0938340425491333,1.0895129442214966,1.0937360525131226,489605,0.0,0.0
2024-01-08 00:00:00+00:00,1.0932400226593018,1.0985029935836792,1.0864900350570679,1.0937340259552002,3581702,0.0,0.0
2024-01-09 00:00:00+00:00,1.0938140153884888,1.098464012145996,1.0897560119628906,1.0925519466400146,2740130,0.0,0.0
2024-01-10 00:00:00+00:00,1.0927759408950806,1.099534034729004,1.090432047843933,1.0956159830093384,1325248,0.0,0.0
2024-01-11 00:00:00+00:00,1.0956590175628662,1.1003049612045288,1.0920439958572388,1.0973759889602661,1518838,0.0,0.0
2024-01-12 00:00:00+00:00,1.0973789691925049,1.0984270572662354,1.0913269519805908,1.0944900512695312,10827588,0.0,0.0
2024-01-13 00:00:00+00:00,1.0943039655685425,1.0951770544052124,1.0895930528640747,1.094620943069458,1796667,0.0,0.0
2024-01-14 00:00:00+00:00,1.0946869850158691,1.099364995956421,1.0918519496917725,1.093533992767334,2801660,0.0,0.0
2024-01-15 00:00:00+00:00,1.0929540395736694,1.0974030494689941,1.0912920236587524,1.0938359498977661,1570813,0.0,0.0
2024-01-16 00:00:00+00:00,1.0939500331878662,1.0942009687423706,1.0853489637374878,1.0873160362243652,2012536,0.0,0.0
2024-01-17 00:00:00+00:00,1.0872069597244263,1.0882279872894287,1.0832500457763672,1.0879709720611572,1028767,0.0,0.0
