TIMESTAMP,WIC_OPEN_PRICE_USD,WIC_HIGH_PRICE_USD,WIC_LOW_PRICE_USD,WIC_CLOSE_PRICE_USD,WIC_VOLUME_USD,WIC_DIVIDENDS_USD,WIC_STOCK_SPLITS_USD
2024-05-24 00:00:00+00:00,,,,0.0,126147,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,200874,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,524603,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,92791,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,51485,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,54234,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,59564,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,39739,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,52688,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,36217,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,108933,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,76177,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,77900,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,55594,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,53373,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,89624,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,85812,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,79673,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,41467,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,49057,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,61712,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,43495,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,46083,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,51246,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,48156,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,44333,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,49895,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,46659,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,39258,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,42067,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,25687,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,32868,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,28199,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,42321,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,43522,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,47269,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,40442,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,28541,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,33517,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,33220,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,29357,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,33743,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,29873,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,31524,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,28101,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,28223,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,14653,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,16792,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,12117,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,14218,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,17607,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,15062,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,20318,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,16278,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,10480,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,13411,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,14470,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,7385,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,17795,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,21117,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,17336,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,29101,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,21454,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,29038,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,29879,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,29148,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,1111,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,14175,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,18662,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,29406,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,22815,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,21716,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,9877,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,15500,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,19102,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,20501,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,18124,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,25553,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,101941,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,63208,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,81484,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,23950,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,45437,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,13942,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,40027,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,21009,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,40965,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,28990,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,18702,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,25818,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,20206,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,12353,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,20961,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,12347,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,16121,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,22804,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,14016,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,14658,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,13557,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,9375,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,9453,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,16261,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,5002,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,8608,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,14428,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,11268,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,7180,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,6871,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,9416,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,7330,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,17623,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,6850,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,6729,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,1043,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,6791,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,6515,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,8036,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,11636,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,20449,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,8793,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,4857,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,4473,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,9229,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,4049,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,3340,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,1799,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,6639,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,6682,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,3296,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,6525,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,3140,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,2258,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,5799,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,6876,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,46,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,2434,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,5460,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,5623,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,2557,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,5061,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,6730,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,3091,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,2788,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,4754,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,10076,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,2983,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,14911,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,17802,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,5670,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,4922,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,1883,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,7134,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,18234,0.0,0.0
