TIMESTAMP,WBONE32235_OPEN_PRICE_USD,WBONE32235_HIGH_PRICE_USD,WBONE32235_LOW_PRICE_USD,WBONE32235_CLOSE_PRICE_USD,WBONE32235_VOLUME_USD,WBONE32235_DIVIDENDS_USD,WBONE32235_STOCK_SPLITS_USD
2024-07-15 00:00:00+00:00,0.5554260015487671,0.5554260015487671,0.5554260015487671,0.5554260015487671,1361,0.0,0.0
2024-07-16 00:00:00+00:00,0.5554260015487671,0.5886359810829163,0.5419009923934937,0.5657039880752563,2577,0.0,0.0
2024-07-17 00:00:00+00:00,0.5657039880752563,0.570248007774353,0.5535209774971008,0.5545700192451477,1800,0.0,0.0
2024-07-18 00:00:00+00:00,0.5545700192451477,0.5731850266456604,0.5487859845161438,0.5598350167274475,1381,0.0,0.0
2024-07-19 00:00:00+00:00,0.5598350167274475,0.5785160064697266,0.545054018497467,0.5707640051841736,2463,0.0,0.0
2024-07-20 00:00:00+00:00,0.5707640051841736,0.5707640051841736,0.5404340028762817,0.5409010052680969,72642,0.0,0.0
2024-07-21 00:00:00+00:00,0.5409010052680969,0.5514019727706909,0.5225290060043335,0.5466859936714172,1794,0.0,0.0
2024-07-22 00:00:00+00:00,0.5405809879302979,0.5462049841880798,0.5240579843521118,0.5376369953155518,173,0.0,0.0
2024-07-23 00:00:00+00:00,0.5376369953155518,0.5376369953155518,0.5075680017471313,0.524878978729248,396,0.0,0.0
2024-07-24 00:00:00+00:00,0.524878978729248,0.524878978729248,0.48030000925064087,0.4804919958114624,1503,0.0,0.0
2024-07-25 00:00:00+00:00,0.4804919958114624,0.4804919958114624,0.45927000045776367,0.47836899757385254,808,0.0,0.0
2024-07-26 00:00:00+00:00,0.47836899757385254,0.5075479745864868,0.47835901379585266,0.4969159960746765,14086,0.0,0.0
2024-07-27 00:00:00+00:00,0.4969159960746765,0.512919008731842,0.4969159960746765,0.5073080062866211,0,0.0,0.0
2024-07-28 00:00:00+00:00,0.5073080062866211,0.5073080062866211,0.5073080062866211,0.5073080062866211,0,0.0,0.0
2024-07-29 00:00:00+00:00,0.5073080062866211,0.5073080062866211,0.4784879982471466,0.4784879982471466,1028,0.0,0.0
2024-07-30 00:00:00+00:00,0.4784879982471466,0.48485299944877625,0.4558059871196747,0.4558059871196747,358,0.0,0.0
2024-07-31 00:00:00+00:00,0.4558059871196747,0.46358200907707214,0.4558059871196747,0.46358200907707214,0,0.0,0.0
2024-08-01 00:00:00+00:00,0.46358200907707214,0.46358200907707214,0.46358200907707214,0.46358200907707214,0,0.0,0.0
