TIMESTAMP,TPV_OPEN_PRICE_USD,TPV_HIGH_PRICE_USD,TPV_LOW_PRICE_USD,TPV_CLOSE_PRICE_USD,TPV_VOLUME_USD,TPV_DIVIDENDS_USD,TPV_STOCK_SPLITS_USD
2021-12-17 00:00:00+00:00,,,,0.0,87256,0.0,0.0
2021-12-18 00:00:00+00:00,,,,0.0,68840,0.0,0.0
2021-12-19 00:00:00+00:00,,,,0.0,31624,0.0,0.0
2021-12-20 00:00:00+00:00,,,,0.0,19903,0.0,0.0
2021-12-21 00:00:00+00:00,,,,0.0,12268,0.0,0.0
2021-12-22 00:00:00+00:00,,,,0.0,11621,0.0,0.0
2021-12-23 00:00:00+00:00,,,,0.0,7433,0.0,0.0
2021-12-24 00:00:00+00:00,,,,0.0,7657,0.0,0.0
2021-12-25 00:00:00+00:00,,,,0.0,9073,0.0,0.0
2021-12-26 00:00:00+00:00,,,,0.0,7555,0.0,0.0
2021-12-27 00:00:00+00:00,,,,0.0,22506,0.0,0.0
2021-12-28 00:00:00+00:00,,,,0.0,22116,0.0,0.0
2021-12-29 00:00:00+00:00,,,,0.0,8845,0.0,0.0
2021-12-30 00:00:00+00:00,,,,0.0,6409,0.0,0.0
2021-12-31 00:00:00+00:00,,,,0.0,3573,0.0,0.0
2022-01-01 00:00:00+00:00,,,,0.0,4169,0.0,0.0
2022-01-02 00:00:00+00:00,,,,0.0,5428,0.0,0.0
2022-01-03 00:00:00+00:00,,,,0.0,3243,0.0,0.0
2022-01-04 00:00:00+00:00,,,,0.0,4369,0.0,0.0
2022-01-05 00:00:00+00:00,,,,0.0,4116,0.0,0.0
2022-01-06 00:00:00+00:00,,,,0.0,3184,0.0,0.0
2022-01-07 00:00:00+00:00,,,,0.0,5773,0.0,0.0
2022-01-08 00:00:00+00:00,,,,0.0,9801,0.0,0.0
2022-01-09 00:00:00+00:00,,,,0.0,7339,0.0,0.0
2022-01-10 00:00:00+00:00,,,,0.0,1663,0.0,0.0
2022-01-11 00:00:00+00:00,,,,0.0,1289,0.0,0.0
2022-01-12 00:00:00+00:00,,,,0.0,1041,0.0,0.0
2022-01-13 00:00:00+00:00,,,,0.0,2285,0.0,0.0
2022-01-14 00:00:00+00:00,,,,0.0,9114,0.0,0.0
2022-01-15 00:00:00+00:00,,,,0.0,9415,0.0,0.0
2022-01-16 00:00:00+00:00,,,,0.0,1359,0.0,0.0
2022-01-17 00:00:00+00:00,,,,0.0,1118,0.0,0.0
2022-01-18 00:00:00+00:00,,,,0.0,3239,0.0,0.0
2022-01-19 00:00:00+00:00,,,,0.0,3164,0.0,0.0
2022-01-20 00:00:00+00:00,,,,0.0,2469,0.0,0.0
2022-01-21 00:00:00+00:00,,,,0.0,1707,0.0,0.0
2022-01-22 00:00:00+00:00,,,,0.0,2183,0.0,0.0
2022-01-23 00:00:00+00:00,,,,0.0,4109,0.0,0.0
2022-01-24 00:00:00+00:00,,,,0.0,2463,0.0,0.0
2022-01-25 00:00:00+00:00,,,,0.0,2531,0.0,0.0
2022-01-26 00:00:00+00:00,,,,0.0,2524,0.0,0.0
2022-01-27 00:00:00+00:00,,,,0.0,959,0.0,0.0
2022-01-28 00:00:00+00:00,,,,0.0,457,0.0,0.0
2022-01-29 00:00:00+00:00,,,,0.0,1532,0.0,0.0
2022-01-30 00:00:00+00:00,,,,0.0,2537,0.0,0.0
2022-01-31 00:00:00+00:00,,,,0.0,1644,0.0,0.0
2022-02-01 00:00:00+00:00,,,,0.0,11363,0.0,0.0
2022-02-02 00:00:00+00:00,,,,0.0,11532,0.0,0.0
2022-02-03 00:00:00+00:00,,,,0.0,3313,0.0,0.0
2022-02-04 00:00:00+00:00,,,,0.0,2387,0.0,0.0
