,ETH
RLC,6.595762637645772e-15
ETC,0.00012372994361565
QTUM,0.0006598165281165
BTC,0.0014529631518081
SC,0.00451782739492895
LUNC,0.0079690535277907
FIRO,0.00803646626988335
GNO,0.02258328688785915
ZEC,0.025068627743741002
DOGE,0.0277277315492478
DGB,0.0284021026029477
MIOTA,0.0296696928099646
XMR,0.0303552793447852
KMD,0.03519835357420535
LTC,0.05736580444618
XLM,0.0891285825832
DASH,0.0918021123572241
LSK,0.09545994013538225
XRP,0.11484563857741689
ANT,0.21192979145111335
DCR,0.24893794668701535
XEM,0.3091980783649919
BTS,0.3220301651020656
BAT,0.3717405297082542
SYS,0.3911507511821931
WAVES,0.413708489688165
ZEN,0.4610560755689299
GAS,0.46156324645543784
PIVX,0.4706762863541389
STEEM,0.6832595930426215
ARK,0.7950586711282606
