TIMESTAMP,POKEMON36027_OPEN_PRICE_USD,POKEMON36027_HIGH_PRICE_USD,POKEMON36027_LOW_PRICE_USD,POKEMON36027_CLOSE_PRICE_USD,POKEMON36027_VOLUME_USD,POKEMON36027_DIVIDENDS_USD,POKEMON36027_STOCK_SPLITS_USD
2025-04-03 00:00:00+00:00,,,,0.0,279,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,32,0.0,0.0
2025-05-18 00:00:00+00:00,,,,0.0,4425,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,1240,0.0,0.0
2025-05-22 00:00:00+00:00,,,,0.0,76,0.0,0.0
2025-05-26 00:00:00+00:00,,,,0.0,535,0.0,0.0
2025-06-01 00:00:00+00:00,4.904120187200489e-13,4.904121813503748e-13,4.904120187200489e-13,4.904121813503748e-13,735,0.0,0.0
