TIMESTAMP,HIVE_OPEN_PRICE_USD,HIVE_HIGH_PRICE_USD,HIVE_LOW_PRICE_USD,HIVE_CLOSE_PRICE_USD,HIVE_VOLUME_USD,HIVE_DIVIDENDS_USD,HIVE_STOCK_SPLITS_USD
2020-03-26 00:00:00+00:00,0.2641279995441437,0.3193570077419281,0.2625499963760376,0.29745298624038696,54238,0.0,0.0
2020-03-27 00:00:00+00:00,0.29752299189567566,0.3413879871368408,0.2167779952287674,0.2210340052843094,83542,0.0,0.0
2020-03-28 00:00:00+00:00,0.2211260050535202,0.2722269892692566,0.22009100019931793,0.2370699942111969,54940,0.0,0.0
2020-03-29 00:00:00+00:00,0.2371080070734024,0.24471299350261688,0.18382999300956726,0.19375599920749664,40037,0.0,0.0
2020-03-30 00:00:00+00:00,0.19356100261211395,0.21453499794006348,0.1813109964132309,0.1930290013551712,37124,0.0,0.0
2020-03-31 00:00:00+00:00,0.1923999935388565,0.19899000227451324,0.16488699615001678,0.17877499759197235,35451,0.0,0.0
2020-04-01 00:00:00+00:00,0.17870399355888367,0.20350000262260437,0.16929000616073608,0.1970600038766861,35316,0.0,0.0
2020-04-02 00:00:00+00:00,0.196492001414299,0.20589600503444672,0.17012399435043335,0.18277299404144287,45439,0.0,0.0
2020-04-03 00:00:00+00:00,0.18271499872207642,0.1915770024061203,0.17246000468730927,0.17928799986839294,60969,0.0,0.0
2020-04-04 00:00:00+00:00,0.18115900456905365,0.19125300645828247,0.17221400141716003,0.19036200642585754,41740,0.0,0.0
2020-04-05 00:00:00+00:00,0.19047099351882935,0.190653994679451,0.17500099539756775,0.1801220029592514,13480,0.0,0.0
2020-04-06 00:00:00+00:00,0.18011100590229034,0.1810930073261261,0.08694300055503845,0.12874199450016022,574292,0.0,0.0
2020-04-07 00:00:00+00:00,0.129053995013237,0.13583700358867645,0.1044130027294159,0.10980000346899033,198321,0.0,0.0
2020-04-08 00:00:00+00:00,0.10976999998092651,0.11403600126504898,0.09393999725580215,0.09484399855136871,328940,0.0,0.0
2020-04-09 00:00:00+00:00,0.09484100341796875,0.11336199939250946,0.08933000266551971,0.10384500026702881,270365,0.0,0.0
