TIMESTAMP,SWAPZ_OPEN_PRICE_USD,SWAPZ_HIGH_PRICE_USD,SWAPZ_LOW_PRICE_USD,SWAPZ_CLOSE_PRICE_USD,SWAPZ_VOLUME_USD,SWAPZ_DIVIDENDS_USD,SWAPZ_STOCK_SPLITS_USD
2021-07-01 00:00:00+00:00,0.045173998922109604,0.05077999830245972,0.029796000570058823,0.04873500019311905,4355943,0.0,0.0
2021-07-02 00:00:00+00:00,0.048670001327991486,0.11021199822425842,0.03835200145840645,0.10857100039720535,10101939,0.0,0.0
2021-07-03 00:00:00+00:00,0.10801299661397934,0.1482200026512146,0.09025000035762787,0.09619399905204773,11501264,0.0,0.0
2021-07-04 00:00:00+00:00,0.09619999676942825,0.10134000331163406,0.07869900017976761,0.08349700272083282,9037607,0.0,0.0
2021-07-05 00:00:00+00:00,0.08351500332355499,0.09134099632501602,0.06050499901175499,0.06690400093793869,5004971,0.0,0.0
2021-07-06 00:00:00+00:00,0.06703200191259384,0.07042799890041351,0.047026000916957855,0.05060200020670891,3222843,0.0,0.0
2021-07-07 00:00:00+00:00,0.05055699869990349,0.058097001165151596,0.04973199963569641,0.05101099982857704,1032724,0.0,0.0
2021-07-08 00:00:00+00:00,0.05083100125193596,0.051350999623537064,0.03986100107431412,0.0419359989464283,608524,0.0,0.0
2021-07-09 00:00:00+00:00,0.042174000293016434,0.04783499985933304,0.0394739992916584,0.04098600149154663,626710,0.0,0.0
2021-07-10 00:00:00+00:00,0.04098400101065636,0.0418890006840229,0.03885100036859512,0.040063999593257904,362851,0.0,0.0
2021-07-11 00:00:00+00:00,0.040072001516819,0.04191099852323532,0.039312999695539474,0.04134200140833855,166252,0.0,0.0
2021-07-12 00:00:00+00:00,0.04129600152373314,0.05326399952173233,0.040483999997377396,0.05047300085425377,368020,0.0,0.0
2021-07-13 00:00:00+00:00,0.05046899989247322,0.05606900155544281,0.04510600119829178,0.046365998685359955,697055,0.0,0.0
2021-07-14 00:00:00+00:00,0.04637499898672104,0.04833199828863144,0.04301299899816513,0.046094998717308044,459644,0.0,0.0
2021-07-15 00:00:00+00:00,0.04618300125002861,0.046918999403715134,0.03988799825310707,0.04299100115895271,233190,0.0,0.0
2021-07-16 00:00:00+00:00,0.04297500103712082,0.043786000460386276,0.040481001138687134,0.04070800170302391,206152,0.0,0.0
2021-07-17 00:00:00+00:00,0.04069900140166283,0.0407009981572628,0.03598799929022789,0.036118000745773315,176883,0.0,0.0
2021-07-18 00:00:00+00:00,0.036038000136613846,0.03788100183010101,0.03452200070023537,0.035360999405384064,211682,0.0,0.0
2021-07-19 00:00:00+00:00,0.035381000488996506,0.03545299917459488,0.02911599911749363,0.02993199974298477,182295,0.0,0.0
2021-07-20 00:00:00+00:00,0.02992199920117855,0.030381999909877777,0.024493999779224396,0.024922000244259834,218777,0.0,0.0
2021-07-21 00:00:00+00:00,0.02491299994289875,0.0294950008392334,0.024483999237418175,0.02868800051510334,196208,0.0,0.0
2021-07-22 00:00:00+00:00,0.028676999732851982,0.033330999314785004,0.02762800082564354,0.03188199922442436,198856,0.0,0.0
2021-07-23 00:00:00+00:00,0.03186799958348274,0.033675000071525574,0.031081000342965126,0.03305799886584282,250104,0.0,0.0
2021-07-24 00:00:00+00:00,0.03311999887228012,0.03458999842405319,0.031252000480890274,0.03216699883341789,189576,0.0,0.0
