,\textbf{O.C.},\textbf{Mean},\textbf{S.D.},\textbf{Min.},\textbf{5\%},\textbf{25\%},\textbf{Median},\textbf{75\%},\textbf{95\%},\textbf{Max.}
\emph{BTC}/\emph{USDT} OP,20986,19302.45,17685.94,2919.00,3854.30,6989.19,9678.05,34769.51,56450.54,68633.69
\emph{BTC}/\emph{USDT} HP,20986,19462.92,17826.83,3000.00,3880.21,7058.13,9740.00,35186.17,56913.76,69000.00
\emph{BTC}/\emph{USDT} LP,20986,19127.53,17531.89,2817.00,3821.26,6912.82,9604.02,34369.94,55948.85,68343.81
\emph{BTC}/\emph{USDT} CP,20986,19303.76,17685.84,2919.00,3854.30,6989.85,9678.66,34769.51,56450.54,68633.69
