,\textbf{O.C.},\textbf{Mean},\textbf{S.D.},\textbf{Min.},\textbf{5\%},\textbf{25\%},\textbf{Median},\textbf{75\%},\textbf{95\%},\textbf{Max.}
\emph{BTC}/\emph{USDT} OP,41972,19302.41,17685.23,2919.00,3850.26,6985.76,9675.85,34768.29,56450.40,68633.69
\emph{BTC}/\emph{USDT} HP,41972,19416.38,17785.87,2950.00,3873.05,7036.16,9720.00,35057.63,56774.12,69000.00
\emph{BTC}/\emph{USDT} LP,41972,19180.66,17578.58,2817.00,3829.74,6934.37,9625.47,34503.68,56098.24,68451.19
\emph{BTC}/\emph{USDT} CP,41972,19303.07,17685.19,2919.00,3850.26,6985.96,9676.12,34768.29,56450.40,68633.69
