,\textbf{O.C.},\textbf{Mean},\textbf{S.D.},\textbf{Min.},\textbf{5\%},\textbf{25\%},\textbf{Median},\textbf{75\%},\textbf{95\%},\textbf{Max.}
\emph{BTC}/\emph{USDT} OP,6996,19297.09,17683.20,2919.00,3857.89,6984.39,9679.03,34823.10,56421.25,68633.69
\emph{BTC}/\emph{USDT} HP,6996,19578.86,17930.96,3213.00,3898.10,7100.00,9793.50,35562.89,57239.38,69000.00
\emph{BTC}/\emph{USDT} LP,6996,18987.74,17408.30,2817.00,3802.14,6862.19,9555.12,34010.25,55555.25,67300.00
\emph{BTC}/\emph{USDT} CP,6996,19301.03,17682.92,2919.00,3857.89,6985.73,9680.00,34823.10,56421.25,68633.69
