,\textbf{O.C.},\textbf{Mean},\textbf{S.D.},\textbf{Min.},\textbf{5\%},\textbf{25\%},\textbf{Median},\textbf{75\%},\textbf{95\%},\textbf{Max.}
\emph{BTC}/\emph{USDT} OP,3498,19300.37,17687.29,2919.00,3862.15,6982.92,9690.86,34901.39,56395.75,67594.98
\emph{BTC}/\emph{USDT} HP,3498,19695.79,18037.39,3249.00,3923.74,7147.46,9840.50,35792.22,57509.77,69000.00
\emph{BTC}/\emph{USDT} LP,3498,18853.52,17290.38,2817.00,3782.87,6818.75,9501.10,33721.85,54853.33,67015.20
\emph{BTC}/\emph{USDT} CP,3498,19308.25,17686.72,2919.00,3862.15,6986.60,9694.18,34901.39,56395.75,67594.98
