,XMR
STEEM,0.04450844790112304
XRP,0.07638149502841991
ETC,0.09290322231995861
DOGE,0.1019428778229813
RLC,0.10677591582305448
DGB,0.13715972152189532
SYS,0.14283213756728486
QTUM,0.15339092014907216
XEM,0.17126373671802525
GNO,0.17582735548423303
MIOTA,0.18363405195082386
DASH,0.18696265422368227
ZEN,0.1980290508579703
GAS,0.22868595748500095
LSK,0.23542692609215138
BTC,0.2487386449874486
BTS,0.26442982647132424
PIVX,0.3151780048917224
ZEC,0.32132950217050826
SC,0.3217984052317763
DCR,0.35729552661622077
FIRO,0.35962907479227385
WAVES,0.3758074947921353
ANT,0.4007731138261654
LTC,0.42445136526731747
ARK,0.43695652390052586
LUNC,0.442130653148149
BAT,0.4508174359820562
XLM,0.48909558648087265
KMD,0.4955825883340062
ETH,0.5124305310044421
