,XMR
RLC,0.0122765240498867
STEEM,0.01882945808877245
XRP,0.03537962841549395
DOGE,0.0572201686228609
ETC,0.059174905529239055
QTUM,0.061090344225713994
XEM,0.09552615657507615
DGB,0.1118125868612245
ZEN,0.11286719063555245
SYS,0.1327966308666012
DASH,0.15312551983445785
GNO,0.15646667557605337
LSK,0.15981875567820714
MIOTA,0.16059147298468335
GAS,0.2020995840498001
PIVX,0.20255348048470828
SC,0.21681845413544198
BTS,0.2190084031333839
BTC,0.25365052335860966
ARK,0.32522146494950277
WAVES,0.3327646210123343
ZEC,0.33918390914120716
FIRO,0.3668989450192207
DCR,0.374887761225631
ANT,0.3973509625355319
LUNC,0.41168815405946135
LTC,0.4245902314119479
BAT,0.45320582039126445
XLM,0.5024238210189844
KMD,0.540984738276
ETH,0.5703664496829643
