TIMESTAMP,SPOT_OPEN_PRICE_USD,SPOT_HIGH_PRICE_USD,SPOT_LOW_PRICE_USD,SPOT_CLOSE_PRICE_USD,SPOT_VOLUME_USD,SPOT_DIVIDENDS_USD,SPOT_STOCK_SPLITS_USD
2022-12-25 00:00:00+00:00,1.1380259990692139,1.145419955253601,1.1378639936447144,1.1449099779129028,394,0.0,0.0
2022-12-26 00:00:00+00:00,1.1451120376586914,1.1631230115890503,1.1445859670639038,1.1617399454116821,23862,0.0,0.0
2022-12-27 00:00:00+00:00,1.16177499294281,1.1619659662246704,1.1538480520248413,1.1542259454727173,883,0.0,0.0
2022-12-28 00:00:00+00:00,1.154170036315918,1.163651943206787,1.1540700197219849,1.163167953491211,12750,0.0,0.0
2022-12-29 00:00:00+00:00,1.163167953491211,1.1633460521697998,1.154716968536377,1.154958963394165,1715,0.0,0.0
2022-12-30 00:00:00+00:00,1.154958963394165,1.1624079942703247,1.1510089635849,1.158864974975586,12720,0.0,0.0
2022-12-31 00:00:00+00:00,1.158871054649353,1.1614869832992554,1.1534349918365479,1.1607329845428467,139,0.0,0.0
2023-01-01 00:00:00+00:00,1.1607719659805298,1.161687970161438,1.1472159624099731,1.1548889875411987,7898,0.0,0.0
2023-01-02 00:00:00+00:00,1.1548889875411987,1.1552009582519531,1.1412349939346313,1.1412349939346313,8954,0.0,0.0
2023-01-03 00:00:00+00:00,1.1414690017700195,1.148216962814331,1.1392450332641602,1.1394749879837036,2918,0.0,0.0
2023-01-04 00:00:00+00:00,1.1394749879837036,1.1668959856033325,1.1387959718704224,1.159147024154663,25259,0.0,0.0
2023-01-05 00:00:00+00:00,1.1592600345611572,1.159777045249939,1.1559319496154785,1.156723976135254,2926,0.0,0.0
2023-01-06 00:00:00+00:00,1.1566059589385986,1.165917992591858,1.1564990282058716,1.1656179428100586,5298,0.0,0.0
2023-01-07 00:00:00+00:00,1.1656370162963867,1.17330801486969,1.1550389528274536,1.1663800477981567,71138,0.0,0.0
2023-01-08 00:00:00+00:00,1.1664090156555176,1.1758849620819092,1.1663440465927124,1.1681920289993286,7555,0.0,0.0
2023-01-09 00:00:00+00:00,1.1683260202407837,1.1747440099716187,1.1659120321273804,1.1734249591827393,9298,0.0,0.0
2023-01-10 00:00:00+00:00,1.173503041267395,1.1739970445632935,1.1660399436950684,1.1663390398025513,2183,0.0,0.0
2023-01-11 00:00:00+00:00,1.1663390398025513,1.173261046409607,1.1651289463043213,1.1726770401000977,1763,0.0,0.0
2023-01-12 00:00:00+00:00,1.173259973526001,1.1744740009307861,1.1653000116348267,1.1680430173873901,17525,0.0,0.0
2023-01-13 00:00:00+00:00,1.1681480407714844,1.1732510328292847,1.1652129888534546,1.1668280363082886,19559,0.0,0.0
2023-01-14 00:00:00+00:00,1.166767954826355,1.1749809980392456,1.1660289764404297,1.1683629751205444,9485,0.0,0.0
2023-01-15 00:00:00+00:00,1.168287992477417,1.1686220169067383,1.1644010543823242,1.1660970449447632,9641,0.0,0.0
2023-01-16 00:00:00+00:00,1.1659460067749023,1.1737220287322998,1.1657509803771973,1.1729099750518799,3503,0.0,0.0
2023-01-17 00:00:00+00:00,1.1729099750518799,1.174038052558899,1.1648750305175781,1.1729929447174072,766,0.0,0.0
2023-01-18 00:00:00+00:00,1.1730079650878906,1.1746009588241577,1.1524640321731567,1.162284016609192,98375,0.0,0.0
2023-01-19 00:00:00+00:00,1.1623159646987915,1.1694040298461914,1.1362119913101196,1.1369630098342896,149362,0.0,0.0
2023-01-20 00:00:00+00:00,1.1370769739151,1.1373670101165771,1.1292589902877808,1.1297340393066406,7661,0.0,0.0
2023-01-21 00:00:00+00:00,1.129560947418213,1.1376919746398926,1.1288729906082153,1.1372480392456055,10691,0.0,0.0
2023-01-22 00:00:00+00:00,1.1370960474014282,1.1404600143432617,1.1368039846420288,1.1393330097198486,5716,0.0,0.0
2023-01-23 00:00:00+00:00,1.139240026473999,1.1396570205688477,1.130445957183838,1.1386569738388062,21707,0.0,0.0
2023-01-24 00:00:00+00:00,1.1388280391693115,1.1466419696807861,1.1334209442138672,1.1392420530319214,62830,0.0,0.0
2023-01-25 00:00:00+00:00,1.139240026473999,1.1466130018234253,1.1380829811096191,1.139112949371338,17880,0.0,0.0
2023-01-26 00:00:00+00:00,1.1391019821166992,1.1477429866790771,1.1384479999542236,1.13981294631958,10743,0.0,0.0
2023-01-27 00:00:00+00:00,1.1399660110473633,1.1496469974517822,1.139119029045105,1.1477500200271606,66762,0.0,0.0
2023-01-28 00:00:00+00:00,1.147894024848938,1.1482529640197754,1.1366569995880127,1.1441069841384888,25121,0.0,0.0
2023-01-29 00:00:00+00:00,1.1441069841384888,1.1471179723739624,1.137923002243042,1.1453930139541626,43585,0.0,0.0
2023-01-30 00:00:00+00:00,1.145455002784729,1.146955966949463,1.1364959478378296,1.1465519666671753,2515,0.0,0.0
2023-01-31 00:00:00+00:00,1.1460529565811157,1.1485539674758911,1.1391700506210327,1.1475759744644165,9884,0.0,0.0
2023-02-01 00:00:00+00:00,1.1476420164108276,1.1484869718551636,1.1397910118103027,1.1413609981536865,4860,0.0,0.0
2023-02-02 00:00:00+00:00,1.1413450241088867,1.1473900079727173,1.1365649700164795,1.13742995262146,65255,0.0,0.0
