TIMESTAMP,PG_OPEN_PRICE_USD,PG_HIGH_PRICE_USD,PG_LOW_PRICE_USD,PG_CLOSE_PRICE_USD,PG_VOLUME_USD,PG_DIVIDENDS_USD,PG_STOCK_SPLITS_USD
2023-05-24 00:00:00+00:00,,,,0.0,26320,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,4011,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,1740,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,738,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,821,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,931,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,785,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,1315,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,2369,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,2660,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,644,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,67,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,10123,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,2651,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,443,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,224,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,185,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,213,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,113,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,147,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,181,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,9,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,15,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,130,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,24,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,371,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,52,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,33,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,14,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,164,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,4,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,41,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,207,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,118,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,3571,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,655,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,481,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,350,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,6535,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,6331,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,2711,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,1319,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,1749,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,698,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,329,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,449,0.0,0.0
