TIMESTAMP,PAWSY_OPEN_PRICE_USD,PAWSY_HIGH_PRICE_USD,PAWSY_LOW_PRICE_USD,PAWSY_CLOSE_PRICE_USD,PAWSY_VOLUME_USD,PAWSY_DIVIDENDS_USD,PAWSY_STOCK_SPLITS_USD
2025-03-02 00:00:00+00:00,5.2999999752501026e-05,5.700000110664405e-05,4.999999873689376e-05,5.700000110664405e-05,695,0.0,0.0
2025-03-03 00:00:00+00:00,5.700000110664405e-05,5.700000110664405e-05,4.199999966658652e-05,4.199999966658652e-05,965,0.0,0.0
2025-03-04 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.7000001611886546e-05,3.7999998312443495e-05,27,0.0,0.0
2025-03-05 00:00:00+00:00,3.7999998312443495e-05,4.099999932805076e-05,3.7999998312443495e-05,4.099999932805076e-05,0,0.0,0.0
2025-03-06 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,3.7000001611886546e-05,3.7000001611886546e-05,4,0.0,0.0
2025-03-07 00:00:00+00:00,3.7000001611886546e-05,4.099999932805076e-05,3.400000059627928e-05,4.099999932805076e-05,1412,0.0,0.0
2025-03-08 00:00:00+00:00,4.099999932805076e-05,4.400000034365803e-05,4.099999932805076e-05,4.199999966658652e-05,0,0.0,0.0
2025-03-09 00:00:00+00:00,4.199999966658652e-05,4.400000034365803e-05,3.7999998312443495e-05,3.7999998312443495e-05,0,0.0,0.0
2025-03-10 00:00:00+00:00,3.7999998312443495e-05,3.899999865097925e-05,3.400000059627928e-05,3.400000059627928e-05,0,0.0,0.0
2025-03-11 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,3.300000025774352e-05,3.400000059627928e-05,39,0.0,0.0
2025-03-12 00:00:00+00:00,3.400000059627928e-05,3.5000000934815034e-05,3.300000025774352e-05,3.5000000934815034e-05,103,0.0,0.0
2025-03-13 00:00:00+00:00,3.5000000934815034e-05,3.600000127335079e-05,3.099999958067201e-05,3.099999958067201e-05,0,0.0,0.0
2025-03-14 00:00:00+00:00,3.099999958067201e-05,3.5000000934815034e-05,2.8000000384054147e-05,3.5000000934815034e-05,310,0.0,0.0
2025-03-15 00:00:00+00:00,3.5000000934815034e-05,4.199999966658652e-05,3.5000000934815034e-05,4.199999966658652e-05,772,0.0,0.0
2025-03-16 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.7999998312443495e-05,3.899999865097925e-05,0,0.0,0.0
2025-03-17 00:00:00+00:00,3.899999865097925e-05,3.9999998989515007e-05,3.7999998312443495e-05,3.9999998989515007e-05,0,0.0,0.0
2025-03-18 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,3.400000059627928e-05,3.400000059627928e-05,0,0.0,0.0
2025-03-19 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,3.099999958067201e-05,3.300000025774352e-05,0,0.0,0.0
2025-03-20 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,3.099999958067201e-05,3.099999958067201e-05,0,0.0,0.0
2025-03-21 00:00:00+00:00,3.099999958067201e-05,3.400000059627928e-05,3.099999958067201e-05,3.400000059627928e-05,0,0.0,0.0
2025-03-22 00:00:00+00:00,3.400000059627928e-05,3.5000000934815034e-05,3.400000059627928e-05,3.400000059627928e-05,0,0.0,0.0
2025-03-23 00:00:00+00:00,3.400000059627928e-05,3.600000127335079e-05,3.400000059627928e-05,3.600000127335079e-05,103,0.0,0.0
2025-03-24 00:00:00+00:00,3.600000127335079e-05,3.9999998989515007e-05,3.600000127335079e-05,3.9999998989515007e-05,0,0.0,0.0
2025-03-25 00:00:00+00:00,3.9999998989515007e-05,4.099999932805076e-05,3.899999865097925e-05,4.099999932805076e-05,0,0.0,0.0
2025-03-26 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,3.7999998312443495e-05,3.7999998312443495e-05,0,0.0,0.0
2025-03-27 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.7999998312443495e-05,3.7999998312443495e-05,0,0.0,0.0
2025-03-28 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.300000025774352e-05,3.300000025774352e-05,1,0.0,0.0
2025-03-29 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,3.199999991920777e-05,3.199999991920777e-05,0,0.0,0.0
2025-03-30 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,3.099999958067201e-05,3.099999958067201e-05,0,0.0,0.0
2025-03-31 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,2.9999999242136255e-05,2.9999999242136255e-05,0,0.0,0.0
2025-04-01 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.9999999242136255e-05,2.9999999242136255e-05,0,0.0,0.0
2025-04-02 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.9000000722589903e-05,2.9999999242136255e-05,0,0.0,0.0
2025-04-03 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.8000000384054147e-05,2.8000000384054147e-05,0,0.0,0.0
2025-04-04 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.5999999706982635e-05,2.5999999706982635e-05,0,0.0,0.0
2025-04-05 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.5999999706982635e-05,2.700000004551839e-05,0,0.0,0.0
2025-04-06 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.5999999706982635e-05,2.5999999706982635e-05,0,0.0,0.0
2025-04-07 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.099999983329326e-05,2.099999983329326e-05,0,0.0,0.0
2025-04-08 00:00:00+00:00,2.099999983329326e-05,2.4000000848900527e-05,2.099999983329326e-05,2.300000051036477e-05,0,0.0,0.0
2025-04-09 00:00:00+00:00,2.300000051036477e-05,2.4000000848900527e-05,2.2000000171829015e-05,2.4000000848900527e-05,0,0.0,0.0
2025-04-10 00:00:00+00:00,2.4000000848900527e-05,2.4000000848900527e-05,2.2000000171829015e-05,2.2000000171829015e-05,0,0.0,0.0
2025-04-11 00:00:00+00:00,2.2000000171829015e-05,2.8000000384054147e-05,2.2000000171829015e-05,2.5999999706982635e-05,0,0.0,0.0
2025-04-12 00:00:00+00:00,2.5999999706982635e-05,2.9999999242136255e-05,2.5999999706982635e-05,2.9999999242136255e-05,17,0.0,0.0
2025-04-13 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.8000000384054147e-05,2.8000000384054147e-05,0,0.0,0.0
2025-04-14 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.700000004551839e-05,2.700000004551839e-05,0,0.0,0.0
2025-04-15 00:00:00+00:00,2.700000004551839e-05,3.099999958067201e-05,2.700000004551839e-05,2.9000000722589903e-05,0,0.0,0.0
2025-04-16 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.5999999706982635e-05,2.5999999706982635e-05,0,0.0,0.0
2025-04-17 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,0,0.0,0.0
2025-04-18 00:00:00+00:00,2.5999999706982635e-05,2.8000000384054147e-05,2.5999999706982635e-05,2.8000000384054147e-05,0,0.0,0.0
2025-04-19 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.8000000384054147e-05,2.8000000384054147e-05,0,0.0,0.0
2025-04-20 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.8000000384054147e-05,2.8000000384054147e-05,0,0.0,0.0
2025-04-21 00:00:00+00:00,2.8000000384054147e-05,2.9000000722589903e-05,2.8000000384054147e-05,2.9000000722589903e-05,0,0.0,0.0
2025-04-22 00:00:00+00:00,2.9000000722589903e-05,3.199999991920777e-05,2.9000000722589903e-05,3.199999991920777e-05,0,0.0,0.0
2025-04-23 00:00:00+00:00,3.400000059627928e-05,3.899999865097925e-05,3.400000059627928e-05,3.7999998312443495e-05,0,0.0,0.0
2025-04-24 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.600000127335079e-05,3.600000127335079e-05,0,0.0,0.0
2025-04-25 00:00:00+00:00,3.600000127335079e-05,4.70000013592653e-05,3.600000127335079e-05,4.70000013592653e-05,0,0.0,0.0
2025-04-26 00:00:00+00:00,4.70000013592653e-05,5.900000178371556e-05,4.70000013592653e-05,5.8000001445179805e-05,522,0.0,0.0
2025-04-27 00:00:00+00:00,5.8000001445179805e-05,7.100000220816582e-05,5.6000000768108293e-05,7.100000220816582e-05,0,0.0,0.0
2025-04-28 00:00:00+00:00,7.100000220816582e-05,0.00015799999528098851,6.70000008540228e-05,0.000155999994603917,16471,0.0,0.0
2025-04-29 00:00:00+00:00,0.000155999994603917,0.00016900000628083944,0.00011899999663000926,0.00011899999663000926,6381,0.0,0.0
2025-04-30 00:00:00+00:00,0.00011899999663000926,0.00013000000035390258,0.00010800000018207356,0.00013000000035390258,473,0.0,0.0
2025-05-01 00:00:00+00:00,0.00013000000035390258,0.00021699999342672527,0.0001289999927394092,0.00019500000053085387,18087,0.0,0.0
2025-05-02 00:00:00+00:00,0.00019500000053085387,0.000295000005280599,0.00019500000053085387,0.0002770000137388706,15119,0.0,0.0
2025-05-03 00:00:00+00:00,0.0002770000137388706,0.0002789999998640269,0.00024500000290572643,0.0002519999979995191,6303,0.0,0.0
2025-05-04 00:00:00+00:00,0.0002519999979995191,0.0002519999979995191,0.0002300000051036477,0.00024300000222865492,0,0.0,0.0
2025-05-05 00:00:00+00:00,0.00024300000222865492,0.00026599998818710446,0.00023299999884329736,0.0002390000008745119,1082,0.0,0.0
2025-05-06 00:00:00+00:00,0.0002390000008745119,0.0002390000008745119,0.00019799999427050352,0.00020900000527035445,928,0.0,0.0
2025-05-07 00:00:00+00:00,0.00020900000527035445,0.00020900000527035445,0.00018699999782256782,0.00020500000391621143,0,0.0,0.0
2025-05-08 00:00:00+00:00,0.00020500000391621143,0.000307999987853691,0.00020500000391621143,0.0003060000017285347,5840,0.0,0.0
2025-05-09 00:00:00+00:00,0.0003060000017285347,0.00030700000934302807,0.0002749999985098839,0.00028300000121816993,1951,0.0,0.0
2025-05-10 00:00:00+00:00,0.00028300000121816993,0.00028300000121816993,0.0002570000069681555,0.0002610000083222985,6137,0.0,0.0
2025-05-11 00:00:00+00:00,0.0002610000083222985,0.0002610000083222985,0.00023499999952036887,0.00023700000019744039,2123,0.0,0.0
2025-05-12 00:00:00+00:00,0.00023700000019744039,0.00026000000070780516,0.0002300000051036477,0.00023700000019744039,0,0.0,0.0
2025-05-13 00:00:00+00:00,0.00023700000019744039,0.0002519999979995191,0.0002280000044265762,0.00024900000425986946,0,0.0,0.0
2025-05-14 00:00:00+00:00,0.00024900000425986946,0.00024900000425986946,0.0002280000044265762,0.00023200000578071922,1892,0.0,0.0
2025-05-15 00:00:00+00:00,0.00023200000578071922,0.00023200000578071922,0.00020300000323913991,0.00020300000323913991,0,0.0,0.0
2025-05-16 00:00:00+00:00,0.00020300000323913991,0.00020300000323913991,0.00018600000475998968,0.00018600000475998968,1834,0.0,0.0
2025-05-17 00:00:00+00:00,0.00018600000475998968,0.00018600000475998968,0.0001720000000204891,0.00017299999308306724,163,0.0,0.0
2025-05-18 00:00:00+00:00,0.00017299999308306724,0.00021499999274965376,0.00017299999308306724,0.00019999999494757503,0,0.0,0.0
2025-05-19 00:00:00+00:00,0.00019999999494757503,0.00020199999562464654,0.00018699999782256782,0.00019700000120792538,201,0.0,0.0
2025-05-20 00:00:00+00:00,0.00019700000120792538,0.00019700000120792538,0.00018899999849963933,0.00019099999917671084,1109,0.0,0.0
2025-05-21 00:00:00+00:00,0.00019099999917671084,0.0001939999929163605,0.0001880000054370612,0.0001939999929163605,0,0.0,0.0
2025-05-22 00:00:00+00:00,0.0001939999929163605,0.0002010000025620684,0.000155999994603917,0.00016199999663513154,8733,0.0,0.0
2025-05-23 00:00:00+00:00,0.00016199999663513154,0.00017800000205170363,0.0001610000035725534,0.0001610000035725534,0,0.0,0.0
2025-05-24 00:00:00+00:00,0.0001610000035725534,0.00016599999798927456,0.00015999999595806003,0.00016399999731220305,0,0.0,0.0
2025-05-25 00:00:00+00:00,0.00016399999731220305,0.00016399999731220305,0.0001500000071246177,0.00015300000086426735,0,0.0,0.0
2025-05-26 00:00:00+00:00,0.00015300000086426735,0.00018099999579135329,0.00015300000086426735,0.00017299999308306724,0,0.0,0.0
2025-05-27 00:00:00+00:00,0.00017299999308306724,0.00019999999494757503,0.0001720000000204891,0.00019999999494757503,0,0.0,0.0
2025-05-28 00:00:00+00:00,0.00019999999494757503,0.00019999999494757503,0.0001829999964684248,0.0001829999964684248,0,0.0,0.0
2025-05-29 00:00:00+00:00,0.0001829999964684248,0.00019099999917671084,0.00017600000137463212,0.00017600000137463212,0,0.0,0.0
2025-05-30 00:00:00+00:00,0.00017600000137463212,0.00018000000272877514,0.00015700000221841037,0.00015700000221841037,0,0.0,0.0
2025-05-31 00:00:00+00:00,0.00015700000221841037,0.00015900000289548188,0.00013899999612476677,0.00015700000221841037,0,0.0,0.0
2025-06-01 00:00:00+00:00,0.00015729495498817414,0.00015729495498817414,0.00014851127343717963,0.0001533047470729798,95,0.0,0.0
