,K,Alpha,Tau,Non_Stationary_IMFs,MSE,IMF_1_P_Val
0,14,1500,0.3,0,0.008640033260490497,0.0019706850234893075
1,15,1500,0.3,0,0.00864003343714425,0.005685623516942455
2,6,250,0.3,0,0.008640127641258015,7.115114332624102e-05
3,15,1250,0.3,0,0.008640133086179159,0.0049243511236800475
4,14,1250,0.3,0,0.008640134851759523,0.0016634590901305078
5,15,1250,0.25,0,0.00864025096038461,0.004939970353521122
6,14,1250,0.25,0,0.008640252588597455,0.0016695071070072381
7,6,250,0.25,0,0.008640254025594726,7.112332230599625e-05
8,15,1000,0.3,0,0.008640299463549156,0.0037928560514398652
9,14,1000,0.3,0,0.008640304449792196,0.001218673105310075
10,13,1000,0.3,0,0.008640422746820593,0.0016170358131143855
11,15,1250,0.2,0,0.00864047359296282,0.004950160024549679
12,15,1000,0.25,0,0.00864047586756364,0.0038155103756310955
13,14,1000,0.25,0,0.008640481795307834,0.0012280693179018258
14,6,250,0.2,0,0.008640493546601027,7.109887584756829e-05
15,14,1250,0.2,0,0.008640511826078135,0.0016729487517796544
16,7,250,0.3,0,0.00864076973883482,0.0013176157627157617
17,15,1000,0.2,0,0.008640802910740878,0.003837919215882718
18,14,1000,0.2,0,0.008640811844284746,0.0012373672475220572
19,15,750,0.3,0,0.008641018479605016,0.002305748053173719
20,14,750,0.3,0,0.008641118633901365,0.0006691069626411492
21,7,250,0.25,0,0.008641142768571952,0.0013098910545528634
22,13,750,0.3,0,0.008641187119346657,0.0009290126019975753
23,14,1500,0.25,0,0.008641212991281016,0.001971849354815032
24,15,1000,0.15,0,0.008641373675252867,0.0038535950159314532
25,15,750,0.25,0,0.008641411006190827,0.0023301196255432386
26,11,750,0.3,0,0.008641416994199057,4.065959834499012e-07
27,14,1000,0.15,0,0.008641437132978793,0.001244456622740473
28,14,750,0.25,0,0.00864152675927088,0.0006787350817102241
29,13,750,0.25,0,0.008641601826568472,0.0009404996470720567
30,15,1500,0.25,0,0.008641646134835812,0.005694088740794746
31,7,250,0.2,0,0.008641809933149997,0.0012988345092309927
32,15,750,0.2,0,0.008642087834117664,0.0023596267831595755
33,11,750,0.25,0,0.008642155390686987,4.1154433326964747e-07
34,14,750,0.2,0,0.008642224639105248,0.0006903887483247601
35,13,750,0.2,0,0.008642301380619314,0.0009549940826176091
36,7,250,0.15,0,0.008643415242704344,0.0012629020664121531
37,15,750,0.15,0,0.008643476802528718,0.0023921589626531045
38,14,750,0.15,0,0.008643663329675554,0.0007031263515990976
39,15,750,0.1,0,0.008647964043796112,0.002424883989581225
40,14,750,0.1,0,0.008648230034966009,0.0007140339600764205
41,10,250,0.3,0,0.008652250541719437,0.0019894816695524833
42,9,250,0.3,0,0.008652419465184528,0.0009307952899310476
43,11,750,0.2,0,0.008653378279958776,4.0106680668337764e-07
44,11,250,0.3,0,0.008653949190778177,0.00763192125299989
45,12,250,0.3,0,0.008654432963178691,0.010239185920480313
46,14,1000,0.1,0,0.008655338883697657,0.001264374721975647
47,14,1250,0.15,0,0.008655591840163542,0.0017123866830167334
48,15,1250,0.15,0,0.00865609403002701,0.005143592482486328
49,10,250,0.25,0,0.008657573413615649,0.0019235272070712093
50,10,500,0.3,0,0.008657608988407856,1.577014717530957e-05
51,9,250,0.25,0,0.008658365830976079,0.0008640451066583688
52,6,250,0.15,0,0.008659484609404045,7.130411982925132e-05
53,11,250,0.25,0,0.008660105647887184,0.007453663375342315
54,12,250,0.25,0,0.008660878859270136,0.010081715255820113
55,8,250,0.3,0,0.008661796764501644,0.047779019526290795
56,15,1750,0.3,0,0.008666607183164981,0.006034021669079794
57,10,500,0.25,0,0.008666726658418502,1.5893996935580538e-05
58,10,250,0.2,0,0.00866736144861352,0.0018460758714155887
59,11,250,0.2,0,0.008671485176006018,0.007241348784297809
60,14,1750,0.3,0,0.008672369413345695,0.0021325686666710964
61,9,250,0.2,0,0.008672393933798213,0.000780948032442334
62,12,250,0.2,0,0.008672842112075533,0.009899262303008206
63,13,1000,0.25,0,0.008674053912007165,0.00172338346639906
64,12,750,0.15,0,0.008686405555335645,0.0010119032813595465
65,10,250,0.15,0,0.008688643776108989,0.001763402291078691
66,11,250,0.15,0,0.008696333991851426,0.007002739632089767
67,12,250,0.15,0,0.00869908189431814,0.009709989118798877
68,15,1000,0.1,0,0.008707612378566619,0.00402760726407777
69,12,1000,0.3,0,0.00871374552073319,0.001357334926023067
70,14,500,0.3,0,0.00871667723907194,0.00015677735798393016
71,12,750,0.2,0,0.008717341199569996,0.0006664231477130786
72,13,250,0.3,0,0.008719181134152295,0.0055137524280065115
73,13,750,0.15,0,0.008720464057333975,0.0009197942899535566
74,14,750,0.05,0,0.00872586542693807,0.0007157494925094258
75,14,500,0.25,0,0.008738771262604503,0.00016509479306133087
76,14,250,0.3,0,0.008741170552262336,0.0036360697610771666
77,15,750,0.05,0,0.008753658926670451,0.0024049386417906524
78,13,250,0.25,0,0.008756482317624284,0.005209329582563531
79,9,250,0.15,0,0.008756728987879573,0.0006636812194746536
80,10,250,0.1,0,0.008757698762295025,0.0017615142562428822
81,12,750,0.25,0,0.008761744091112486,0.0005333387547715747
82,11,250,0.1,0,0.00876910958354716,0.006817121646665991
83,14,500,0.2,0,0.008774199747199682,0.000176449848957058
84,12,500,0.3,0,0.008774867319404031,8.818759386581558e-07
85,13,1250,0.3,0,0.008774941625469924,0.0006488894901010115
86,12,250,0.1,0,0.008776289747874639,0.00961598547817445
87,13,1000,0.15,0,0.008780961151234466,0.0004733376608612495
88,11,500,0.3,0,0.008784351873710098,1.7578834085724948e-06
89,13,500,0.3,0,0.00878624996873083,0.0003400189146413776
90,11,500,0.1,0,0.008788978597512133,1.1244090741597621e-07
91,14,250,0.25,0,0.00878914388982851,0.003277147211067925
92,8,250,0.1,0,0.008822530001459382,0.04686726703533709
93,13,500,0.25,0,0.008825369215462222,0.00034516490743803386
94,11,500,0.25,0,0.008825489751660979,1.268268216845904e-06
95,13,250,0.2,0,0.008827569634526578,0.004805892167598289
96,13,1000,0.2,0,0.008831077428565,0.0004785088836863946
97,14,500,0.15,0,0.008841161478369717,0.00019284883598471583
98,12,500,0.25,0,0.008855791432268808,6.439788662664572e-07
99,11,500,0.15,0,0.008859698350615335,5.264824439896104e-07
100,15,250,0.3,0,0.008865124320317783,0.0026966237243338355
101,11,500,0.2,0,0.00886871636029954,8.440853894719111e-07
102,14,1500,0.2,0,0.008879977229363812,0.0022472850886311037
103,14,250,0.2,0,0.008880869990401344,0.0028272354429163854
104,13,500,0.2,0,0.008885369315620048,0.0003520444116846035
105,15,250,0.25,0,0.008957425740042173,0.0026052635112700008
106,13,250,0.15,0,0.008988905050799086,0.004248567882600249
107,13,500,0.15,0,0.008990542938106303,0.00036212226665121455
108,12,1000,0.25,0,0.00901417934274115,0.0017069921344580062
109,14,500,0.1,0,0.009038863629222934,0.00021705783244366605
110,14,250,0.15,0,0.009089514182933606,0.0022560735944316683
111,12,750,0.3,0,0.00910820545343063,0.00040907862519367705
