,K,Alpha,Tau,Non_Stationary_IMFs,MSE,IMF_1_P_Val
0,14,1500,0.3,1,0.008640033260490497,0.01
1,15,1500,0.3,1,0.00864003343714425,0.01
2,6,250,0.3,1,0.008640127641258015,0.01
3,15,1250,0.3,1,0.008640133086179159,0.01
4,14,1250,0.3,1,0.008640134851759523,0.01
5,15,1250,0.25,1,0.00864025096038461,0.01
6,14,1250,0.25,1,0.008640252588597455,0.01
7,6,250,0.25,1,0.008640254025594726,0.01
8,15,1000,0.3,1,0.008640299463549156,0.01
9,14,1000,0.3,1,0.008640304449792196,0.01
10,13,1000,0.3,1,0.008640422746820593,0.01
11,15,1250,0.2,1,0.00864047359296282,0.01
12,15,1000,0.25,1,0.00864047586756364,0.01
13,14,1000,0.25,1,0.008640481795307834,0.01
14,6,250,0.2,1,0.008640493546601027,0.01
15,14,1250,0.2,1,0.008640511826078135,0.01
16,7,250,0.3,1,0.00864076973883482,0.01
17,15,1000,0.2,1,0.008640802910740878,0.01
18,14,1000,0.2,1,0.008640811844284746,0.01
19,15,750,0.3,1,0.008641018479605016,0.01
20,14,750,0.3,1,0.008641118633901365,0.01
21,7,250,0.25,1,0.008641142768571952,0.01
22,13,750,0.3,1,0.008641187119346657,0.01
23,14,1500,0.25,1,0.008641212991281016,0.01
24,15,1000,0.15,1,0.008641373675252867,0.01
25,15,750,0.25,1,0.008641411006190827,0.01
26,11,750,0.3,1,0.008641416994199057,0.01
27,14,1000,0.15,1,0.008641437132978793,0.01
28,14,750,0.25,1,0.00864152675927088,0.01
29,13,750,0.25,1,0.008641601826568472,0.01
30,15,1500,0.25,1,0.008641646134835812,0.01
31,7,250,0.2,1,0.008641809933149997,0.01
32,15,750,0.2,1,0.008642087834117664,0.01
33,11,750,0.25,1,0.008642155390686987,0.01
34,14,750,0.2,1,0.008642224639105248,0.01
35,13,750,0.2,1,0.008642301380619314,0.01
36,7,250,0.15,1,0.008643415242704344,0.01
37,15,750,0.15,1,0.008643476802528718,0.01
38,14,750,0.15,1,0.008643663329675554,0.01
39,15,750,0.1,1,0.008647964043796112,0.01
40,14,750,0.1,1,0.008648230034966009,0.01
41,10,250,0.3,1,0.008652250541719437,0.01
42,9,250,0.3,1,0.008652419465184528,0.01
43,11,750,0.2,1,0.008653378279958776,0.01
44,11,250,0.3,1,0.008653949190778177,0.01
45,12,250,0.3,1,0.008654432963178691,0.01
46,14,1000,0.1,1,0.008655338883697657,0.01
47,14,1250,0.15,1,0.008655591840163542,0.01
48,15,1250,0.15,1,0.00865609403002701,0.01
49,10,250,0.25,1,0.008657573413615649,0.01
50,10,500,0.3,1,0.008657608988407856,0.01
51,9,250,0.25,1,0.008658365830976079,0.01
52,6,250,0.15,1,0.008659484609404045,0.01
53,11,250,0.25,1,0.008660105647887184,0.01
54,12,250,0.25,1,0.008660878859270136,0.01
55,8,250,0.3,1,0.008661796764501644,0.01
56,15,1750,0.3,1,0.008666607183164981,0.01
57,10,500,0.25,1,0.008666726658418502,0.01
58,10,250,0.2,1,0.00866736144861352,0.01
59,8,250,0.25,1,0.008670323936120794,0.01
60,11,250,0.2,1,0.008671485176006018,0.01
61,14,1750,0.3,1,0.008672369413345695,0.01
62,9,250,0.2,1,0.008672393933798213,0.01
63,12,250,0.2,1,0.008672842112075533,0.01
64,13,1000,0.25,1,0.008674053912007165,0.01
65,8,250,0.2,1,0.008685511568748753,0.01
66,12,750,0.15,1,0.008686405555335645,0.01
67,10,250,0.15,1,0.008688643776108989,0.01
68,11,250,0.15,1,0.008696333991851426,0.01
69,12,250,0.15,1,0.00869908189431814,0.01
70,15,1000,0.1,1,0.008707612378566619,0.01
71,12,1000,0.3,1,0.00871374552073319,0.01
72,14,500,0.3,1,0.00871667723907194,0.01
73,12,750,0.2,1,0.008717341199569996,0.01
74,8,250,0.15,1,0.008717468812369095,0.01
75,13,250,0.3,1,0.008719181134152295,0.01
76,13,750,0.15,1,0.008720464057333975,0.01
77,14,750,0.05,1,0.00872586542693807,0.01
78,14,500,0.25,1,0.008738771262604503,0.01
79,14,250,0.3,1,0.008741170552262336,0.01
80,15,750,0.05,1,0.008753658926670451,0.01
81,13,250,0.25,1,0.008756482317624284,0.01
82,9,250,0.15,1,0.008756728987879573,0.01
83,10,250,0.1,1,0.008757698762295025,0.01
84,12,750,0.25,1,0.008761744091112486,0.01
85,11,250,0.1,1,0.00876910958354716,0.01
86,14,500,0.2,1,0.008774199747199682,0.01
87,12,500,0.3,1,0.008774867319404031,0.01
88,13,1250,0.3,1,0.008774941625469924,0.01
89,12,250,0.1,1,0.008776289747874639,0.01
90,13,1000,0.15,1,0.008780961151234466,0.01
91,11,500,0.3,1,0.008784351873710098,0.01
92,13,500,0.3,1,0.00878624996873083,0.01
93,11,500,0.1,1,0.008788978597512133,0.01
94,14,250,0.25,1,0.00878914388982851,0.01
95,8,250,0.1,1,0.008822530001459382,0.01
96,13,500,0.25,1,0.008825369215462222,0.01
97,11,500,0.25,1,0.008825489751660979,0.01
98,13,250,0.2,1,0.008827569634526578,0.01
99,13,1000,0.2,1,0.008831077428565,0.01
100,14,500,0.15,1,0.008841161478369717,0.01
101,12,500,0.25,1,0.008855791432268808,0.01
102,11,500,0.15,1,0.008859698350615335,0.01
103,15,250,0.3,1,0.008865124320317783,0.01
104,11,500,0.2,1,0.00886871636029954,0.01
105,14,1500,0.2,1,0.008879977229363812,0.01
106,14,250,0.2,1,0.008880869990401344,0.01
107,13,500,0.2,1,0.008885369315620048,0.01
108,15,250,0.25,1,0.008957425740042173,0.01
109,13,250,0.15,1,0.008988905050799086,0.01
110,13,500,0.15,1,0.008990542938106303,0.01
111,12,1000,0.25,1,0.00901417934274115,0.01
