TIMESTAMP,SDX25920_OPEN_PRICE_USD,SDX25920_HIGH_PRICE_USD,SDX25920_LOW_PRICE_USD,SDX25920_CLOSE_PRICE_USD,SDX25920_VOLUME_USD,SDX25920_DIVIDENDS_USD,SDX25920_STOCK_SPLITS_USD
2023-05-25 00:00:00+00:00,,,,0.0,4515,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,2788,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,1505,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,562,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,180,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,764,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,13,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,1181,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,125,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,1294,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,1598,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,1785,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,1823,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,995,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,908,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,1537,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,479,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,691,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,3772,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,185,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,409,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,129,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,670,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,33,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,214,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,599,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,591,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,3370,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,1021,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,1805,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,181,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,4806,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,1889,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,2699,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,456,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,1211,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,419,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,2630,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,355,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,2474,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,1910,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,1422,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,4219,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,528,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,2543,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,2302,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,630,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,237,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,3445,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,2166,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,145,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,263,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,92,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,243,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,1654,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,889,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,2148,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,4995,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,167,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,697,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,235,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,472,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,14,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,225,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,1746,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,346,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,635,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,385,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,282,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,406,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,146,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,1291,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,227,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,133,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,1153,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,1816,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,432,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,24,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,1026,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,167,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,1691,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,686,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,702,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,2402,0.0,0.0
2023-08-20 00:00:00+00:00,,,,0.0,646,0.0,0.0
2023-08-21 00:00:00+00:00,,,,0.0,582,0.0,0.0
2023-08-22 00:00:00+00:00,,,,0.0,381,0.0,0.0
2023-08-23 00:00:00+00:00,,,,0.0,16,0.0,0.0
2023-08-24 00:00:00+00:00,,,,0.0,265,0.0,0.0
2023-08-26 00:00:00+00:00,,,,0.0,30,0.0,0.0
2023-08-27 00:00:00+00:00,,,,0.0,128,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,245,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,329,0.0,0.0
2023-08-30 00:00:00+00:00,,,,0.0,799,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,393,0.0,0.0
2023-09-01 00:00:00+00:00,,,,0.0,725,0.0,0.0
2023-09-02 00:00:00+00:00,,,,0.0,214,0.0,0.0
2023-09-03 00:00:00+00:00,,,,0.0,707,0.0,0.0
2023-09-06 00:00:00+00:00,,,,0.0,1630,0.0,0.0
2023-09-07 00:00:00+00:00,,,,0.0,226,0.0,0.0
2023-09-09 00:00:00+00:00,,,,0.0,120,0.0,0.0
2023-09-10 00:00:00+00:00,,,,0.0,328,0.0,0.0
2023-09-11 00:00:00+00:00,,,,0.0,369,0.0,0.0
2023-09-12 00:00:00+00:00,,,,0.0,135,0.0,0.0
2023-09-14 00:00:00+00:00,,,,0.0,809,0.0,0.0
2023-09-15 00:00:00+00:00,,,,0.0,84,0.0,0.0
2023-09-16 00:00:00+00:00,,,,0.0,9,0.0,0.0
2023-09-21 00:00:00+00:00,,,,0.0,61,0.0,0.0
2023-09-22 00:00:00+00:00,,,,0.0,960,0.0,0.0
2023-09-26 00:00:00+00:00,,,,0.0,310,0.0,0.0
2023-09-27 00:00:00+00:00,,,,0.0,139,0.0,0.0
2023-09-28 00:00:00+00:00,,,,0.0,109,0.0,0.0
2023-09-29 00:00:00+00:00,,,,0.0,799,0.0,0.0
2023-09-30 00:00:00+00:00,,,,0.0,1018,0.0,0.0
2023-10-01 00:00:00+00:00,,,,0.0,1044,0.0,0.0
2023-10-03 00:00:00+00:00,,,,0.0,262,0.0,0.0
2023-10-04 00:00:00+00:00,,,,0.0,2962,0.0,0.0
2023-10-05 00:00:00+00:00,,,,0.0,521,0.0,0.0
