TIMESTAMP,DECHAT_OPEN_PRICE_USD,DECHAT_HIGH_PRICE_USD,DECHAT_LOW_PRICE_USD,DECHAT_CLOSE_PRICE_USD,DECHAT_VOLUME_USD,DECHAT_DIVIDENDS_USD,DECHAT_STOCK_SPLITS_USD
2024-02-29 00:00:00+00:00,1.7791290283203125,1.8705769777297974,1.6166460514068604,1.7405619621276855,22802957,0.0,0.0
2024-03-01 00:00:00+00:00,1.7415800094604492,1.7853599786758423,1.6045160293579102,1.7816270589828491,14768685,0.0,0.0
2024-03-02 00:00:00+00:00,1.7815409898757935,1.8696839809417725,1.6978739500045776,1.71670401096344,11916208,0.0,0.0
2024-03-03 00:00:00+00:00,1.7148970365524292,2.43912410736084,1.7092030048370361,2.2596750259399414,12052990,0.0,0.0
2024-03-04 00:00:00+00:00,2.2601020336151123,2.417712926864624,1.859706997871399,1.980381965637207,9743756,0.0,0.0
2024-03-05 00:00:00+00:00,1.9812560081481934,2.0494461059570312,1.7709259986877441,1.84660804271698,5304735,0.0,0.0
2024-03-06 00:00:00+00:00,1.8466110229492188,1.9833430051803589,1.7526309490203857,1.901824951171875,736864,0.0,0.0
2024-03-07 00:00:00+00:00,1.901116967201233,2.0899930000305176,1.768805980682373,1.859745979309082,897470,0.0,0.0
2024-03-08 00:00:00+00:00,1.8591439723968506,1.917641043663025,1.8411999940872192,1.8764220476150513,484945,0.0,0.0
2024-03-09 00:00:00+00:00,1.8764220476150513,2.083065986633301,1.8372219800949097,2.0707719326019287,661186,0.0,0.0
2024-03-10 00:00:00+00:00,2.0676510334014893,2.404557943344116,1.9244379997253418,2.322904109954834,3018621,0.0,0.0
2024-03-11 00:00:00+00:00,2.334826946258545,8.743364334106445,2.1687989234924316,4.827124118804932,28279821,0.0,0.0
2024-03-12 00:00:00+00:00,4.827319145202637,5.6666131019592285,3.618035078048706,3.953516960144043,14006838,0.0,0.0
2024-03-13 00:00:00+00:00,3.9522969722747803,4.254199028015137,3.420077085494995,3.822801113128662,4820010,0.0,0.0
