,Frequency,ADF_P_Val,ADF_Determination,KPSS_P_Val,KPSS_Determination
0,12_Hour,0.6519956457100847,Non-Stationary,0.01,Non-Stationary
1,1_Day,0.69826009631649,Non-Stationary,0.01,Non-Stationary
2,1_Hour,0.6728937534678399,Non-Stationary,0.01,Non-Stationary
3,2_Hour,0.6236872986639798,Non-Stationary,0.01,Non-Stationary
4,4_Hour,0.5732367523826205,Non-Stationary,0.01,Non-Stationary
5,6_Hour,0.6441992810427662,Non-Stationary,0.01,Non-Stationary
6,8_Hour,0.6512021519833655,Non-Stationary,0.01,Non-Stationary
