TIMESTAMP,DOGGY32145_OPEN_PRICE_USD,DOGGY32145_HIGH_PRICE_USD,DOGGY32145_LOW_PRICE_USD,DOGGY32145_CLOSE_PRICE_USD,DOGGY32145_VOLUME_USD,DOGGY32145_DIVIDENDS_USD,DOGGY32145_STOCK_SPLITS_USD
2024-07-08 00:00:00+00:00,,,,0.0,157695,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,74875,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,32806,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,21707,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,15284,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,71266,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,20647,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,57619,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,40818,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,30728,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,41600,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,7837,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,13397,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,7304,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,6032,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,18495,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,5412,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,2053,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,21296,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,9473,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,8108,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,5607,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,20142,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,3965,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,1196,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,2170,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,3610,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,2772,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,984,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,1379,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,2259,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,1237,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,1344,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,1968,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,7515,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,1519,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,2422,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,287,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,103,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,4984,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,527,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,3496,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,392,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,4924,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,243,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,4124,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,1687,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,7171,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,4645,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,165,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,612,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,247,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,2534,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,197,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,419,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,5360,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,2815,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,76,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,437,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,44,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,3034,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,662,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,268,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,141,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,206,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,670,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,1167,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,49,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,591,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,383,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,835,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,5483,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,6955,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,5400,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,32672,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,1142,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,14241,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,10429,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,6297,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,1915,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,16898,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,6097,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,1371,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,2362,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,2381,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,1814,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,5849,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,1153,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,482,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,3683,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,1809,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,2940,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,6105,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,7861,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,5825,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,1716,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,2643,0.0,0.0
