TIMESTAMP,SUIMON_OPEN_PRICE_USD,SUIMON_HIGH_PRICE_USD,SUIMON_LOW_PRICE_USD,SUIMON_CLOSE_PRICE_USD,SUIMON_VOLUME_USD,SUIMON_DIVIDENDS_USD,SUIMON_STOCK_SPLITS_USD
2024-12-03 00:00:00+00:00,4.8000001697801054e-05,6.0999998822808266e-05,4.3000000005122274e-05,4.5000000682193786e-05,79294,0.0,0.0
2024-12-04 00:00:00+00:00,4.5000000682193786e-05,5.2999999752501026e-05,4.3000000005122274e-05,5.0999999075429514e-05,26561,0.0,0.0
2024-12-05 00:00:00+00:00,5.0999999075429514e-05,0.0001740000006975606,4.5000000682193786e-05,0.00017299999308306724,372650,0.0,0.0
2024-12-06 00:00:00+00:00,0.00013899999612476677,0.0003229999856557697,9.7999996796716e-05,0.0003229999856557697,495573,0.0,0.0
2024-12-07 00:00:00+00:00,0.0003220000071451068,0.0008030000026337802,0.0002789999998640269,0.0003440000000409782,1210276,0.0,0.0
2024-12-08 00:00:00+00:00,0.00028199999360367656,0.00028899998869746923,0.00011200000153621659,0.00013099999341648072,626131,0.0,0.0
2024-12-09 00:00:00+00:00,0.00013099999341648072,0.00017800000205170363,8.199999865610152e-05,0.00011700000322889537,251390,0.0,0.0
2024-12-10 00:00:00+00:00,0.00011700000322889537,0.00017299999308306724,8.900000102585182e-05,0.00017299999308306724,115928,0.0,0.0
2024-12-11 00:00:00+00:00,0.00017299999308306724,0.00024500000290572643,0.00011100000119768083,0.00020799999765586108,204009,0.0,0.0
2024-12-12 00:00:00+00:00,0.00020799999765586108,0.0002479999966453761,0.00010099999781232327,0.00011100000119768083,264660,0.0,0.0
2024-12-13 00:00:00+00:00,0.00011100000119768083,0.00013299999409355223,9.500000305706635e-05,0.00010099999781232327,170379,0.0,0.0
2024-12-14 00:00:00+00:00,0.00010099999781232327,0.00011600000289035961,5.700000110664405e-05,6.900000153109431e-05,181994,0.0,0.0
2024-12-15 00:00:00+00:00,6.900000153109431e-05,0.00010800000018207356,6.800000119255856e-05,9.300000237999484e-05,126276,0.0,0.0
2024-12-16 00:00:00+00:00,9.300000237999484e-05,0.00012399999832268804,7.899999764049426e-05,8.299999899463728e-05,160022,0.0,0.0
2024-12-17 00:00:00+00:00,8.299999899463728e-05,0.00010699999984353781,5.8000001445179805e-05,8.499999967170879e-05,146610,0.0,0.0
2024-12-18 00:00:00+00:00,8.499999967170879e-05,8.499999967170879e-05,5.8000001445179805e-05,6.800000119255856e-05,75613,0.0,0.0
2024-12-19 00:00:00+00:00,6.800000119255856e-05,8.399999933317304e-05,5.400000009103678e-05,7.400000322377309e-05,51998,0.0,0.0
2024-12-20 00:00:00+00:00,7.400000322377309e-05,0.00010800000018207356,5.900000178371556e-05,7.79999973019585e-05,60003,0.0,0.0
2024-12-21 00:00:00+00:00,7.79999973019585e-05,8.900000102585182e-05,6.199999916134402e-05,6.399999983841553e-05,43102,0.0,0.0
2024-12-22 00:00:00+00:00,6.399999983841553e-05,7.100000220816582e-05,6.199999916134402e-05,6.199999916134402e-05,25092,0.0,0.0
2024-12-23 00:00:00+00:00,6.199999916134402e-05,9.000000136438757e-05,5.400000009103678e-05,7.500000356230885e-05,38317,0.0,0.0
2024-12-24 00:00:00+00:00,7.500000356230885e-05,7.899999764049426e-05,6.199999916134402e-05,6.500000017695129e-05,34825,0.0,0.0
2024-12-25 00:00:00+00:00,6.500000017695129e-05,6.600000051548705e-05,6.199999916134402e-05,6.500000017695129e-05,7377,0.0,0.0
2024-12-26 00:00:00+00:00,6.500000017695129e-05,7.200000254670158e-05,6.0999998822808266e-05,6.0999998822808266e-05,20139,0.0,0.0
2024-12-27 00:00:00+00:00,6.0999998822808266e-05,6.900000153109431e-05,5.700000110664405e-05,5.8000001445179805e-05,16550,0.0,0.0
2024-12-28 00:00:00+00:00,5.8000001445179805e-05,5.999999848427251e-05,5.500000042957254e-05,5.900000178371556e-05,7598,0.0,0.0
2024-12-29 00:00:00+00:00,5.900000178371556e-05,5.900000178371556e-05,5.2999999752501026e-05,5.400000009103678e-05,3580,0.0,0.0
2024-12-30 00:00:00+00:00,5.400000009103678e-05,5.999999848427251e-05,5.400000009103678e-05,5.700000110664405e-05,7421,0.0,0.0
2024-12-31 00:00:00+00:00,5.700000110664405e-05,5.700000110664405e-05,5.2999999752501026e-05,5.400000009103678e-05,6452,0.0,0.0
2025-01-01 00:00:00+00:00,5.400000009103678e-05,5.700000110664405e-05,4.8999998398358e-05,5.0999999075429514e-05,7420,0.0,0.0
2025-01-02 00:00:00+00:00,5.0999999075429514e-05,5.2999999752501026e-05,4.70000013592653e-05,4.8000001697801054e-05,12380,0.0,0.0
2025-01-03 00:00:00+00:00,4.8000001697801054e-05,5.6000000768108293e-05,4.70000013592653e-05,5.500000042957254e-05,9245,0.0,0.0
2025-01-04 00:00:00+00:00,5.500000042957254e-05,5.999999848427251e-05,4.999999873689376e-05,4.999999873689376e-05,10219,0.0,0.0
2025-01-05 00:00:00+00:00,4.999999873689376e-05,5.900000178371556e-05,4.3000000005122274e-05,5.6000000768108293e-05,23908,0.0,0.0
2025-01-06 00:00:00+00:00,5.6000000768108293e-05,5.8000001445179805e-05,5.2999999752501026e-05,5.2999999752501026e-05,13150,0.0,0.0
2025-01-07 00:00:00+00:00,5.2999999752501026e-05,5.500000042957254e-05,4.199999966658652e-05,4.199999966658652e-05,7516,0.0,0.0
2025-01-08 00:00:00+00:00,4.199999966658652e-05,4.5000000682193786e-05,3.9999998989515007e-05,4.5000000682193786e-05,5688,0.0,0.0
2025-01-09 00:00:00+00:00,4.5000000682193786e-05,4.5000000682193786e-05,3.9999998989515007e-05,3.9999998989515007e-05,3244,0.0,0.0
2025-01-10 00:00:00+00:00,3.9999998989515007e-05,4.5000000682193786e-05,3.9999998989515007e-05,4.400000034365803e-05,3668,0.0,0.0
2025-01-11 00:00:00+00:00,4.400000034365803e-05,4.5000000682193786e-05,3.899999865097925e-05,3.9999998989515007e-05,3948,0.0,0.0
2025-01-12 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,3.7000001611886546e-05,3.7000001611886546e-05,5476,0.0,0.0
2025-01-13 00:00:00+00:00,3.7000001611886546e-05,3.7999998312443495e-05,3.199999991920777e-05,3.7000001611886546e-05,12915,0.0,0.0
2025-01-14 00:00:00+00:00,3.7000001611886546e-05,3.7999998312443495e-05,3.099999958067201e-05,3.199999991920777e-05,9405,0.0,0.0
2025-01-15 00:00:00+00:00,3.199999991920777e-05,3.300000025774352e-05,2.5999999706982635e-05,2.9000000722589903e-05,17777,0.0,0.0
2025-01-16 00:00:00+00:00,2.9000000722589903e-05,3.099999958067201e-05,2.700000004551839e-05,2.700000004551839e-05,4459,0.0,0.0
2025-01-17 00:00:00+00:00,2.700000004551839e-05,3.7000001611886546e-05,2.700000004551839e-05,3.7000001611886546e-05,9076,0.0,0.0
2025-01-18 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.400000059627928e-05,3.600000127335079e-05,4414,0.0,0.0
2025-01-19 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,2.9999999242136255e-05,2.9999999242136255e-05,2276,0.0,0.0
2025-01-20 00:00:00+00:00,2.9999999242136255e-05,3.199999991920777e-05,2.9000000722589903e-05,2.9000000722589903e-05,2251,0.0,0.0
2025-01-21 00:00:00+00:00,2.9000000722589903e-05,0.00014200000441633165,2.9000000722589903e-05,8.299999899463728e-05,336134,0.0,0.0
2025-01-22 00:00:00+00:00,8.299999899463728e-05,8.900000102585182e-05,6.0999998822808266e-05,7.999999797903001e-05,55899,0.0,0.0
2025-01-23 00:00:00+00:00,7.999999797903001e-05,0.00010099999781232327,6.900000153109431e-05,8.800000068731606e-05,52512,0.0,0.0
2025-01-24 00:00:00+00:00,8.800000068731606e-05,0.00011700000322889537,6.900000153109431e-05,7.79999973019585e-05,92154,0.0,0.0
2025-01-25 00:00:00+00:00,7.79999973019585e-05,9.000000136438757e-05,7.79999973019585e-05,8.399999933317304e-05,12024,0.0,0.0
2025-01-26 00:00:00+00:00,8.399999933317304e-05,8.499999967170879e-05,6.600000051548705e-05,6.900000153109431e-05,31993,0.0,0.0
2025-01-27 00:00:00+00:00,6.900000153109431e-05,7.000000186963007e-05,3.9999998989515007e-05,5.0999999075429514e-05,56713,0.0,0.0
2025-01-28 00:00:00+00:00,5.0999999075429514e-05,5.199999941396527e-05,4.099999932805076e-05,4.099999932805076e-05,9515,0.0,0.0
2025-01-29 00:00:00+00:00,4.099999932805076e-05,4.70000013592653e-05,4.099999932805076e-05,4.199999966658652e-05,8891,0.0,0.0
2025-01-30 00:00:00+00:00,4.199999966658652e-05,4.999999873689376e-05,3.7000001611886546e-05,4.099999932805076e-05,33224,0.0,0.0
2025-01-31 00:00:00+00:00,4.099999932805076e-05,4.70000013592653e-05,3.400000059627928e-05,4.099999932805076e-05,23554,0.0,0.0
2025-02-01 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,2.9000000722589903e-05,3.199999991920777e-05,23914,0.0,0.0
2025-02-02 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,2.4000000848900527e-05,2.8000000384054147e-05,23644,0.0,0.0
2025-02-03 00:00:00+00:00,2.8000000384054147e-05,4.3000000005122274e-05,2.099999983329326e-05,2.8000000384054147e-05,27416,0.0,0.0
2025-02-04 00:00:00+00:00,2.8000000384054147e-05,7.500000356230885e-05,1.2999999853491317e-05,4.199999966658652e-05,127164,0.0,0.0
2025-02-05 00:00:00+00:00,4.199999966658652e-05,7.300000288523734e-05,4.199999966658652e-05,5.500000042957254e-05,59036,0.0,0.0
2025-02-06 00:00:00+00:00,5.500000042957254e-05,5.8000001445179805e-05,3.899999865097925e-05,4.199999966658652e-05,18692,0.0,0.0
2025-02-07 00:00:00+00:00,4.199999966658652e-05,4.70000013592653e-05,3.5000000934815034e-05,3.5000000934815034e-05,18976,0.0,0.0
2025-02-08 00:00:00+00:00,3.5000000934815034e-05,4.199999966658652e-05,3.300000025774352e-05,3.7999998312443495e-05,30148,0.0,0.0
2025-02-09 00:00:00+00:00,3.7999998312443495e-05,5.2999999752501026e-05,3.7999998312443495e-05,5.0999999075429514e-05,27651,0.0,0.0
2025-02-10 00:00:00+00:00,5.0999999075429514e-05,5.400000009103678e-05,4.8999998398358e-05,5.0999999075429514e-05,4809,0.0,0.0
2025-02-11 00:00:00+00:00,5.0999999075429514e-05,5.700000110664405e-05,4.999999873689376e-05,4.999999873689376e-05,3019,0.0,0.0
2025-02-12 00:00:00+00:00,4.999999873689376e-05,5.6000000768108293e-05,4.70000013592653e-05,5.500000042957254e-05,4302,0.0,0.0
2025-02-13 00:00:00+00:00,5.500000042957254e-05,5.500000042957254e-05,4.8000001697801054e-05,4.8000001697801054e-05,2760,0.0,0.0
2025-02-14 00:00:00+00:00,4.8000001697801054e-05,5.199999941396527e-05,4.8000001697801054e-05,4.8999998398358e-05,1461,0.0,0.0
2025-02-15 00:00:00+00:00,4.8999998398358e-05,4.8999998398358e-05,3.9999998989515007e-05,3.9999998989515007e-05,5483,0.0,0.0
2025-02-16 00:00:00+00:00,3.9999998989515007e-05,4.5000000682193786e-05,3.5000000934815034e-05,3.5000000934815034e-05,13502,0.0,0.0
2025-02-17 00:00:00+00:00,3.5000000934815034e-05,3.5000000934815034e-05,2.9999999242136255e-05,3.099999958067201e-05,7751,0.0,0.0
2025-02-18 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,2.4000000848900527e-05,2.5999999706982635e-05,8503,0.0,0.0
2025-02-19 00:00:00+00:00,2.5999999706982635e-05,2.9999999242136255e-05,2.499999936844688e-05,2.9999999242136255e-05,3979,0.0,0.0
2025-02-20 00:00:00+00:00,2.9999999242136255e-05,3.400000059627928e-05,2.9999999242136255e-05,3.199999991920777e-05,2799,0.0,0.0
2025-02-21 00:00:00+00:00,3.199999991920777e-05,3.899999865097925e-05,3.199999991920777e-05,3.199999991920777e-05,9332,0.0,0.0
2025-02-22 00:00:00+00:00,3.199999991920777e-05,3.600000127335079e-05,3.199999991920777e-05,3.5000000934815034e-05,1634,0.0,0.0
2025-02-23 00:00:00+00:00,3.5000000934815034e-05,3.5000000934815034e-05,3.099999958067201e-05,3.199999991920777e-05,2132,0.0,0.0
2025-02-24 00:00:00+00:00,3.199999991920777e-05,3.5000000934815034e-05,2.8000000384054147e-05,2.9999999242136255e-05,9779,0.0,0.0
2025-02-25 00:00:00+00:00,2.9999999242136255e-05,3.099999958067201e-05,2.700000004551839e-05,3.099999958067201e-05,2867,0.0,0.0
2025-02-26 00:00:00+00:00,2.9999999242136255e-05,3.199999991920777e-05,2.9000000722589903e-05,2.9999999242136255e-05,1085,0.0,0.0
2025-02-27 00:00:00+00:00,2.9999999242136255e-05,3.099999958067201e-05,2.8000000384054147e-05,2.9000000722589903e-05,2595,0.0,0.0
2025-02-28 00:00:00+00:00,2.9000000722589903e-05,3.199999991920777e-05,2.700000004551839e-05,3.199999991920777e-05,1751,0.0,0.0
2025-03-01 00:00:00+00:00,3.199999991920777e-05,3.300000025774352e-05,2.9999999242136255e-05,2.9999999242136255e-05,1104,0.0,0.0
2025-03-02 00:00:00+00:00,2.9999999242136255e-05,3.899999865097925e-05,2.9999999242136255e-05,3.7999998312443495e-05,3505,0.0,0.0
2025-03-03 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,2.9000000722589903e-05,2.9000000722589903e-05,1431,0.0,0.0
2025-03-04 00:00:00+00:00,2.9000000722589903e-05,3.300000025774352e-05,2.5999999706982635e-05,3.099999958067201e-05,0,0.0,0.0
2025-03-05 00:00:00+00:00,3.099999958067201e-05,3.300000025774352e-05,2.9999999242136255e-05,3.300000025774352e-05,0,0.0,0.0
2025-03-06 00:00:00+00:00,3.300000025774352e-05,4.400000034365803e-05,3.099999958067201e-05,3.899999865097925e-05,5305,0.0,0.0
2025-03-07 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.300000025774352e-05,3.300000025774352e-05,2553,0.0,0.0
2025-03-08 00:00:00+00:00,3.300000025774352e-05,3.400000059627928e-05,3.099999958067201e-05,3.199999991920777e-05,0,0.0,0.0
2025-03-09 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,2.8000000384054147e-05,2.8000000384054147e-05,0,0.0,0.0
2025-03-10 00:00:00+00:00,2.8000000384054147e-05,2.9000000722589903e-05,2.499999936844688e-05,2.499999936844688e-05,1153,0.0,0.0
2025-03-11 00:00:00+00:00,2.499999936844688e-05,2.8000000384054147e-05,2.4000000848900527e-05,2.700000004551839e-05,0,0.0,0.0
2025-03-12 00:00:00+00:00,2.700000004551839e-05,2.8000000384054147e-05,2.700000004551839e-05,2.8000000384054147e-05,134,0.0,0.0
2025-03-13 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.4000000848900527e-05,2.499999936844688e-05,0,0.0,0.0
2025-03-14 00:00:00+00:00,2.499999936844688e-05,2.700000004551839e-05,2.4000000848900527e-05,2.700000004551839e-05,0,0.0,0.0
2025-03-15 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.5999999706982635e-05,2.5999999706982635e-05,294,0.0,0.0
2025-03-16 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.4000000848900527e-05,2.499999936844688e-05,342,0.0,0.0
2025-03-17 00:00:00+00:00,2.499999936844688e-05,3.099999958067201e-05,2.499999936844688e-05,3.099999958067201e-05,0,0.0,0.0
2025-03-18 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,2.9000000722589903e-05,2.9999999242136255e-05,758,0.0,0.0
2025-03-19 00:00:00+00:00,2.9999999242136255e-05,3.400000059627928e-05,2.9999999242136255e-05,3.400000059627928e-05,9,0.0,0.0
2025-03-20 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,3.199999991920777e-05,3.199999991920777e-05,2,0.0,0.0
2025-03-21 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,2.9000000722589903e-05,2.9999999242136255e-05,1007,0.0,0.0
2025-03-22 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.9000000722589903e-05,2.9000000722589903e-05,417,0.0,0.0
2025-03-23 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.8000000384054147e-05,2.8000000384054147e-05,0,0.0,0.0
2025-03-24 00:00:00+00:00,2.8000000384054147e-05,2.9000000722589903e-05,2.8000000384054147e-05,2.9000000722589903e-05,2,0.0,0.0
2025-03-25 00:00:00+00:00,2.9000000722589903e-05,2.9999999242136255e-05,2.8000000384054147e-05,2.9000000722589903e-05,0,0.0,0.0
2025-03-26 00:00:00+00:00,2.9000000722589903e-05,3.099999958067201e-05,2.9000000722589903e-05,2.9999999242136255e-05,0,0.0,0.0
2025-03-27 00:00:00+00:00,2.9999999242136255e-05,3.400000059627928e-05,2.9999999242136255e-05,3.300000025774352e-05,677,0.0,0.0
2025-03-28 00:00:00+00:00,3.300000025774352e-05,3.400000059627928e-05,2.8000000384054147e-05,2.8000000384054147e-05,0,0.0,0.0
2025-03-29 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.499999936844688e-05,2.499999936844688e-05,22,0.0,0.0
2025-03-30 00:00:00+00:00,2.499999936844688e-05,2.700000004551839e-05,2.499999936844688e-05,2.499999936844688e-05,0,0.0,0.0
2025-03-31 00:00:00+00:00,2.499999936844688e-05,2.5999999706982635e-05,2.4000000848900527e-05,2.499999936844688e-05,0,0.0,0.0
2025-04-01 00:00:00+00:00,2.499999936844688e-05,2.700000004551839e-05,2.499999936844688e-05,2.5999999706982635e-05,102,0.0,0.0
2025-04-02 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.099999983329326e-05,2.099999983329326e-05,2011,0.0,0.0
2025-04-03 00:00:00+00:00,2.099999983329326e-05,2.4000000848900527e-05,2.099999983329326e-05,2.2000000171829015e-05,0,0.0,0.0
2025-04-04 00:00:00+00:00,2.2000000171829015e-05,2.4000000848900527e-05,2.2000000171829015e-05,2.300000051036477e-05,292,0.0,0.0
2025-04-05 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,1.8999999156221747e-05,1.9999999494757503e-05,2617,0.0,0.0
2025-04-06 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.4999999621068127e-05,1.4999999621068127e-05,19,0.0,0.0
2025-04-07 00:00:00+00:00,1.4999999621068127e-05,1.8000000636675395e-05,1.4000000192027073e-05,1.8000000636675395e-05,0,0.0,0.0
2025-04-08 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.4999999621068127e-05,1.4999999621068127e-05,0,0.0,0.0
2025-04-09 00:00:00+00:00,1.4999999621068127e-05,2.499999936844688e-05,1.4000000192027073e-05,2.4000000848900527e-05,5456,0.0,0.0
2025-04-10 00:00:00+00:00,2.4000000848900527e-05,2.4000000848900527e-05,1.9999999494757503e-05,1.9999999494757503e-05,0,0.0,0.0
2025-04-11 00:00:00+00:00,1.9999999494757503e-05,2.099999983329326e-05,1.9999999494757503e-05,2.099999983329326e-05,0,0.0,0.0
2025-04-12 00:00:00+00:00,2.099999983329326e-05,2.300000051036477e-05,2.099999983329326e-05,2.300000051036477e-05,0,0.0,0.0
2025-04-13 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,1.9999999494757503e-05,1.9999999494757503e-05,0,0.0,0.0
2025-04-14 00:00:00+00:00,1.9999999494757503e-05,2.099999983329326e-05,1.700000029813964e-05,1.700000029813964e-05,2332,0.0,0.0
2025-04-15 00:00:00+00:00,1.700000029813964e-05,1.8999999156221747e-05,1.5999999959603883e-05,1.5999999959603883e-05,0,0.0,0.0
2025-04-16 00:00:00+00:00,1.5999999959603883e-05,1.8000000636675395e-05,1.5999999959603883e-05,1.8000000636675395e-05,0,0.0,0.0
2025-04-17 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.700000029813964e-05,1.700000029813964e-05,1122,0.0,0.0
2025-04-18 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.700000029813964e-05,1.700000029813964e-05,0,0.0,0.0
2025-04-19 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.700000029813964e-05,1.700000029813964e-05,0,0.0,0.0
2025-04-20 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.700000029813964e-05,1.700000029813964e-05,0,0.0,0.0
2025-04-21 00:00:00+00:00,1.700000029813964e-05,1.9999999494757503e-05,1.700000029813964e-05,1.8999999156221747e-05,0,0.0,0.0
2025-04-22 00:00:00+00:00,1.8999999156221747e-05,2.300000051036477e-05,1.8000000636675395e-05,2.2000000171829015e-05,1174,0.0,0.0
2025-04-23 00:00:00+00:00,2.2000000171829015e-05,2.499999936844688e-05,2.2000000171829015e-05,2.4000000848900527e-05,2547,0.0,0.0
2025-04-24 00:00:00+00:00,2.4000000848900527e-05,3.400000059627928e-05,2.4000000848900527e-05,3.300000025774352e-05,5289,0.0,0.0
2025-04-25 00:00:00+00:00,3.300000025774352e-05,3.600000127335079e-05,3.199999991920777e-05,3.400000059627928e-05,2724,0.0,0.0
2025-04-26 00:00:00+00:00,3.400000059627928e-05,3.5000000934815034e-05,3.099999958067201e-05,3.199999991920777e-05,0,0.0,0.0
2025-04-27 00:00:00+00:00,3.199999991920777e-05,3.300000025774352e-05,3.099999958067201e-05,3.099999958067201e-05,0,0.0,0.0
2025-04-28 00:00:00+00:00,3.099999958067201e-05,3.300000025774352e-05,2.9999999242136255e-05,3.099999958067201e-05,0,0.0,0.0
2025-04-29 00:00:00+00:00,3.099999958067201e-05,3.9999998989515007e-05,2.9999999242136255e-05,3.300000025774352e-05,4808,0.0,0.0
2025-04-30 00:00:00+00:00,3.300000025774352e-05,3.600000127335079e-05,3.199999991920777e-05,3.400000059627928e-05,3044,0.0,0.0
2025-05-01 00:00:00+00:00,3.400000059627928e-05,3.7000001611886546e-05,3.400000059627928e-05,3.5000000934815034e-05,1269,0.0,0.0
2025-05-02 00:00:00+00:00,3.5000000934815034e-05,3.5000000934815034e-05,3.099999958067201e-05,3.199999991920777e-05,0,0.0,0.0
2025-05-03 00:00:00+00:00,3.199999991920777e-05,3.300000025774352e-05,3.099999958067201e-05,3.099999958067201e-05,0,0.0,0.0
2025-05-04 00:00:00+00:00,3.099999958067201e-05,3.300000025774352e-05,2.8000000384054147e-05,3.199999991920777e-05,2867,0.0,0.0
2025-05-05 00:00:00+00:00,3.199999991920777e-05,3.5000000934815034e-05,3.199999991920777e-05,3.400000059627928e-05,0,0.0,0.0
