TIMESTAMP,CTXC_OPEN_PRICE_USD,CTXC_HIGH_PRICE_USD,CTXC_LOW_PRICE_USD,CTXC_CLOSE_PRICE_USD,CTXC_VOLUME_USD,CTXC_DIVIDENDS_USD,CTXC_STOCK_SPLITS_USD
2018-04-16 00:00:00+00:00,0.8173419833183289,0.8509219884872437,0.8168410062789917,0.8403159976005554,28409300,0.0,0.0
2018-04-17 00:00:00+00:00,0.8430600166320801,1.0233700275421143,0.8392040133476257,1.0066200494766235,37356500,0.0,0.0
2018-04-18 00:00:00+00:00,1.010200023651123,1.2282500267028809,0.9586799740791321,1.141469955444336,48279500,0.0,0.0
2018-04-19 00:00:00+00:00,1.1756900548934937,1.3904800415039062,1.0970699787139893,1.3720899820327759,48380200,0.0,0.0
2018-04-20 00:00:00+00:00,1.3695000410079956,1.3786100149154663,1.2400100231170654,1.34375,51033600,0.0,0.0
2018-04-21 00:00:00+00:00,1.3435499668121338,1.4510600566864014,1.1516300439834595,1.285979986190796,46757600,0.0,0.0
2018-04-22 00:00:00+00:00,1.2910200357437134,1.4839600324630737,1.2072099447250366,1.3391900062561035,48457600,0.0,0.0
2018-04-23 00:00:00+00:00,1.3403500318527222,1.633039951324463,1.3384300470352173,1.5963399410247803,50573400,0.0,0.0
2018-04-24 00:00:00+00:00,1.597499966621399,1.9964900016784668,1.597499966621399,1.7543200254440308,77297504,0.0,0.0
2018-04-25 00:00:00+00:00,1.7478200197219849,1.7478200197219849,1.4145400524139404,1.4369299411773682,48124100,0.0,0.0
2018-04-26 00:00:00+00:00,1.448490023612976,1.6327799558639526,1.3873599767684937,1.5867199897766113,46230600,0.0,0.0
2018-04-27 00:00:00+00:00,1.5962799787521362,1.6118199825286865,1.536520004272461,1.536520004272461,17370600,0.0,0.0
2018-04-28 00:00:00+00:00,1.523460030555725,1.7856800556182861,1.512410044670105,1.683840036392212,66764900,0.0,0.0
2018-04-29 00:00:00+00:00,1.6909300088882446,2.3463499546051025,1.6909300088882446,2.340859889984131,90217000,0.0,0.0
2018-04-30 00:00:00+00:00,2.346359968185425,2.4102001190185547,1.9895600080490112,2.0269200801849365,103586000,0.0,0.0
2018-05-01 00:00:00+00:00,2.0404000282287598,2.1563899517059326,1.8516099452972412,2.104609966278076,89914096,0.0,0.0
2018-05-02 00:00:00+00:00,2.0990500450134277,2.1275999546051025,1.913599967956543,1.989549994468689,186579008,0.0,0.0
2018-05-03 00:00:00+00:00,1.9853500127792358,2.1458399295806885,1.9853500127792358,2.028599977493286,131761000,0.0,0.0
2018-05-04 00:00:00+00:00,2.0244300365448,2.222709894180298,1.9849799871444702,2.064610004425049,127653000,0.0,0.0
2018-05-05 00:00:00+00:00,2.064120054244995,2.16729998588562,1.9250099658966064,1.9263299703598022,123465000,0.0,0.0
2018-05-06 00:00:00+00:00,1.9257899522781372,1.9840999841690063,1.7664999961853027,1.861840009689331,112872000,0.0,0.0
2018-05-07 00:00:00+00:00,1.8595999479293823,1.8899400234222412,1.62923002243042,1.862529993057251,94935800,0.0,0.0
2018-05-08 00:00:00+00:00,1.8692799806594849,1.986930012702942,1.720460057258606,1.79489004611969,97971400,0.0,0.0
