,0
0,27.259427734375
1,28.11668359375
2,28.941490234375
3,29.971677734375
4,30.327796875
5,31.078763671875
6,29.580095703125
7,30.200671875
8,30.65943359375
9,31.20038671875
10,31.389970703125
11,35.99544921875
