,0
0,25.859212890625
1,25.44916796875
2,25.73797265625
3,25.451740234375
4,23.372779296875
5,25.041443359375
6,23.743552734375
7,27.3795546875
8,26.4670390625
9,26.627611328125
10,27.174181640625
11,26.0332578125
