,0
0,35.36194921875
1,26.01394140625
2,23.60059765625
3,27.201669921875
4,25.500396484375
5,22.543076171875
6,28.4396875
7,23.447515625
8,29.576763671875
9,27.192716796875
10,27.383787109375
11,22.89191796875
