,MSE,MAE,RMSE,MAPE,R2
0,0.0027461437295502,0.0414288304602603,0.0524036614135904,0.0553690069596862,0.8511594343553093
1,0.0006370475055884,0.0185862938637274,0.0252398000306754,0.0291312297159476,0.7836344213996581
2,0.0054519400192078,0.0562984273894419,0.0738372536001163,0.0528100090165267,0.8624315272885819
3,0.0046870319868385,0.046184559566183,0.0684619017179519,0.0430503610970882,0.7293361834834128
4,0.0016793184130477,0.0286262600694497,0.040979487710899,0.0264921642371844,-0.2566654056124717
5,0.0018516845719779,0.0354276634902755,0.0430312046308014,0.0321256011834568,0.7828459818896241
6,0.0015712283692781,0.0311766029186371,0.0396387231035277,0.0362936018314183,0.5744292112634717
7,0.0006373445007882,0.0191983868277298,0.0252456828148555,0.0272961125464617,0.9084096712464682
8,0.0024931264725861,0.0391587246185168,0.0499312174154222,0.0511149226305792,0.5810748794443433
9,0.0006255115035917,0.0184017737985318,0.0250102279796034,0.0235312112340864,0.6881871656725964
10,0.0006935485870787,0.0203395273930059,0.0263353106508882,0.0280316041117792,0.8325623249764044
11,0.0009187944800634,0.0226889685777646,0.0303116228543357,0.0488315639133815,0.872643528428982
Mean,0.0019993933449663913,0.03145966824779365,0.041702174493555594,0.03783978237313302,0.6841707436530317
