TIMESTAMP,RAI_OPEN_PRICE_USD,RAI_HIGH_PRICE_USD,RAI_LOW_PRICE_USD,RAI_CLOSE_PRICE_USD,RAI_VOLUME_USD,RAI_DIVIDENDS_USD,RAI_STOCK_SPLITS_USD
2021-02-19 00:00:00+00:00,3.387834072113037,3.5643930435180664,3.3774280548095703,3.5246360301971436,10538490,0.0,0.0
2021-02-20 00:00:00+00:00,3.5247740745544434,3.6294939517974854,3.064210891723633,3.064210891723633,10929995,0.0,0.0
2021-02-21 00:00:00+00:00,3.0625760555267334,3.6616060733795166,3.0625760555267334,3.228461980819702,27093140,0.0,0.0
2021-02-22 00:00:00+00:00,3.2283880710601807,3.3068349361419678,2.9397099018096924,3.231929063796997,13192310,0.0,0.0
2021-02-23 00:00:00+00:00,3.234560012817383,3.352034091949463,2.6781060695648193,3.219032049179077,16371059,0.0,0.0
2021-02-24 00:00:00+00:00,3.219119071960449,3.388087034225464,3.090195894241333,3.209089994430542,10947373,0.0,0.0
2021-02-25 00:00:00+00:00,3.209167003631592,3.2682690620422363,2.972632884979248,2.9936020374298096,7580612,0.0,0.0
2021-02-26 00:00:00+00:00,2.99326491355896,3.4359939098358154,2.9480020999908447,3.22318696975708,23904725,0.0,0.0
2021-02-27 00:00:00+00:00,3.2230849266052246,3.474332094192505,3.1717119216918945,3.229854106903076,15683514,0.0,0.0
2021-02-28 00:00:00+00:00,3.2298550605773926,3.5507218837738037,3.091331958770752,3.3062469959259033,40792482,0.0,0.0
2021-03-01 00:00:00+00:00,3.3063390254974365,3.3659379482269287,3.1619789600372314,3.268062114715576,13371532,0.0,0.0
2021-03-02 00:00:00+00:00,3.2681469917297363,3.4259159564971924,3.115403890609741,3.1676409244537354,19179268,0.0,0.0
2021-03-03 00:00:00+00:00,3.1676690578460693,3.4044480323791504,3.154897928237915,3.1718709468841553,12568989,0.0,0.0
2021-03-04 00:00:00+00:00,3.171627998352051,3.276479959487915,3.1401920318603516,3.2333409786224365,6418427,0.0,0.0
