,MSE,MAE,RMSE,MAPE,R2
0,3401235.9006876075,1462.1913983333327,1844.243991636575,0.0410618789904443,0.3805204882755467
1,1146919.325843024,898.4870048387088,1070.9431944986736,0.0260130391529166,0.8801073280293705
2,2352141.496335184,1281.534067741935,1533.6692917103037,0.0282143655385696,0.7713668116119718
3,3911491.7390251695,1495.061796666666,1977.74915978371,0.0332390008415492,0.5897720894811049
4,4628180.513157892,1698.775933870967,2151.3206439668384,0.0296389439753758,0.8127657259374977
5,3970053.438669405,1526.6874166666666,1992.4992945216832,0.0255911155315882,0.6923755111590493
6,2951477.0600593183,1216.4316967741934,1717.9863387289547,0.0248431566650919,0.5846356678820857
7,1380167.4117765264,848.2947000000005,1174.8052654702085,0.0208637203319581,0.8816497891731994
8,3094606.383201933,1231.065173214285,1759.149335105446,0.0301370321083557,0.5043226924164232
9,2186839.3162925597,1080.59634032258,1478.7965770492435,0.0262496417890038,0.7387271942593086
10,1219178.595270075,899.251493333332,1104.164206660438,0.0220105960909339,0.8050239452295225
11,1977240.1574522087,1072.9872774193552,1406.1437186334151,0.0338770834665429,0.8260371782516291
Mean,2684960.944814242,1225.9470249318351,1600.955918147124,0.0284782978735275,0.7056087018088925
