TIMESTAMP,SHIRO_OPEN_PRICE_USD,SHIRO_HIGH_PRICE_USD,SHIRO_LOW_PRICE_USD,SHIRO_CLOSE_PRICE_USD,SHIRO_VOLUME_USD,SHIRO_DIVIDENDS_USD,SHIRO_STOCK_SPLITS_USD
2024-12-24 00:00:00+00:00,,,,0.0,3759937,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,3723713,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,3548359,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,3503599,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,3166014,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,2984972,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,3023705,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,3274916,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,3606541,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,3855157,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,5343894,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,5662057,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,4517883,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,4111110,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,7092308,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,5209595,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,4123087,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,4047374,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,3143957,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,2392788,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,5782925,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,3290504,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,5137152,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,5253201,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,9246993,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,7638870,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,15021129,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,14245331,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,7420394,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,3492192,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,4305822,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,4216506,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,3226571,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,3001555,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,5908048,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,4197150,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,4689360,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,3526797,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,3780538,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,3013124,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,7282298,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,16554242,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,6414950,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,4022727,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,3608787,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,3124830,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,2578346,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,2269875,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,2263987,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,2895514,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,5101737,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,2692483,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,3069531,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,2015358,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,1745568,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,2551809,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,2178719,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,1653425,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,1886952,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,2385620,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,1732326,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,1591036,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,3143324,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,4371521,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,2640708,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,1858219,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,3915078,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,1641319,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,4038119,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,4067753,0.0,0.0
2025-03-04 00:00:00+00:00,,,,0.0,4570676,0.0,0.0
2025-03-05 00:00:00+00:00,,,,0.0,1983122,0.0,0.0
2025-03-06 00:00:00+00:00,,,,0.0,2843022,0.0,0.0
2025-03-07 00:00:00+00:00,,,,0.0,2611783,0.0,0.0
2025-03-08 00:00:00+00:00,,,,0.0,1663173,0.0,0.0
2025-03-09 00:00:00+00:00,,,,0.0,2517711,0.0,0.0
2025-03-10 00:00:00+00:00,,,,0.0,3214667,0.0,0.0
2025-03-11 00:00:00+00:00,,,,0.0,3189340,0.0,0.0
2025-03-12 00:00:00+00:00,,,,0.0,2263386,0.0,0.0
2025-03-13 00:00:00+00:00,,,,0.0,1815195,0.0,0.0
2025-03-14 00:00:00+00:00,,,,0.0,2226429,0.0,0.0
2025-03-15 00:00:00+00:00,,,,0.0,1309058,0.0,0.0
2025-03-16 00:00:00+00:00,,,,0.0,2609356,0.0,0.0
2025-03-17 00:00:00+00:00,,,,0.0,1958872,0.0,0.0
2025-03-18 00:00:00+00:00,,,,0.0,1485664,0.0,0.0
2025-03-19 00:00:00+00:00,,,,0.0,1731990,0.0,0.0
2025-03-20 00:00:00+00:00,,,,0.0,1632132,0.0,0.0
2025-03-21 00:00:00+00:00,,,,0.0,1320908,0.0,0.0
2025-03-22 00:00:00+00:00,,,,0.0,898257,0.0,0.0
