TIMESTAMP,GS1_OPEN_PRICE_USD,GS1_HIGH_PRICE_USD,GS1_LOW_PRICE_USD,GS1_CLOSE_PRICE_USD,GS1_VOLUME_USD,GS1_DIVIDENDS_USD,GS1_STOCK_SPLITS_USD
2022-02-10 00:00:00+00:00,0.012841000221669674,0.03729100152850151,0.012746999971568584,0.028605999425053596,132716,0.0,0.0
2022-02-11 00:00:00+00:00,0.028605999425053596,0.03508700057864189,0.018718000501394272,0.0217250008136034,145339,0.0,0.0
2022-02-12 00:00:00+00:00,0.0217250008136034,0.02873300015926361,0.02058899961411953,0.021702000871300697,43130,0.0,0.0
2022-02-13 00:00:00+00:00,0.021702000871300697,0.023283999413251877,0.021702000871300697,0.02259800024330616,20372,0.0,0.0
2022-02-14 00:00:00+00:00,0.02259800024330616,0.023003000766038895,0.01984100043773651,0.022958999499678612,10613,0.0,0.0
2022-02-15 00:00:00+00:00,0.022958999499678612,0.025181999430060387,0.022047000005841255,0.023638000711798668,11589,0.0,0.0
2022-02-16 00:00:00+00:00,0.023638000711798668,0.02370399981737137,0.021947000175714493,0.02202799916267395,9130,0.0,0.0
2022-02-17 00:00:00+00:00,0.02202799916267395,0.022245999425649643,0.018843999132514,0.018843999132514,6895,0.0,0.0
2022-02-18 00:00:00+00:00,0.018843999132514,0.01895200088620186,0.017184000462293625,0.01740800030529499,5997,0.0,0.0
2022-02-19 00:00:00+00:00,0.01740800030529499,0.01853499934077263,0.017319999635219574,0.01761999912559986,16697,0.0,0.0
2022-02-20 00:00:00+00:00,0.01761999912559986,0.01765899918973446,0.015134000219404697,0.015766000375151634,10140,0.0,0.0
2022-02-21 00:00:00+00:00,0.015766000375151634,0.016069000586867332,0.014189999550580978,0.014190999791026115,29874,0.0,0.0
2022-02-22 00:00:00+00:00,0.014189999550580978,0.014449999667704105,0.013915999792516232,0.014271000400185585,4338,0.0,0.0
2022-02-23 00:00:00+00:00,0.014271000400185585,0.01460999995470047,0.011752000078558922,0.011761999689042568,24473,0.0,0.0
2022-02-24 00:00:00+00:00,0.011762999929487705,0.011772999539971352,0.01027700025588274,0.01106599997729063,2367,0.0,0.0
2022-02-25 00:00:00+00:00,0.01106599997729063,0.011660000309348106,0.010594000108540058,0.011353000067174435,22830,0.0,0.0
