TIMESTAMP,CTL_OPEN_PRICE_USD,CTL_HIGH_PRICE_USD,CTL_LOW_PRICE_USD,CTL_CLOSE_PRICE_USD,CTL_VOLUME_USD,CTL_DIVIDENDS_USD,CTL_STOCK_SPLITS_USD
2017-11-09 00:00:00+00:00,0.001133000012487173,0.0013680000556632876,0.0009330000029876828,0.0010270000202581286,58,0.0,0.0
2017-11-10 00:00:00+00:00,0.0010379999876022339,0.0014609999489039183,0.0010339999571442604,0.0010939999483525753,14,0.0,0.0
2017-11-11 00:00:00+00:00,0.001088000019080937,0.0011449999874457717,0.0008970000199042261,0.0010130000300705433,11,0.0,0.0
2017-11-12 00:00:00+00:00,0.0010130000300705433,0.0010179999517276883,0.0008880000095814466,0.0009330000029876828,1,0.0,0.0
2017-11-13 00:00:00+00:00,0.0009340000106021762,0.0012550000101327896,0.0009340000106021762,0.0012509999796748161,54,0.0,0.0
2017-11-14 00:00:00+00:00,0.0012529999949038029,0.0015849999617785215,0.0008960000122897327,0.0015839999541640282,45,0.0,0.0
2017-11-15 00:00:00+00:00,0.0015849999617785215,0.0016560000367462635,0.0011210000375285745,0.0011249999515712261,32,0.0,0.0
2017-11-16 00:00:00+00:00,0.0011340000201016665,0.0013259999686852098,0.0010930000571534038,0.0012000000569969416,10,0.0,0.0
2017-11-17 00:00:00+00:00,0.001196000026538968,0.0012750000460073352,0.0011869999580085278,0.001234999974258244,18,0.0,0.0
2017-11-18 00:00:00+00:00,0.001230000052601099,0.001449999981559813,0.0011919999960809946,0.0012529999949038029,7,0.0,0.0
2017-11-19 00:00:00+00:00,0.0012529999949038029,0.0012600000482052565,0.0011569999624043703,0.0012339999666437507,8,0.0,0.0
2017-11-20 00:00:00+00:00,0.0012309999438002706,0.0014230000087991357,0.0012290000449866056,0.0014070000033825636,7,0.0,0.0
2017-11-21 00:00:00+00:00,0.0014049999881535769,0.0014179999707266688,0.001171999960206449,0.0013330000219866633,22,0.0,0.0
2017-11-22 00:00:00+00:00,0.0013360000448301435,0.0017419999931007624,0.0011869999580085278,0.0013859999598935246,33,0.0,0.0
2017-11-23 00:00:00+00:00,0.0013670000480487943,0.0014149999478831887,0.001231999951414764,0.001231999951414764,12,0.0,0.0
2017-11-24 00:00:00+00:00,0.0012150000547990203,0.0013429999817162752,0.0011419999646022916,0.0012179999612271786,3,0.0,0.0
2017-11-25 00:00:00+00:00,0.0012169999536126852,0.0017079999670386314,0.0012130000395700336,0.001661999966017902,38,0.0,0.0
2017-11-26 00:00:00+00:00,0.001661999966017902,0.002440999960526824,0.0012499999720603228,0.0023509999737143517,35,0.0,0.0
2017-11-27 00:00:00+00:00,0.0023529999889433384,0.0023709998931735754,0.001803999999538064,0.0018489999929443002,182,0.0,0.0
2017-11-28 00:00:00+00:00,0.001854000031016767,0.0024880000855773687,0.0018360000103712082,0.002087000058963895,104,0.0,0.0
2017-11-29 00:00:00+00:00,0.002085000043734908,0.002707999898120761,0.0017030000453814864,0.002409999957308173,53,0.0,0.0
2017-11-30 00:00:00+00:00,0.002445999998599291,0.003089000005275011,0.0019839999731630087,0.002130999928340316,265,0.0,0.0
2017-12-01 00:00:00+00:00,0.0021210000850260258,0.0029349999967962503,0.0020389999262988567,0.00291600008495152,45,0.0,0.0
2017-12-02 00:00:00+00:00,0.0029060000088065863,0.003278000047430396,0.0024610001128166914,0.0032740000169724226,8,0.0,0.0
