,K,Alpha,Tau,Non_Stationary_IMFs,MSE,IMF_1_P_Val
0,6,250,0.25,1,86.16525174294553,0.01
1,6,250,0.3,1,86.16525592208214,0.01
2,6,250,0.2,1,86.18025008702632,0.01
3,10,500,0.3,1,86.18120148989138,0.01
4,12,750,0.3,1,86.18399058343465,0.01
5,10,500,0.25,1,86.18640024016645,0.01
6,11,500,0.3,1,86.19218935567638,0.01
7,11,500,0.25,1,86.20184078460679,0.01
8,12,750,0.25,1,86.20252668550756,0.01
9,12,500,0.3,1,86.20628392535373,0.01
10,7,250,0.3,1,86.20807507000359,0.01
11,11,500,0.2,1,86.21591297715952,0.01
12,8,250,0.3,1,86.22022060250757,0.01
13,12,500,0.25,1,86.22235112176546,0.01
14,7,250,0.25,1,86.22579045236161,0.01
15,8,250,0.25,1,86.2435372253826,0.01
16,12,500,0.2,1,86.25159201299766,0.01
17,7,250,0.2,1,86.2584247896102,0.01
18,9,250,0.3,1,86.27492742265733,0.01
19,8,250,0.2,1,86.28654869204635,0.01
20,12,500,0.15,1,86.3258656983637,0.01
21,7,250,0.15,1,86.32980209654592,0.01
22,8,250,0.15,1,86.38101492175069,0.01
23,9,250,0.2,1,86.41002554051228,0.01
24,7,250,0.1,1,86.53714341479298,0.01
25,9,250,0.15,1,86.60306285416452,0.01
26,8,250,0.1,1,86.66534570076902,0.01
27,12,250,0.3,1,86.72950063249168,0.01
28,14,1000,0.3,1,86.74283602190692,0.01
29,15,1000,0.3,1,86.84876714990422,0.01
30,15,750,0.3,1,86.92694330471065,0.01
31,12,250,0.25,1,86.93417953389147,0.01
32,14,1000,0.25,1,86.98820346091436,0.01
33,14,750,0.3,1,87.09743549311357,0.01
34,13,750,0.3,1,87.12095496950622,0.01
35,15,1000,0.25,1,87.14195078019866,0.01
36,9,250,0.1,1,87.21194273946266,0.01
37,15,750,0.25,1,87.22813031762755,0.01
38,12,250,0.2,1,87.29906806321857,0.01
39,13,250,0.3,1,87.31455006183099,0.01
40,13,1000,0.3,1,87.34568395819745,0.01
41,14,250,0.3,1,87.36143054025676,0.01
42,14,750,0.25,1,87.41980022183704,0.01
43,13,750,0.25,1,87.46644128636467,0.01
44,11,500,0.15,1,87.52862023547333,0.01
45,10,500,0.2,1,87.74799622556165,0.01
46,15,750,0.2,1,87.77253428178523,0.01
47,14,250,0.25,1,87.8408697547751,0.01
48,14,750,0.2,1,88.01637726072727,0.01
49,13,250,0.25,1,88.03223275189067,0.01
50,12,250,0.15,1,88.09515155064533,0.01
51,15,1250,0.3,1,88.28133973005802,0.01
52,15,250,0.3,1,88.33281265120912,0.01
53,13,750,0.2,1,88.4623340764924,0.01
54,7,250,0.05,1,88.4829672666986,0.01
55,8,250,0.05,1,88.50835335533147,0.01
56,15,1000,0.2,1,88.59223989633101,0.01
57,14,250,0.2,1,88.73055452257658,0.01
58,11,250,0.3,1,88.8004204170053,0.01
59,15,750,0.15,1,89.08138838641443,0.01
60,15,250,0.25,1,89.2360979419438,0.01
61,15,500,0.3,1,89.3956253440495,0.01
62,10,250,0.3,1,89.42703676141187,0.01
63,14,500,0.3,1,89.58591556036421,0.01
64,14,750,0.15,1,89.59728092350716,0.01
65,11,250,0.25,1,89.70689241950348,0.01
66,13,250,0.2,1,89.75888609794191,0.01
67,15,500,0.25,1,89.86964763361956,0.01
68,14,1000,0.2,1,90.23542302023559,0.01
69,10,250,0.25,1,90.63591311875746,0.01
70,15,500,0.2,1,90.66385646232936,0.01
71,14,250,0.15,1,90.73495030055506,0.01
72,12,250,0.1,1,90.73868918951325,0.01
73,9,250,0.05,1,90.81549517811462,0.01
74,15,250,0.2,1,90.82316693972143,0.01
75,14,500,0.25,1,90.90370165915945,0.01
76,11,250,0.2,1,91.20110864342746,0.01
77,13,750,0.15,1,91.7800024182213,0.01
78,15,500,0.15,1,92.55718566474509,0.01
79,10,250,0.2,1,92.75990048514895,0.01
80,12,500,0.1,1,93.85038351163635,0.01
81,11,250,0.15,1,93.98619418318783,0.01
82,15,250,0.15,1,93.9878447620871,0.01
83,13,500,0.3,1,94.20406285841327,0.01
84,15,1250,0.25,1,94.35075552253967,0.01
85,14,1250,0.3,1,94.63059460789206,0.01
86,14,500,0.2,1,94.73593435491131,0.01
87,13,250,0.15,1,95.52915345600111,0.01
88,13,500,0.25,1,95.84319973468388,0.01
89,14,250,0.1,1,96.94462566486057,0.01
90,10,250,0.15,1,97.165777208486,0.01
91,13,500,0.2,1,97.23660412836004,0.01
92,14,750,0.1,1,97.7741752685194,0.01
93,13,500,0.15,1,98.573422675162,0.01
94,11,250,0.1,1,100.71670418956911,0.01
95,15,500,0.1,1,100.72735077045512,0.01
96,15,250,0.1,1,101.85705413496707,0.01
97,15,750,0.1,1,103.23124117611663,0.01
98,13,500,0.1,1,104.26069327497723,0.01
99,10,250,0.1,1,109.45570603712105,0.01
100,12,250,0.05,1,114.66110077249643,0.01
101,13,250,0.1,1,124.25252086035009,0.01
102,14,750,0.05,1,126.58481142152534,0.01
103,14,250,0.05,1,127.22274417492228,0.01
104,15,250,0.05,1,131.30635992582518,0.01
105,11,250,0.05,1,141.62342984071174,0.01
106,15,1500,0.25,1,147.59345520921917,0.01
107,15,1000,0.15,1,155.52588393442755,0.01
108,14,500,0.15,1,159.10167286218757,0.01
109,11,750,0.3,1,162.812616110352,0.01
110,10,250,0.05,1,176.29715761460432,0.01
111,11,750,0.25,1,179.52520974433133,0.01
112,15,500,0.05,1,182.26327114926409,0.01
113,15,750,0.05,1,184.89736062578473,0.01
114,13,500,0.05,1,205.23673254366864,0.01
115,11,500,0.1,1,207.95337470288305,0.01
