TIMESTAMP,ETH_OPEN_PRICE_USDT,ETH_HIGH_PRICE_USDT,ETH_LOW_PRICE_USDT,ETH_CLOSE_PRICE_USDT,ETH_FIRST_TRADE_PRICE_USDT,ETH_HIGH_TRADE_PRICE_USDT,ETH_LOW_TRADE_PRICE_USDT,ETH_LAST_TRADE_PRICE_USDT,ETH_TOTAL_TRADE_COUNT,ETH_TOTAL_TRADES_BUY,ETH_TOTAL_TRADES_SELL,ETH_VOLUME_USDT,ETH_QUOTE_VOLUME,ETH_VOLUME_BUY,ETH_QUOTE_VOLUME_BUY,ETH_VOLUME_SELL,ETH_QUOTE_VOLUME_SELL
2017-08-17 04:00:00,301.13,312.0,298.0,307.06,301.13,312.0,298.0,307.06,2626,2329,297,4621.7166,1416677.9134104,4096.38176,1256311.902634,525.33484,160366.0107764
2017-08-17 16:00:00,307.06,312.18,295.19,301.4,307.74,312.18,295.19,301.4,2855,2294,561,4099.57693,1248661.452868,3404.55963,1037496.9942712,695.0173,211164.4585968
2017-08-18 04:00:00,301.4,311.79,296.32,298.8,301.4,311.79,296.32,298.8,2834,2325,509,4304.5337,1312226.3179744,3805.77889,1160274.4642645,498.75481,151951.8537099
2017-08-18 16:00:00,298.8,301.11,283.94,293.22,298.8,301.11,283.94,293.22,2203,1434,769,3824.92254,1119492.4677904,2551.47233,749047.0522493,1273.45021,370445.4155411
2017-08-19 04:00:00,293.22,299.9,278.0,288.64,294.69,299.9,278.0,288.64,1189,850,339,1662.62249,478029.6019158,1234.53744,355471.2709073,428.08505,122558.3310085
2017-08-19 16:00:00,288.64,295.0,284.16,292.41,288.64,295.0,284.16,292.41,361,251,110,269.78319,78306.1261808,160.21122,46619.1650795,109.57197,31686.9611013
2017-08-20 04:00:00,292.41,296.92,282.85,295.1,287.97,296.92,282.85,295.1,723,585,138,560.38666,163418.4711606,461.90364,134724.6782033,98.48302,28693.7929573
2017-08-20 16:00:00,295.1,300.9,293.28,299.85,297.92,300.9,293.28,299.85,1871,1463,408,2605.15708,775507.2159901,2231.33651,664384.6565196,373.82057,111122.5594705
2017-08-21 04:00:00,299.85,346.52,299.11,334.94,300.03,346.52,299.11,334.94,2076,1606,470,2323.38824,754821.1494996,1884.01672,612589.9290464,439.37152,142231.2204532
2017-08-21 16:00:00,334.94,342.72,280.0,280.0,334.34,342.72,280.0,280.0,1922,1174,748,2981.86647,976477.8820029,1970.00522,649187.3481014,1011.86125,327290.5339015
2017-08-22 04:00:00,280.0,313.16,144.21,308.39,144.21,313.16,144.21,308.39,3870,2880,990,4640.42814,1416620.4095978,3074.63035,936475.6817829,1565.79779,480144.7278149
2017-08-22 16:00:00,308.39,320.76,305.08,317.26,305.08,320.76,305.08,317.26,2964,1445,1519,3594.64097,1121878.0523106,1415.52933,443868.3742473,2179.11164,678009.6780633
2017-08-23 04:00:00,317.26,324.99,313.75,319.2,315.45,324.99,313.75,319.2,4740,1208,3532,4768.32283,1519923.5820229,1146.78891,367296.4410089,3621.53392,1152627.141014
2017-08-23 16:00:00,319.2,322.34,312.05,315.22,317.87,322.34,312.05,315.22,3730,997,2733,3870.24337,1227235.6742145,914.85198,291759.6231146,2955.39139,935476.0510999
2017-08-24 04:00:00,315.22,328.04,314.31,321.2,315.22,328.04,314.31,321.2,3880,1174,2706,3882.62757,1240996.8807959,1203.02748,386153.2374605,2679.60009,854843.6433354
2017-08-24 16:00:00,321.2,330.44,318.97,326.55,323.67,330.44,318.97,326.55,3259,1544,1715,3216.31887,1042095.8391638,996.16312,324185.5837225,2220.15575,717910.2554413
2017-08-25 04:00:00,326.55,335.41,326.55,333.15,326.55,335.41,326.55,333.15,4495,2842,1653,4276.21096,1417602.7671557,1834.17498,609012.0908083,2442.03598,808590.6763474
2017-08-25 16:00:00,333.15,338.28,323.41,323.46,335.29,338.28,323.41,323.46,2073,547,1526,2012.48817,663635.3918753,347.66432,115038.2338704,1664.82385,548597.1580049
2017-08-26 04:00:00,323.46,335.44,323.41,327.0,323.46,335.44,323.41,327.0,2215,499,1716,2867.82432,939841.8727519,562.94852,185580.4906354,2304.8758,754261.3821165
2017-08-26 16:00:00,327.0,338.28,326.7,331.62,327.01,338.28,326.7,331.62,2579,768,1811,2496.90522,828767.7763128,586.734,195725.7750192,1910.17122,633042.0012936
2017-08-27 04:00:00,331.62,338.42,330.73,334.67,334.59,338.42,330.73,334.67,2622,1030,1592,2211.959,739506.0526175,596.88839,200537.8203367,1615.07061,538968.2322808
2017-08-27 16:00:00,334.67,351.0,332.97,343.44,335.04,351.0,332.97,343.44,2086,745,1341,2107.49009,718951.7936824,551.17853,189459.786771,1556.31156,529492.0069114
2017-08-28 04:00:00,343.44,347.41,331.95,341.83,343.43,347.41,331.95,341.83,2517,543,1974,2363.29177,802640.9354504,455.79471,155448.507627,1907.49706,647192.4278234
2017-08-28 16:00:00,341.83,348.5,340.49,346.0,341.83,348.5,340.49,346.0,1211,564,647,1175.25565,404328.8139848,355.51317,122726.2232621,819.74248,281602.5907227
2017-08-29 00:00:00,346.0,367.13,346.0,356.75,347.0,367.13,346.0,356.75,1475,461,1014,1121.91324,400325.239691,457.4174,163146.8261657,664.49584,237178.4135253
2017-08-29 12:00:00,356.75,377.6,356.75,374.7,358.1,377.6,358.1,374.7,1790,562,1228,1910.22101,701744.3808899,465.75044,171621.9843036,1444.47057,530122.3965863
2017-08-30 00:00:00,374.7,393.71,362.05,375.9,374.7,393.71,362.05,375.9,2358,606,1752,2146.65871,801983.8038876,606.14217,227820.0789754,1540.51654,574163.7249122
2017-08-30 12:00:00,375.9,389.8,370.49,385.93,373.01,389.8,370.49,385.93,2454,493,1961,2299.93737,877542.4086239,679.23582,260017.6657823,1620.70155,617524.7428416
2017-08-31 00:00:00,385.93,387.42,377.78,387.42,384.64,387.42,377.78,387.42,1990,733,1257,1947.44079,744209.0961046,708.13013,270969.974411,1239.31066,473239.1216936
2017-08-31 12:00:00,387.42,389.36,383.13,384.79,385.82,389.36,383.13,384.79,2584,606,1978,2488.42776,960232.298162,724.06368,279838.636473,1764.36408,680393.661689
2017-09-01 00:00:00,384.79,394.39,383.18,389.64,384.88,394.39,383.18,389.64,2160,648,1512,2371.73995,923876.8635907,834.8304,325322.5794651,1536.90955,598554.2841256
2017-09-01 12:00:00,389.64,394.02,385.88,388.46,389.56,394.02,385.88,388.46,1964,805,1159,1826.94439,711350.7501754,729.22491,284308.3703062,1097.71948,427042.3798692
2017-09-02 00:00:00,388.46,394.32,347.0,357.0,388.58,394.32,347.0,357.0,4195,1148,3047,4119.23333,1508549.1521963,1247.30999,457000.8202104,2871.92334,1051548.3319859
2017-09-02 12:00:00,357.0,360.28,320.08,343.14,358.25,360.28,320.08,343.14,4022,973,3049,4121.09391,1395459.3091898,1213.35777,411486.4631815,2907.73614,983972.8460083
2017-09-03 00:00:00,343.14,367.28,334.75,336.54,343.56,367.28,334.75,336.54,3362,1143,2219,2912.04955,1020332.8556308,1123.04778,395369.7688032,1789.00177,624963.0868276
2017-09-03 12:00:00,336.54,348.22,320.08,341.77,337.69,348.22,320.08,341.77,2791,1000,1791,2341.57256,781369.7621721,1117.86975,372568.4833744,1223.70281,408801.2787977
2017-09-04 00:00:00,341.77,344.55,270.0,289.93,339.29,344.55,270.0,289.93,3842,1415,2427,3963.20175,1212881.5223337,1535.6003,473090.3999673,2427.60145,739791.1223664
2017-09-04 12:00:00,289.93,312.92,267.94,283.77,286.35,312.92,267.94,283.77,3561,1706,1855,2774.60886,789564.6594683,1418.56775,403920.7066974,1356.04111,385643.9527709
2017-09-05 00:00:00,283.77,299.64,235.55,295.98,286.81,299.64,235.55,295.98,5715,2708,3007,5641.39295,1574489.9496105,2901.04616,821169.8129252,2740.34679,753320.1366853
2017-09-05 12:00:00,295.98,321.52,285.94,312.09,295.79,321.52,285.94,312.09,3284,1472,1812,2703.02629,823000.9682281,1411.92666,430789.1783864,1291.09963,392211.7898417
2017-09-06 00:00:00,312.09,335.02,312.09,335.02,314.48,335.02,312.09,335.02,4774,1574,3200,3557.6393,1157354.2909166,1520.18618,494115.5315087,2037.45312,663238.7594079
2017-09-06 12:00:00,335.02,336.34,321.01,335.0,331.73,336.34,321.01,335.0,2315,363,1952,1928.67058,636608.5675828,663.46745,219010.5702112,1265.20313,417597.9973716
2017-09-07 00:00:00,335.0,335.01,320.17,329.94,335.0,335.01,320.17,329.94,1048,454,594,1423.38796,465278.0283551,564.56171,184552.2476438,858.82625,280725.7807113
2017-09-07 12:00:00,329.94,342.5,327.79,334.49,329.94,342.5,327.79,334.49,1587,670,917,1680.50949,561857.6585973,756.5367,253481.9256526,923.97279,308375.7329447
2017-09-08 00:00:00,334.49,335.1,324.72,331.53,334.49,335.1,324.72,331.53,996,477,519,966.54762,319793.2036454,428.60083,142113.8296113,537.94679,177679.3740341
2017-09-08 12:00:00,331.53,331.57,272.0,302.99,329.93,331.57,272.0,302.99,2231,1158,1073,3949.20931,1174516.6829709,1878.34755,556249.0197841,2070.86176,618267.6631868
2017-09-09 00:00:00,302.99,306.42,281.66,303.0,300.01,306.42,281.66,303.0,1154,701,453,1498.5124,443982.0248349,944.05959,279710.8590817,554.45281,164271.1657532
2017-09-09 12:00:00,303.0,307.0,285.17,296.74,300.83,307.0,285.17,296.74,802,550,252,1242.07582,369768.334101,811.85549,241044.0554918,430.22033,128724.2786092
2017-09-10 00:00:00,296.74,299.0,261.03,280.22,296.72,299.0,261.03,280.22,1549,644,905,2744.74368,771622.0872882,1514.94466,427604.9826354,1229.79902,344017.1046528
2017-09-10 12:00:00,280.22,302.78,279.98,293.5,281.8,302.78,279.98,293.5,945,323,622,1411.70731,410281.6849117,767.45845,223661.4753951,644.24886,186620.2095166
2017-09-11 00:00:00,293.5,304.98,285.21,294.46,293.51,304.98,285.21,294.46,2312,1081,1231,3875.70311,1152971.2229587,1888.4601,562606.9469573,1987.24301,590364.2760014
2017-09-11 12:00:00,294.46,301.99,292.16,297.3,293.44,301.99,292.16,297.3,1178,557,621,953.94336,283840.5931982,523.78211,155775.8052059,430.16125,128064.7879923
2017-09-12 00:00:00,297.3,316.46,297.3,310.95,297.78,316.46,297.51,310.95,2858,1059,1799,2918.94945,893541.5350673,1268.55572,388459.9702971,1650.39373,505081.5647702
2017-09-12 12:00:00,310.95,311.81,286.01,293.96,311.25,311.81,286.01,293.96,2421,1185,1236,2257.36457,679910.8773846,939.04893,282889.2839726,1318.31564,397021.593412
2017-09-13 00:00:00,293.96,294.5,262.0,263.84,293.93,294.5,262.0,263.84,2397,1077,1320,3306.89771,915416.2226147,1465.68019,406768.9316325,1841.21752,508647.2909822
2017-09-13 12:00:00,263.84,282.77,257.05,276.91,262.56,282.77,257.05,276.91,2130,1519,611,3144.33065,845664.6749922,1798.87654,483630.4379649,1345.45411,362034.2370273
2017-09-14 00:00:00,276.91,283.77,238.34,238.39,275.76,283.77,238.34,238.39,2975,905,2070,4860.32397,1278145.7415424,1713.36016,449730.0271311,3146.96381,828415.7144113
2017-09-14 12:00:00,238.39,253.01,215.0,215.21,238.32,253.01,215.0,215.21,5191,1487,3704,7741.63279,1832622.0390223,2741.87866,651201.1182956,4999.75413,1181420.9207267
2017-09-15 00:00:00,215.21,243.96,192.0,199.28,217.0,243.96,192.0,199.28,4331,1790,2541,6858.00037,1502123.6829707,3030.76834,670580.9392291,3827.23203,831542.7437416
2017-09-15 12:00:00,199.28,270.93,195.09,253.0,199.28,270.93,195.09,253.0,4867,1829,3038,7365.89493,1817188.1437643,2915.03926,716079.0975736,4450.85567,1101109.0461907
2017-09-16 00:00:00,253.0,271.81,235.51,249.99,255.99,271.81,235.51,249.99,5461,2572,2889,7262.42164,1876426.5179902,2876.07289,747612.0679838,4386.34875,1128814.4500064
2017-09-16 12:00:00,249.99,258.19,242.3,249.31,249.99,258.19,242.3,249.31,3398,1255,2143,3099.63847,770725.8543806,990.52852,247393.2587207,2109.10995,523332.5956599
2017-09-17 00:00:00,249.31,252.54,239.02,242.84,249.32,252.54,239.02,242.84,2656,744,1912,2461.11162,602384.1913034,651.02567,159558.7176622,1810.08595,442825.4736412
2017-09-17 12:00:00,242.84,264.39,240.05,257.55,241.27,264.39,240.05,257.55,2621,731,1890,2153.42175,547320.103626,790.97815,200709.7561986,1362.4436,346610.3474274
2017-09-18 00:00:00,257.55,299.0,257.11,288.88,257.53,299.0,257.11,288.88,2054,1251,803,2550.96402,718004.327447,1593.59525,448496.4900142,957.36877,269507.8374328
2017-09-18 12:00:00,288.88,306.22,285.06,294.57,288.88,306.22,285.06,294.57,1386,430,956,1575.00649,464933.306127,749.08883,221244.0314846,825.91766,243689.2746424
2017-09-19 00:00:00,294.57,300.0,277.41,289.0,296.0,300.0,277.41,289.0,944,365,579,1136.44853,326371.1670588,460.57845,132221.4434477,675.87008,194149.7236111
2017-09-19 12:00:00,289.0,290.0,278.0,284.0,286.0,290.0,278.0,284.0,952,375,577,733.45999,209402.3981413,329.25092,94618.2630944,404.20907,114784.1350469
