,XMR
STEEM,0.006427654604610307
DOGE,0.06304439910096879
BTS,0.0965419206192161
ETC,0.10165112444009021
XRP,0.10273633437707783
XEM,0.11114797366047352
GAS,0.13167582767294775
SYS,0.16163279714773363
DASH,0.16339428234037875
GNO,0.1728150856450733
DGB,0.19394075236440822
RLC,0.20572034282201473
LSK,0.20621455978030784
ZEN,0.2568321879817334
QTUM,0.2720240397027381
PIVX,0.2758331611550206
MIOTA,0.3167187705844589
ANT,0.32804949673828926
LUNC,0.3592879669181201
DCR,0.3842585993980628
FIRO,0.4024830949646947
ARK,0.4127073169350503
KMD,0.4279232391099326
SC,0.431653004716705
ZEC,0.4374320384337422
LTC,0.43959691822022484
BTC,0.44631909477683396
BAT,0.47173584143432984
WAVES,0.5165593119783882
XLM,0.6117201833604771
ETH,0.724338966310778
