TIMESTAMP,ANDYMAN_OPEN_PRICE_USD,ANDYMAN_HIGH_PRICE_USD,ANDYMAN_LOW_PRICE_USD,ANDYMAN_CLOSE_PRICE_USD,ANDYMAN_VOLUME_USD,ANDYMAN_DIVIDENDS_USD,ANDYMAN_STOCK_SPLITS_USD
2024-09-25 00:00:00+00:00,0.0023240000009536743,0.002662000013515353,0.0019440000178292394,0.00240899994969368,74592,0.0,0.0
2024-09-26 00:00:00+00:00,0.00240899994969368,0.0031389999203383923,0.00203000009059906,0.0029700000304728746,114473,0.0,0.0
2024-09-27 00:00:00+00:00,0.0029700000304728746,0.0030769999139010906,0.0023479999508708715,0.00266100000590086,82379,0.0,0.0
2024-09-28 00:00:00+00:00,0.00266100000590086,0.0028619999065995216,0.0023759999312460423,0.002819000044837594,52787,0.0,0.0
2024-09-29 00:00:00+00:00,0.002819000044837594,0.0028429999947547913,0.0018899999558925629,0.0020099999383091927,54701,0.0,0.0
2024-09-30 00:00:00+00:00,0.0020099999383091927,0.0020099999383091927,0.0011119999689981341,0.0012379999971017241,58727,0.0,0.0
2024-10-01 00:00:00+00:00,0.0012379999971017241,0.001766999950632453,0.0011810000287368894,0.0011919999960809946,31630,0.0,0.0
2024-10-02 00:00:00+00:00,0.0011919999960809946,0.0015180000336840749,0.0011919999960809946,0.0012649999698624015,24963,0.0,0.0
2024-10-03 00:00:00+00:00,0.0012649999698624015,0.0014540000120177865,0.0011439999798312783,0.0013899999903514981,17768,0.0,0.0
2024-10-04 00:00:00+00:00,0.0013899999903514981,0.0017419999931007624,0.0013899999903514981,0.0014199999859556556,22438,0.0,0.0
2024-10-05 00:00:00+00:00,0.0014199999859556556,0.0018520000157877803,0.0013229999458417296,0.0013490000274032354,24532,0.0,0.0
2024-10-06 00:00:00+00:00,0.0013490000274032354,0.0014380000066012144,0.0012339999666437507,0.0013210000470280647,11716,0.0,0.0
2024-10-07 00:00:00+00:00,0.0013210000470280647,0.0014949999749660492,0.0012639999622479081,0.0013160000089555979,15077,0.0,0.0
2024-10-08 00:00:00+00:00,0.0013160000089555979,0.001370999962091446,0.0010920000495389104,0.001108999946154654,17076,0.0,0.0
2024-10-09 00:00:00+00:00,0.001108999946154654,0.0013139999937266111,0.0009679999784566462,0.0011599999852478504,22174,0.0,0.0
2024-10-10 00:00:00+00:00,0.0011599999852478504,0.0011660000309348106,0.0009399999980814755,0.0009960000170394778,9681,0.0,0.0
2024-10-11 00:00:00+00:00,0.0009960000170394778,0.001993000041693449,0.000981000019237399,0.0015910000074654818,78951,0.0,0.0
2024-10-12 00:00:00+00:00,0.0015910000074654818,0.0018980000168085098,0.001395000028423965,0.001769999973475933,26531,0.0,0.0
2024-10-13 00:00:00+00:00,0.001769999973475933,0.0028729999903589487,0.001538999960757792,0.0021349999587982893,187044,0.0,0.0
2024-10-14 00:00:00+00:00,0.0021349999587982893,0.0040270001627504826,0.0021120000164955854,0.0031159999780356884,205233,0.0,0.0
2024-10-15 00:00:00+00:00,0.0031159999780356884,0.0046640001237392426,0.0025500000920146704,0.003060000017285347,182670,0.0,0.0
2024-10-16 00:00:00+00:00,0.003060000017285347,0.00445199990645051,0.003060000017285347,0.0036319999489933252,78123,0.0,0.0
2024-10-17 00:00:00+00:00,0.0036319999489933252,0.004550000187009573,0.0035830000415444374,0.004004000220447779,58543,0.0,0.0
