,XRP
ETC,6.700434972623944e-07
GAS,5.620432155683429e-06
QTUM,6.487845113155396e-06
CAB,1.1854139308623372e-05
XEM,0.0001177433323722969
LTCR,0.00013560785621283242
USDT,0.0001788767113983146
STEEM,0.00026416246188021785
TRST,0.0004267917849960446
ARK,0.0004289837142731052
MONA,0.0005959674901898946
VTC,0.0006757768489001065
LSK,0.000960873805350938
GRS,0.001064488932349647
ZUR,0.0011633397119293451
XMR,0.002799500956579619
ZEC,0.0037452686271628507
ZEN,0.005431109143781109
XLM,0.007023702169659842
KMD,0.007099266517817538
AE,0.00747574508421208
RBIES,0.008216562845239441
WAVES,0.011387627478648731
PXI,0.01142968716634641
DGB,0.011821059079443556
ETH,0.012986287554521088
DASH,0.013840603664097331
BAT,0.014943057588331523
BTC,0.015520847256428716
GNO,0.01671730955787756
ICON,0.016871784392569155
EVIL,0.01857603130799406
SKULL,0.01858333033941361
DOGE,0.020976820051752727
BITS,0.02171703636374518
PXC,0.023064163451986995
ACES,0.023289938183050488
IOTA,0.024007002372529295
RRT,0.02489752901629361
ACOIN,0.025754638406999528
PPC,0.026295430546521448
PHR,0.028591794257726323
ZET,0.030569827260804126
RBT,0.030642300347305897
DCR,0.03380167142988011
AV,0.03781316600353869
EFL,0.03843955199994102
VIDZ,0.03961867949266276
LTC,0.04422262821791172
SWING,0.04534641728547975
SYS,0.050804642854414196
RLC,0.053264923526428226
HBD,0.05541940949374001
LDOGE,0.057240374332238504
WBB,0.058644645593375025
ZCL,0.06115945089269993
C2,0.06409302100599187
QBC,0.06679807716798
IMS,0.06900493464177207
MOTO,0.0694578062242145
CSC,0.07176973042907606
PIVX,0.07711409047160235
XTO,0.07959388689268396
KIN,0.08063279651310488
START,0.08536572237580423
NMC,0.08619060963832882
SXC,0.09000260232227114
VEC2,0.0965888384341893
ADC,0.09731509119812978
XPX,0.09817659438331715
IBANK,0.10047407940484336
VAL,0.10118503080757682
SC,0.10338131754021954
BTS,0.1041833383866348
XQN,0.1087724666194648
IFC,0.10936293698620735
POST,0.11286836717394753
ICOB,0.11567979304837978
BERN,0.12048573233543207
LANA,0.12434281803954103
CREVA,0.12653802020949984
GBYTE,0.12858843170034046
LBC,0.1340934098561997
NAV,0.14060706142052878
CF,0.14430493462552302
BCN,0.1581151781414305
BOLI,0.1608772552617021
WGR,0.16484396279415633
SPR,0.18326666627532393
WYZ,0.18475273571273318
FIRO,0.18603784971387455
TAJ,0.18925211367916317
TAB,0.1900420609850037
CARBON,0.19255000883286186
ADZ,0.1968566083924159
CJ,0.2138892438261984
SNRG,0.21898735132688207
VLT,0.219386267394652
QTZ,0.22275106147852775
AGRS,0.22714106793972702
XHI,0.24272240492603692
DCT,0.24298979322079245
HNC,0.24387026781527243
MCN,0.2446716033824483
EUC,0.24521959390024667
FOREX,0.24987730722268733
BTCS,0.2548452366797633
PAK,0.2589655983423246
RBY,0.2606974750835214
BS,0.27205079309362806
COOL,0.27844865791170725
XPM,0.28101988739047074
CKC,0.28555860905433034
WINGS,0.29296557050322825
ZYD,0.3014448714909348
FTC,0.30286160132487905
SANDG,0.3072577846170864
BLU,0.322317958608005
PKB,0.32623194798466987
2GIVE,0.3473725849834912
SKR,0.35277425396248263
FRN,0.35569159484355384
XPTX,0.36426084394769875
XMS,0.3688517629941028
NXS,0.37587498527841495
HVCO,0.3884827457910293
BLK,0.4045028172605772
BLAZR,0.4103447813665506
DCY,0.41797163299907436
42,0.4355357687195129
OPAL,0.43655829288141756
NVC,0.44758452039068375
CRW,0.44788731006866495
SIGNA,0.4772041033950921
VERI,0.4825779647105111
KURT,0.49407818988359176
KOBO,0.49613551460993205
CETI,0.5186692666477299
XPY,0.5251419059839694
NOBL,0.5310953726387727
NXT,0.5395700007036458
PZM,0.546554884449441
AXIOM,0.553175488332252
ANT,0.572425066755192
XCP,0.5754564260740509
AMBER,0.5877928207538653
ZENI,0.6134457969566877
XST,0.6206218101032082
IRL,0.6334816037620801
XBY,0.6350197894308217
LOG,0.6578608991895905
NEWB,0.6651747655521861
ARGUS,0.6844143481771224
XWC,0.690236196407017
AMS,0.7018858917087294
EDRC,0.7088561812935954
CLUB,0.7094849543050107
JLP,0.720523785212455
SWT,0.7303769613919937
DEM,0.7411018954333394
LMC,0.7447570553948942
MAY,0.7582232604825996
LAMB,0.7582833741361245
ALIAS,0.7724485462178985
MAID,0.7756563747673653
RDD,0.8021479890291743
HBN,0.8050630965550905
ZER,0.806257841668783
XDN,0.835143388843439
CLOAK,0.8353850626447417
CLAM,0.8394136451616206
BSTY,0.8558288002042576
TES,0.860279367021445
INF,0.8682569135890522
CNT,0.8859778957650033
SWIFT,0.8878064656187044
OZO,0.8896758178582918
IXC,0.8939626798167732
WC,0.895334004620328
NEVA,0.905440024956279
BIS,0.9104423690711572
BRIT,0.9111000367709157
PTOY,0.9138218648936867
XBC,0.9176959415661703
SLS,0.9300623867544778
SILK,0.930205696843206
HMQ,0.9314813629445831
LUNC,0.9320133547105404
SIB,0.9320161220131602
PLU,0.9340984626783116
CANN,0.9346716683124607
TECH,0.9359773345013372
GCC,0.936013812803828
POT,0.936363477441274
PIE,0.9371111241582348
DGC,0.9529471924669335
MNTC,0.9546198114918849
BTB,0.9549883481252657
EQB,0.9705303370341251
SONG,0.9742748686106025
MST,0.9762035398415807
FRC,0.9793377740897166
OK,0.9824674507582306
ILC,0.985746528476836
LOOK,0.9863382289167351
BTA,0.9866299899353853
PASC,0.9934135926046305
PUT,0.9941344308639466
