TIMESTAMP,FINE33374_OPEN_PRICE_USD,FINE33374_HIGH_PRICE_USD,FINE33374_LOW_PRICE_USD,FINE33374_CLOSE_PRICE_USD,FINE33374_VOLUME_USD,FINE33374_DIVIDENDS_USD,FINE33374_STOCK_SPLITS_USD
2024-10-09 00:00:00+00:00,,,,0.0,155861,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,153843,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,67719,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,24820,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,46049,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,84122,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,117063,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,26751,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,36792,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,47726,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,52563,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,5461,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,24507,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,12605,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,4412,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,11753,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,1699,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,709,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,1513,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,1005,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,2966,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,4885,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,5768,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,122,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,6953,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,2233,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,4477,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,10844,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,1647,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,4432,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,80,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,85,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,168,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,2656,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,429,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,68753,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,32886,0.0,0.0
