TIMESTAMP,PLASTIK_OPEN_PRICE_USD,PLASTIK_HIGH_PRICE_USD,PLASTIK_LOW_PRICE_USD,PLASTIK_CLOSE_PRICE_USD,PLASTIK_VOLUME_USD,PLASTIK_DIVIDENDS_USD,PLASTIK_STOCK_SPLITS_USD
2021-12-04 00:00:00+00:00,0.08700399845838547,0.1627970039844513,0.07945100218057632,0.11390899866819382,212275,0.0,0.0
2021-12-05 00:00:00+00:00,0.11389999836683273,0.13426800072193146,0.07402700185775757,0.09655900299549103,129459,0.0,0.0
2021-12-06 00:00:00+00:00,0.09657199680805206,0.09916000068187714,0.06914299726486206,0.06938599795103073,144882,0.0,0.0
2021-12-07 00:00:00+00:00,0.06941500306129456,0.1460369974374771,0.06936299800872803,0.14032800495624542,161404,0.0,0.0
2021-12-08 00:00:00+00:00,0.1403219997882843,0.245278999209404,0.13021999597549438,0.15340499579906464,214147,0.0,0.0
2021-12-09 00:00:00+00:00,0.1532360017299652,0.1532360017299652,0.12523099780082703,0.1252399981021881,157803,0.0,0.0
2021-12-10 00:00:00+00:00,0.1252879947423935,0.13227799534797668,0.114205002784729,0.11541099846363068,142577,0.0,0.0
2021-12-11 00:00:00+00:00,0.11539900302886963,0.11882399767637253,0.10870800167322159,0.10971199721097946,148114,0.0,0.0
2021-12-12 00:00:00+00:00,0.10969900339841843,0.10972700268030167,0.09015899896621704,0.09499199688434601,146183,0.0,0.0
2021-12-13 00:00:00+00:00,0.09503799676895142,0.12155400216579437,0.09496399760246277,0.1100820004940033,188083,0.0,0.0
2021-12-14 00:00:00+00:00,0.11008100211620331,0.11009199917316437,0.09033700078725815,0.09359999746084213,246665,0.0,0.0
2021-12-15 00:00:00+00:00,0.09358999878168106,0.0968799963593483,0.08902300149202347,0.09607400000095367,135541,0.0,0.0
2021-12-16 00:00:00+00:00,0.09606999903917313,0.09711900353431702,0.08948100358247757,0.09711900353431702,165063,0.0,0.0
2021-12-17 00:00:00+00:00,0.09713300317525864,0.10846800357103348,0.09005700051784515,0.0915450006723404,261014,0.0,0.0
2021-12-18 00:00:00+00:00,0.09159799665212631,0.09841900318861008,0.08709300309419632,0.09800799936056137,248415,0.0,0.0
2021-12-19 00:00:00+00:00,0.09799599647521973,0.09896700084209442,0.0926470011472702,0.09365600347518921,245552,0.0,0.0
2021-12-20 00:00:00+00:00,0.0936259999871254,0.09833399951457977,0.09255199879407883,0.09295900166034698,259755,0.0,0.0
2021-12-21 00:00:00+00:00,0.09296499937772751,0.1136000007390976,0.0926010012626648,0.09532999992370605,292062,0.0,0.0
2021-12-22 00:00:00+00:00,0.09534099698066711,0.1011589989066124,0.09257499873638153,0.09844700247049332,446734,0.0,0.0
2021-12-23 00:00:00+00:00,0.0984409973025322,0.09949400275945663,0.08539599925279617,0.09334500133991241,714827,0.0,0.0
