TIMESTAMP,NEWM_OPEN_PRICE_USD,NEWM_HIGH_PRICE_USD,NEWM_LOW_PRICE_USD,NEWM_CLOSE_PRICE_USD,NEWM_VOLUME_USD,NEWM_DIVIDENDS_USD,NEWM_STOCK_SPLITS_USD
2023-03-22 00:00:00+00:00,0.0034940000623464584,0.003512999974191189,0.0032500000670552254,0.0033489998895674944,170,0.0,0.0
2023-03-23 00:00:00+00:00,0.0033489998895674944,0.003367000026628375,0.0030980000738054514,0.003281000070273876,754,0.0,0.0
2023-03-24 00:00:00+00:00,0.003281000070273876,0.0032850001007318497,0.003155000042170286,0.0031799999997019768,235,0.0,0.0
2023-03-25 00:00:00+00:00,0.0031799999997019768,0.0033160001039505005,0.003092000028118491,0.0030980000738054514,1347,0.0,0.0
2023-03-26 00:00:00+00:00,0.0030980000738054514,0.003183000022545457,0.0030269999988377094,0.003068000078201294,453,0.0,0.0
2023-03-27 00:00:00+00:00,0.003068000078201294,0.0031649998854845762,0.0028860000893473625,0.0029440000653266907,936,0.0,0.0
2023-03-28 00:00:00+00:00,0.0029440000653266907,0.0032949999440461397,0.0029299999587237835,0.003286000108346343,690,0.0,0.0
2023-03-29 00:00:00+00:00,0.003286000108346343,0.003607999999076128,0.003283000085502863,0.003570999950170517,1221,0.0,0.0
2023-03-30 00:00:00+00:00,0.0035699999425560236,0.0035699999425560236,0.0033229999244213104,0.003481999970972538,838,0.0,0.0
2023-03-31 00:00:00+00:00,0.003481999970972538,0.003759999992325902,0.0034129999112337828,0.0035250000655651093,1210,0.0,0.0
2023-04-01 00:00:00+00:00,0.0035200000274926424,0.003665999975055456,0.003312000073492527,0.0034570000134408474,3291,0.0,0.0
2023-04-02 00:00:00+00:00,0.003567999927327037,0.0035910001024603844,0.0034340000711381435,0.0035000001080334187,858,0.0,0.0
2023-04-03 00:00:00+00:00,0.0035000001080334187,0.004912999924272299,0.0034099998883903027,0.004705999977886677,11555,0.0,0.0
2023-04-04 00:00:00+00:00,0.004705999977886677,0.004877000115811825,0.00457700015977025,0.004588000010699034,5311,0.0,0.0
2023-04-05 00:00:00+00:00,0.004586999770253897,0.005119000095874071,0.004563999827951193,0.004964999854564667,4251,0.0,0.0
2023-04-06 00:00:00+00:00,0.004964999854564667,0.006161999888718128,0.004875999875366688,0.006147000007331371,10520,0.0,0.0
2023-04-07 00:00:00+00:00,0.006147999782115221,0.006386999972164631,0.0057680001482367516,0.006351000163704157,13061,0.0,0.0
2023-04-08 00:00:00+00:00,0.006351000163704157,0.011912999674677849,0.00597700010985136,0.011672000400722027,90634,0.0,0.0
2023-04-09 00:00:00+00:00,0.011687000282108784,0.01909000054001808,0.0104179996997118,0.014580000191926956,268485,0.0,0.0
2023-04-10 00:00:00+00:00,0.01457899995148182,0.017368000000715256,0.013031999580562115,0.014112000353634357,138469,0.0,0.0
2023-04-11 00:00:00+00:00,0.014112000353634357,0.014464999549090862,0.012160000391304493,0.012376000173389912,53192,0.0,0.0
2023-04-12 00:00:00+00:00,0.012376000173389912,0.016235999763011932,0.011777999810874462,0.01423299964517355,61287,0.0,0.0
2023-04-13 00:00:00+00:00,0.015153000131249428,0.018358999863266945,0.014077000319957733,0.016361000016331673,94108,0.0,0.0
2023-04-14 00:00:00+00:00,0.016359999775886536,0.02048400044441223,0.01634399965405464,0.018857000395655632,91352,0.0,0.0
2023-04-15 00:00:00+00:00,0.01889199949800968,0.022352999076247215,0.017988000065088272,0.01987599954009056,121835,0.0,0.0
2023-04-16 00:00:00+00:00,0.019872000440955162,0.024979999288916588,0.018667999655008316,0.02242800034582615,72148,0.0,0.0
