TIMESTAMP,MAGADOGE_OPEN_PRICE_USD,MAGADOGE_HIGH_PRICE_USD,MAGADOGE_LOW_PRICE_USD,MAGADOGE_CLOSE_PRICE_USD,MAGADOGE_VOLUME_USD,MAGADOGE_DIVIDENDS_USD,MAGADOGE_STOCK_SPLITS_USD
2024-06-07 00:00:00+00:00,,,,0.0,356042,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,657294,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,139360,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,84829,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,558911,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,259104,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,99214,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,75734,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,81008,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,63204,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,78745,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,58187,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,19176,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,16912,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,11761,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,11467,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,11569,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,9447,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,9794,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,15806,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,16460,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,14977,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,10960,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,8898,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,9425,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,6727,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,3752,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,2550,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,3484,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,5228,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,6816,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,12573,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,4656,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,4868,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,10801,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,7503,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,17037,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,9854,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,5690,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,5304,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,1456,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,1657,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,2021,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,17013,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,2943,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,2848,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,2414,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,7368,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,2871,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,1024,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,10634,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,3343,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,1526,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,5388,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,1237,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,1672,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,862,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,589,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,700,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,2541,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,979,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,3630,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,3768,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,286,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,153,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,106,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,2276,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,986,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,2380,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,370,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,26,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,1668,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,227,0.0,0.0
