TIMESTAMP,FUD29051_OPEN_PRICE_USD,FUD29051_HIGH_PRICE_USD,FUD29051_LOW_PRICE_USD,FUD29051_CLOSE_PRICE_USD,FUD29051_VOLUME_USD,FUD29051_DIVIDENDS_USD,FUD29051_STOCK_SPLITS_USD
2024-01-17 00:00:00+00:00,,,,0.0,6443962,0.0,0.0
2024-01-18 00:00:00+00:00,,,,0.0,5139697,0.0,0.0
2024-01-19 00:00:00+00:00,,,,0.0,2382297,0.0,0.0
2024-01-20 00:00:00+00:00,,,,0.0,1783986,0.0,0.0
2024-01-21 00:00:00+00:00,,,,0.0,1142289,0.0,0.0
2024-01-22 00:00:00+00:00,,,,0.0,1346476,0.0,0.0
2024-01-23 00:00:00+00:00,,,,0.0,1360300,0.0,0.0
2024-01-24 00:00:00+00:00,,,,0.0,1226488,0.0,0.0
2024-01-25 00:00:00+00:00,,,,0.0,650537,0.0,0.0
2024-01-26 00:00:00+00:00,,,,0.0,683033,0.0,0.0
2024-01-27 00:00:00+00:00,,,,0.0,660554,0.0,0.0
2024-01-28 00:00:00+00:00,,,,0.0,968815,0.0,0.0
2024-01-29 00:00:00+00:00,,,,0.0,704430,0.0,0.0
2024-01-30 00:00:00+00:00,,,,0.0,645238,0.0,0.0
2024-01-31 00:00:00+00:00,,,,0.0,643402,0.0,0.0
2024-02-01 00:00:00+00:00,,,,0.0,746244,0.0,0.0
2024-02-02 00:00:00+00:00,,,,0.0,612008,0.0,0.0
2024-02-03 00:00:00+00:00,,,,0.0,527900,0.0,0.0
2024-02-04 00:00:00+00:00,,,,0.0,721425,0.0,0.0
2024-02-05 00:00:00+00:00,,,,0.0,588728,0.0,0.0
2024-02-06 00:00:00+00:00,,,,0.0,673269,0.0,0.0
2024-02-07 00:00:00+00:00,,,,0.0,657822,0.0,0.0
2024-02-08 00:00:00+00:00,,,,0.0,143701,0.0,0.0
2024-02-09 00:00:00+00:00,,,,0.0,573547,0.0,0.0
2024-02-10 00:00:00+00:00,,,,0.0,667762,0.0,0.0
2024-02-11 00:00:00+00:00,,,,0.0,625493,0.0,0.0
2024-02-12 00:00:00+00:00,,,,0.0,345970,0.0,0.0
2024-02-13 00:00:00+00:00,,,,0.0,493766,0.0,0.0
2024-02-14 00:00:00+00:00,,,,0.0,657515,0.0,0.0
2024-02-15 00:00:00+00:00,,,,0.0,511182,0.0,0.0
2024-02-16 00:00:00+00:00,,,,0.0,348761,0.0,0.0
2024-02-17 00:00:00+00:00,,,,0.0,625110,0.0,0.0
2024-02-18 00:00:00+00:00,,,,0.0,588292,0.0,0.0
2024-02-19 00:00:00+00:00,,,,0.0,607588,0.0,0.0
2024-02-20 00:00:00+00:00,,,,0.0,688416,0.0,0.0
