TIMESTAMP,POV_OPEN_PRICE_USD,POV_HIGH_PRICE_USD,POV_LOW_PRICE_USD,POV_CLOSE_PRICE_USD,POV_VOLUME_USD,POV_DIVIDENDS_USD,POV_STOCK_SPLITS_USD
2023-05-03 00:00:00+00:00,,,,0.0,36850070,0.0,0.0
2023-05-04 00:00:00+00:00,,,,0.0,15422793,0.0,0.0
2023-05-05 00:00:00+00:00,,,,0.0,8729515,0.0,0.0
2023-05-06 00:00:00+00:00,,,,0.0,5413522,0.0,0.0
2023-05-07 00:00:00+00:00,,,,0.0,4595712,0.0,0.0
2023-05-08 00:00:00+00:00,,,,0.0,3806070,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,1885977,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,1249310,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,1377714,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,1203776,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,3911362,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,1750242,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,2231172,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,3754460,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,2378716,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,932139,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,938051,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,508654,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,320442,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,479334,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,186144,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,291803,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,712728,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,159453,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,166402,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,669408,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,174572,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,50570,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,131175,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,61890,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,103323,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,148013,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,266496,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,89392,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,49272,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,49926,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,9718,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,212279,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,148266,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,52775,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,195030,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,41459,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,180758,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,24246,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,38077,0.0,0.0
