TIMESTAMP,ZAT_OPEN_PRICE_USD,ZAT_HIGH_PRICE_USD,ZAT_LOW_PRICE_USD,ZAT_CLOSE_PRICE_USD,ZAT_VOLUME_USD,ZAT_DIVIDENDS_USD,ZAT_STOCK_SPLITS_USD
2023-05-11 00:00:00+00:00,,,,0.0,394937,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,177500,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,711990,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,531618,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,1056118,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,3329038,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,2258149,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,1888663,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,2003884,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,1189509,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,1020476,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,817430,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,647710,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,709606,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,634784,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,1044159,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,488968,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,509653,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,477385,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,936502,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,1095511,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,477047,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,346487,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,330284,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,371940,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,401307,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,266091,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,228654,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,212871,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,221883,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,240204,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,229568,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,199194,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,204307,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,192905,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,149487,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,191473,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,191834,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,173462,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,185892,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,188300,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,186755,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,219055,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,185731,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,179470,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,178293,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,209066,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,274479,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,209773,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,114681,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,185105,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,176600,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,176906,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,68220,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,190006,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,164759,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,62428,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,43089,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,26588,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,33402,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,52629,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,29719,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,36472,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,46568,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,21709,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,28436,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,29268,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,26707,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,20660,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,39288,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,39013,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,23845,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,39216,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,59018,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,36985,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,41976,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,40038,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,27312,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,51193,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,34781,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,45215,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,26034,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,19108,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,21162,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,26249,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,19723,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,39298,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,21162,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,21054,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,19796,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,21370,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,28014,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,22053,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,20730,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,17983,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,17766,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,13541,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,15609,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,17323,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,15989,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,22799,0.0,0.0
2023-08-20 00:00:00+00:00,,,,0.0,17402,0.0,0.0
2023-08-21 00:00:00+00:00,,,,0.0,17717,0.0,0.0
2023-08-22 00:00:00+00:00,,,,0.0,16159,0.0,0.0
2023-08-23 00:00:00+00:00,,,,0.0,18347,0.0,0.0
2023-08-24 00:00:00+00:00,,,,0.0,15605,0.0,0.0
2023-08-25 00:00:00+00:00,,,,0.0,15397,0.0,0.0
2023-08-26 00:00:00+00:00,,,,0.0,18636,0.0,0.0
2023-08-27 00:00:00+00:00,,,,0.0,20179,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,14416,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,16118,0.0,0.0
2023-08-30 00:00:00+00:00,,,,0.0,15318,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,15166,0.0,0.0
2023-09-01 00:00:00+00:00,,,,0.0,16237,0.0,0.0
2023-09-02 00:00:00+00:00,,,,0.0,15705,0.0,0.0
