,MSE,MAE,RMSE,MAPE,R2
0,3258230.011730644,1421.2752213541671,1805.0567890597358,0.04006457633434322,0.40656667291298154
1,1177882.5737115752,879.2764213709672,1085.3029870554928,0.02536359233749012,0.8768705994851715
2,2135518.3074092055,1188.1283518145158,1461.341270001366,0.026156611609765883,0.7924230492745853
3,3341714.1107024085,1356.7845052083328,1828.0355879201063,0.029968827087122698,0.6495290061569692
4,4001106.3709286484,1590.0779082661286,2000.2765736089218,0.027596211240046267,0.8381341772046562
5,3906208.8192023737,1521.5167343749993,1976.4131195684706,0.025452029188422407,0.6973225902682345
6,2823787.380378454,1193.264828629032,1680.4128600967247,0.024468584452960136,0.6026055647980137
7,1377393.5284689905,799.8580745967741,1173.6241001568562,0.019751921788112154,0.8818876513857502
8,2986017.607751082,1200.9404241071425,1728.0097244376498,0.029499286557724384,0.5217158549657693
9,1783060.123381845,1015.4926713709677,1335.3127436603925,0.024464775661760613,0.786968746277107
10,1226111.079095547,879.7261927083333,1107.29900166827,0.021584172346451838,0.8039152739066378
11,1882241.0115226489,1030.6275453629037,1371.9478895069772,0.032522106358583214,0.8343954545223714
Mean,2491605.910356952,1173.0807399303553,1546.0860538950803,0.027241057913565247,0.7243612200965206
