TIMESTAMP,QBT11414_OPEN_PRICE_USD,QBT11414_HIGH_PRICE_USD,QBT11414_LOW_PRICE_USD,QBT11414_CLOSE_PRICE_USD,QBT11414_VOLUME_USD,QBT11414_DIVIDENDS_USD,QBT11414_STOCK_SPLITS_USD
2021-08-27 00:00:00+00:00,0.5147380232810974,0.5375869870185852,0.4957599937915802,0.49970000982284546,3273681,0.0,0.0
2021-08-28 00:00:00+00:00,0.4999240040779114,0.5124639868736267,0.4677000045776367,0.4766319990158081,5332235,0.0,0.0
2021-08-29 00:00:00+00:00,0.4766319990158081,0.48105698823928833,0.43091800808906555,0.43091800808906555,4969543,0.0,0.0
2021-08-30 00:00:00+00:00,0.4308069944381714,0.4343149960041046,0.3700219988822937,0.38602501153945923,3997936,0.0,0.0
2021-08-31 00:00:00+00:00,0.38580599427223206,0.489639014005661,0.3762199878692627,0.4895710051059723,9909389,0.0,0.0
2021-09-01 00:00:00+00:00,0.48949798941612244,0.5797690153121948,0.46911099553108215,0.5693470239639282,15216159,0.0,0.0
2021-09-02 00:00:00+00:00,0.5670719742774963,0.5808979868888855,0.468966007232666,0.48135799169540405,10953543,0.0,0.0
2021-09-03 00:00:00+00:00,0.4812540113925934,0.5186660289764404,0.4648880064487457,0.5040079951286316,6735384,0.0,0.0
2021-09-04 00:00:00+00:00,0.5055559873580933,0.5211380124092102,0.4898670017719269,0.5177140235900879,5310005,0.0,0.0
2021-09-05 00:00:00+00:00,0.5176650285720825,0.5176650285720825,0.4938279986381531,0.497171014547348,3769018,0.0,0.0
2021-09-06 00:00:00+00:00,0.49729400873184204,0.5003659725189209,0.44107699394226074,0.44247201085090637,3851912,0.0,0.0
2021-09-07 00:00:00+00:00,0.442656010389328,0.447488009929657,0.33595699071884155,0.34826499223709106,4365683,0.0,0.0
2021-09-08 00:00:00+00:00,0.3484179973602295,0.35266000032424927,0.3140980005264282,0.3318609893321991,3797289,0.0,0.0
2021-09-09 00:00:00+00:00,0.31707900762557983,0.33637601137161255,0.302621990442276,0.3074840009212494,2809989,0.0,0.0
2021-09-10 00:00:00+00:00,0.3074580132961273,0.32158899307250977,0.25469401478767395,0.2578530013561249,2644055,0.0,0.0
2021-09-11 00:00:00+00:00,0.25793400406837463,0.2667900025844574,0.24374699592590332,0.2440049946308136,2475237,0.0,0.0
2021-09-12 00:00:00+00:00,0.24407699704170227,0.24945099651813507,0.23820699751377106,0.24553200602531433,2137479,0.0,0.0
2021-09-13 00:00:00+00:00,0.24555200338363647,0.24577300250530243,0.21036800742149353,0.21198399364948273,2447342,0.0,0.0
