TIMESTAMP,PENIS_OPEN_PRICE_USD,PENIS_HIGH_PRICE_USD,PENIS_LOW_PRICE_USD,PENIS_CLOSE_PRICE_USD,PENIS_VOLUME_USD,PENIS_DIVIDENDS_USD,PENIS_STOCK_SPLITS_USD
2024-03-19 00:00:00+00:00,0.007139999885112047,0.014055999927222729,0.004705000203102827,0.004722000099718571,603913,0.0,0.0
2024-03-20 00:00:00+00:00,0.004722000099718571,0.008089999668300152,0.0033599999733269215,0.0038240000139921904,159785,0.0,0.0
2024-03-21 00:00:00+00:00,0.0038240000139921904,0.005888000130653381,0.0021059999708086252,0.0025019999593496323,92637,0.0,0.0
2024-03-22 00:00:00+00:00,0.0025019999593496323,0.0038509999867528677,0.0022009999956935644,0.0022619999945163727,34282,0.0,0.0
2024-03-23 00:00:00+00:00,0.0022619999945163727,0.003575999988242984,0.0021750000305473804,0.002759000053629279,26178,0.0,0.0
2024-03-24 00:00:00+00:00,0.002759000053629279,0.004652999807149172,0.0025770000647753477,0.0027660001069307327,47866,0.0,0.0
2024-03-25 00:00:00+00:00,0.0027660001069307327,0.0029909999575465918,0.0015310000162571669,0.0019470000406727195,60726,0.0,0.0
2024-03-26 00:00:00+00:00,0.0019470000406727195,0.0025229998864233494,0.0014830000000074506,0.0015490000369027257,35745,0.0,0.0
2024-03-27 00:00:00+00:00,0.0015490000369027257,0.001551999943330884,0.00040499999886378646,0.000981000019237399,71129,0.0,0.0
2024-03-28 00:00:00+00:00,0.000981000019237399,0.002171000000089407,0.0008750000270083547,0.0021669999696314335,21756,0.0,0.0
2024-03-29 00:00:00+00:00,0.002157999901100993,0.003882999997586012,0.0013790000230073929,0.0026179999113082886,96431,0.0,0.0
2024-03-30 00:00:00+00:00,0.0026179999113082886,0.002710999920964241,0.001756999990902841,0.0020290000829845667,17908,0.0,0.0
2024-03-31 00:00:00+00:00,0.0020290000829845667,0.0023620000574737787,0.0016580000519752502,0.0017089999746531248,19923,0.0,0.0
2024-04-01 00:00:00+00:00,0.0017089999746531248,0.0017509999452158809,0.0013389999512583017,0.0013389999512583017,11190,0.0,0.0
2024-04-02 00:00:00+00:00,0.0013389999512583017,0.001344999996945262,0.0009619999909773469,0.0011060000397264957,7435,0.0,0.0
2024-04-03 00:00:00+00:00,0.0011060000397264957,0.0016459999606013298,0.0010560000082477927,0.0015399999683722854,14142,0.0,0.0
