TIMESTAMP,DDBAM_OPEN_PRICE_USD,DDBAM_HIGH_PRICE_USD,DDBAM_LOW_PRICE_USD,DDBAM_CLOSE_PRICE_USD,DDBAM_VOLUME_USD,DDBAM_DIVIDENDS_USD,DDBAM_STOCK_SPLITS_USD
2024-12-01 00:00:00+00:00,0.3918609917163849,0.39800798892974854,0.38422900438308716,0.39556699991226196,7253846,0.0,0.0
2024-12-02 00:00:00+00:00,0.39556699991226196,0.6631230115890503,0.39533400535583496,0.4301010072231293,6783146,0.0,0.0
2024-12-03 00:00:00+00:00,0.4301010072231293,0.5613099932670593,0.3748230040073395,0.5047550201416016,6762465,0.0,0.0
2024-12-04 00:00:00+00:00,0.5047550201416016,0.6347820162773132,0.4415169954299927,0.49193599820137024,4898719,0.0,0.0
2024-12-05 00:00:00+00:00,0.49202001094818115,0.5114859938621521,0.47911500930786133,0.4905650019645691,6156872,0.0,0.0
2024-12-06 00:00:00+00:00,0.4904190003871918,0.49664199352264404,0.41800498962402344,0.41800498962402344,4117531,0.0,0.0
2024-12-07 00:00:00+00:00,0.41800498962402344,0.4185740053653717,0.32444798946380615,0.34461599588394165,3725155,0.0,0.0
2024-12-08 00:00:00+00:00,0.34571701288223267,0.3477979898452759,0.3390919864177704,0.33913201093673706,5934892,0.0,0.0
2024-12-09 00:00:00+00:00,0.33913201093673706,0.33928999304771423,0.2948639988899231,0.2948639988899231,2908339,0.0,0.0
2024-12-10 00:00:00+00:00,0.2948639988899231,0.2948639988899231,0.27520498633384705,0.27520498633384705,7156859,0.0,0.0
2024-12-11 00:00:00+00:00,0.2751860022544861,0.3900730013847351,0.2720550000667572,0.2893050014972687,6126665,0.0,0.0
2024-12-12 00:00:00+00:00,0.2893050014972687,0.34112799167633057,0.2307559996843338,0.23260800540447235,3544650,0.0,0.0
2024-12-13 00:00:00+00:00,0.23260800540447235,0.25983500480651855,0.23260800540447235,0.2439029961824417,108075,0.0,0.0
2024-12-14 00:00:00+00:00,0.2439029961824417,0.2439649999141693,0.20564499497413635,0.2162189930677414,3505510,0.0,0.0
2024-12-15 00:00:00+00:00,0.2162189930677414,0.2443619966506958,0.2162189930677414,0.24258600175380707,3529104,0.0,0.0
