,XRP
RLC,2.751111345071746e-08
DOGE,2.553391345461186e-06
SC,0.00104712312204385
DGB,0.01538973120415235
ETC,0.03155662625530455
QTUM,0.04443481742188375
LSK,0.046759956598902655
BTC,0.12201626440196844
LTC,0.12524133959259004
KMD,0.13949418264642655
DASH,0.16816667280826714
XMR,0.22402307655686335
PIVX,0.22872557475803845
XEM,0.23660551032691168
SYS,0.26412232807598846
STEEM,0.2773028454497668
GNO,0.28001321518255906
ETH,0.28345564360926867
ZEC,0.2947236028071612
XLM,0.3149026984624661
ARK,0.3284390262298966
MIOTA,0.34818169941645916
BAT,0.36414099019365787
ZEN,0.42137040027414063
LUNC,0.5891637697374646
BTS,0.5940303577928414
DCR,0.6502711801970589
WAVES,0.8016571742400832
ANT,0.8387664432792863
GAS,0.8538996177495206
FIRO,0.9998022227986154
