TIMESTAMP,BT_OPEN_PRICE_USD,BT_HIGH_PRICE_USD,BT_LOW_PRICE_USD,BT_CLOSE_PRICE_USD,BT_VOLUME_USD,BT_DIVIDENDS_USD,BT_STOCK_SPLITS_USD
2021-02-23 00:00:00+00:00,28.581707000732422,40.62346649169922,28.581707000732422,39.720611572265625,1705952,0.0,0.0
2021-02-24 00:00:00+00:00,39.928462982177734,49.5670051574707,35.0489616394043,37.261600494384766,1763466,0.0,0.0
2021-02-25 00:00:00+00:00,37.27579879760742,37.70240020751953,32.30350112915039,32.790740966796875,1229877,0.0,0.0
2021-02-26 00:00:00+00:00,32.767799377441406,35.220176696777344,28.05413818359375,31.255409240722656,1008353,0.0,0.0
2021-02-27 00:00:00+00:00,31.254772186279297,41.216041564941406,28.341094970703125,35.83647537231445,1590951,0.0,0.0
2021-02-28 00:00:00+00:00,35.8341064453125,39.825870513916016,31.553394317626953,36.141578674316406,1270967,0.0,0.0
2021-03-01 00:00:00+00:00,36.18041229248047,42.93580627441406,35.98712158203125,42.882564544677734,1513344,0.0,0.0
2021-03-02 00:00:00+00:00,42.879207611083984,43.89542770385742,33.533260345458984,34.60943603515625,1170923,0.0,0.0
2021-03-03 00:00:00+00:00,34.62403869628906,39.87408447265625,34.45414733886719,38.00228500366211,1329312,0.0,0.0
2021-03-04 00:00:00+00:00,37.994754791259766,39.27104187011719,33.75613784790039,34.75634002685547,1201853,0.0,0.0
2021-03-05 00:00:00+00:00,34.758060455322266,35.47600555419922,28.387126922607422,33.87027359008789,1312354,0.0,0.0
2021-03-06 00:00:00+00:00,33.87191390991211,35.27739715576172,30.2985782623291,35.20949935913086,1259944,0.0,0.0
2021-03-07 00:00:00+00:00,35.17141342163086,41.885215759277344,34.6856575012207,36.871578216552734,1717053,0.0,0.0
2021-03-08 00:00:00+00:00,36.87419509887695,39.89332962036133,34.13851547241211,38.5632438659668,1357199,0.0,0.0
2021-03-09 00:00:00+00:00,38.55534362792969,38.92881774902344,34.48878860473633,36.794822692871094,1129645,0.0,0.0
2021-03-10 00:00:00+00:00,36.80233383178711,37.42437744140625,32.89295196533203,34.62214279174805,1263412,0.0,0.0
2021-03-11 00:00:00+00:00,34.62821960449219,49.33592987060547,33.44529342651367,48.55250549316406,2613848,0.0,0.0
