TIMESTAMP,AIBABYDOGE_OPEN_PRICE_USD,AIBABYDOGE_HIGH_PRICE_USD,AIBABYDOGE_LOW_PRICE_USD,AIBABYDOGE_CLOSE_PRICE_USD,AIBABYDOGE_VOLUME_USD,AIBABYDOGE_DIVIDENDS_USD,AIBABYDOGE_STOCK_SPLITS_USD
2023-05-05 00:00:00+00:00,,,,0.0,21058,0.0,0.0
2023-05-06 00:00:00+00:00,,,,0.0,78853,0.0,0.0
2023-05-07 00:00:00+00:00,,,,0.0,88158,0.0,0.0
2023-05-08 00:00:00+00:00,,,,0.0,38316,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,5034,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,9990,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,3370,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,32998,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,17160,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,9661,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,44742,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,44239,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,11552,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,16541,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,35249,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,20589,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,26016,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,6864,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,9330,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,128258,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,31741,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,5211,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,5026,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,35173,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,20817,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,12102,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,8580,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,6416,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,6006,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,12420,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,2863,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,2573,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,1261,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,1396,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,1435,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,1822,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,1752,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,1503,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,852,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,1993,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,604,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,832,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,2858,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,2929,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,4794,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,480,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,399,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,2687,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,380,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,237,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,3022,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,6171,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,2177,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,1768,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,2914,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,3385,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,376,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,1856,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,3445,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,898,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,237,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,693,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,2601,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,3979,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,4040,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,40,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,336,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,588,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,1371,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,86,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,570,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,1125,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,5300,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,742,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,1022,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,6227,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,650,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,1625,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,208,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,263,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,309,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,1975,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,456,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,313,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,48,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,409,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,493,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,34,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,4,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,193,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,210,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,680,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,3196,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,1173,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,2090,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,1740,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,166,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,141,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,72,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,30,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,126,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,10,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,902,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,1063,0.0,0.0
2023-08-20 00:00:00+00:00,,,,0.0,98,0.0,0.0
2023-08-22 00:00:00+00:00,,,,0.0,119,0.0,0.0
2023-08-24 00:00:00+00:00,,,,0.0,757,0.0,0.0
2023-08-25 00:00:00+00:00,,,,0.0,109,0.0,0.0
2023-08-26 00:00:00+00:00,,,,0.0,97,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,169,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,22,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,261,0.0,0.0
2023-09-01 00:00:00+00:00,,,,0.0,358,0.0,0.0
2023-09-02 00:00:00+00:00,,,,0.0,260,0.0,0.0
2023-09-03 00:00:00+00:00,,,,0.0,8831,0.0,0.0
2023-09-04 00:00:00+00:00,,,,0.0,3165,0.0,0.0
2023-09-05 00:00:00+00:00,,,,0.0,100,0.0,0.0
2023-09-06 00:00:00+00:00,,,,0.0,1107,0.0,0.0
2023-09-07 00:00:00+00:00,,,,0.0,1040,0.0,0.0
2023-09-08 00:00:00+00:00,,,,0.0,103,0.0,0.0
2023-09-09 00:00:00+00:00,,,,0.0,80,0.0,0.0
2023-09-11 00:00:00+00:00,,,,0.0,197,0.0,0.0
2023-09-12 00:00:00+00:00,,,,0.0,1579,0.0,0.0
2023-09-13 00:00:00+00:00,,,,0.0,2562,0.0,0.0
2023-09-14 00:00:00+00:00,,,,0.0,2643,0.0,0.0
2023-09-15 00:00:00+00:00,,,,0.0,310,0.0,0.0
2023-09-16 00:00:00+00:00,,,,0.0,49,0.0,0.0
2023-09-17 00:00:00+00:00,,,,0.0,126,0.0,0.0
2023-09-18 00:00:00+00:00,,,,0.0,224,0.0,0.0
2023-09-19 00:00:00+00:00,,,,0.0,344,0.0,0.0
2023-09-20 00:00:00+00:00,,,,0.0,1514,0.0,0.0
2023-09-21 00:00:00+00:00,,,,0.0,31,0.0,0.0
2023-09-22 00:00:00+00:00,,,,0.0,870,0.0,0.0
2023-09-23 00:00:00+00:00,,,,0.0,2379,0.0,0.0
2023-09-24 00:00:00+00:00,,,,0.0,69,0.0,0.0
2023-09-25 00:00:00+00:00,,,,0.0,25,0.0,0.0
2023-09-26 00:00:00+00:00,,,,0.0,388,0.0,0.0
2023-09-27 00:00:00+00:00,,,,0.0,3,0.0,0.0
2023-09-28 00:00:00+00:00,,,,0.0,668,0.0,0.0
2023-09-29 00:00:00+00:00,,,,0.0,377,0.0,0.0
2023-09-30 00:00:00+00:00,,,,0.0,177,0.0,0.0
2023-10-01 00:00:00+00:00,,,,0.0,209,0.0,0.0
2023-10-02 00:00:00+00:00,,,,0.0,35,0.0,0.0
2023-10-03 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-10-05 00:00:00+00:00,,,,0.0,40,0.0,0.0
2023-10-06 00:00:00+00:00,,,,0.0,97,0.0,0.0
2023-10-07 00:00:00+00:00,,,,0.0,129,0.0,0.0
2023-10-08 00:00:00+00:00,,,,0.0,16,0.0,0.0
2023-10-09 00:00:00+00:00,,,,0.0,33,0.0,0.0
2023-10-10 00:00:00+00:00,,,,0.0,157,0.0,0.0
2023-10-11 00:00:00+00:00,,,,0.0,702,0.0,0.0
2023-10-12 00:00:00+00:00,,,,0.0,25,0.0,0.0
2023-10-13 00:00:00+00:00,,,,0.0,596,0.0,0.0
2023-10-14 00:00:00+00:00,,,,0.0,558,0.0,0.0
2023-10-15 00:00:00+00:00,,,,0.0,104,0.0,0.0
2023-10-16 00:00:00+00:00,,,,0.0,280,0.0,0.0
2023-10-17 00:00:00+00:00,,,,0.0,49,0.0,0.0
2023-10-18 00:00:00+00:00,,,,0.0,874,0.0,0.0
2023-10-19 00:00:00+00:00,,,,0.0,66,0.0,0.0
2023-10-20 00:00:00+00:00,,,,0.0,127,0.0,0.0
2023-10-21 00:00:00+00:00,,,,0.0,274,0.0,0.0
2023-10-22 00:00:00+00:00,,,,0.0,364,0.0,0.0
2023-10-23 00:00:00+00:00,,,,0.0,693,0.0,0.0
2023-10-24 00:00:00+00:00,,,,0.0,56,0.0,0.0
2023-10-25 00:00:00+00:00,,,,0.0,70,0.0,0.0
2023-10-27 00:00:00+00:00,,,,0.0,529,0.0,0.0
2023-10-28 00:00:00+00:00,,,,0.0,510,0.0,0.0
2023-10-29 00:00:00+00:00,,,,0.0,49,0.0,0.0
2023-10-31 00:00:00+00:00,,,,0.0,36,0.0,0.0
2023-11-01 00:00:00+00:00,,,,0.0,68,0.0,0.0
2023-11-04 00:00:00+00:00,,,,0.0,84,0.0,0.0
2023-11-05 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-11-07 00:00:00+00:00,,,,0.0,20,0.0,0.0
2023-11-09 00:00:00+00:00,,,,0.0,301,0.0,0.0
2023-11-10 00:00:00+00:00,,,,0.0,24,0.0,0.0
2023-11-11 00:00:00+00:00,,,,0.0,31,0.0,0.0
2023-11-12 00:00:00+00:00,,,,0.0,10,0.0,0.0
2023-11-13 00:00:00+00:00,,,,0.0,426,0.0,0.0
2023-11-15 00:00:00+00:00,,,,0.0,195,0.0,0.0
2023-11-16 00:00:00+00:00,,,,0.0,56,0.0,0.0
2023-11-17 00:00:00+00:00,,,,0.0,2454,0.0,0.0
2023-11-18 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-11-19 00:00:00+00:00,,,,0.0,100,0.0,0.0
2023-11-21 00:00:00+00:00,,,,0.0,132,0.0,0.0
2023-11-22 00:00:00+00:00,,,,0.0,87,0.0,0.0
2023-11-23 00:00:00+00:00,,,,0.0,47,0.0,0.0
2023-11-24 00:00:00+00:00,,,,0.0,120,0.0,0.0
2023-11-25 00:00:00+00:00,,,,0.0,499,0.0,0.0
2023-11-26 00:00:00+00:00,,,,0.0,1852,0.0,0.0
2023-11-27 00:00:00+00:00,,,,0.0,746,0.0,0.0
2023-11-28 00:00:00+00:00,,,,0.0,807,0.0,0.0
2023-11-29 00:00:00+00:00,,,,0.0,4851,0.0,0.0
2023-11-30 00:00:00+00:00,,,,0.0,16554,0.0,0.0
2023-12-01 00:00:00+00:00,,,,0.0,4256,0.0,0.0
2023-12-02 00:00:00+00:00,,,,0.0,18211,0.0,0.0
2023-12-03 00:00:00+00:00,,,,0.0,13145,0.0,0.0
2023-12-04 00:00:00+00:00,,,,0.0,16793,0.0,0.0
2023-12-05 00:00:00+00:00,,,,0.0,8743,0.0,0.0
2023-12-06 00:00:00+00:00,,,,0.0,1322,0.0,0.0
2023-12-07 00:00:00+00:00,,,,0.0,292,0.0,0.0
2023-12-08 00:00:00+00:00,,,,0.0,5885,0.0,0.0
2023-12-09 00:00:00+00:00,,,,0.0,3389,0.0,0.0
2023-12-10 00:00:00+00:00,,,,0.0,268,0.0,0.0
2023-12-11 00:00:00+00:00,,,,0.0,50,0.0,0.0
2023-12-12 00:00:00+00:00,,,,0.0,572,0.0,0.0
2023-12-13 00:00:00+00:00,,,,0.0,1312,0.0,0.0
2023-12-14 00:00:00+00:00,,,,0.0,1738,0.0,0.0
2023-12-15 00:00:00+00:00,,,,0.0,376,0.0,0.0
2023-12-16 00:00:00+00:00,,,,0.0,219,0.0,0.0
2023-12-17 00:00:00+00:00,,,,0.0,248,0.0,0.0
2023-12-18 00:00:00+00:00,,,,0.0,114,0.0,0.0
2023-12-19 00:00:00+00:00,,,,0.0,4878,0.0,0.0
2023-12-20 00:00:00+00:00,,,,0.0,431,0.0,0.0
2023-12-21 00:00:00+00:00,,,,0.0,583,0.0,0.0
2023-12-22 00:00:00+00:00,,,,0.0,1787,0.0,0.0
2023-12-23 00:00:00+00:00,,,,0.0,350,0.0,0.0
2023-12-24 00:00:00+00:00,,,,0.0,561,0.0,0.0
2023-12-25 00:00:00+00:00,,,,0.0,252,0.0,0.0
2023-12-26 00:00:00+00:00,,,,0.0,595,0.0,0.0
2023-12-27 00:00:00+00:00,,,,0.0,172,0.0,0.0
2023-12-28 00:00:00+00:00,,,,0.0,183,0.0,0.0
2023-12-29 00:00:00+00:00,,,,0.0,655,0.0,0.0
2023-12-30 00:00:00+00:00,,,,0.0,124,0.0,0.0
2023-12-31 00:00:00+00:00,,,,0.0,1212,0.0,0.0
2024-01-01 00:00:00+00:00,,,,0.0,173,0.0,0.0
2024-01-02 00:00:00+00:00,,,,0.0,327,0.0,0.0
2024-01-03 00:00:00+00:00,,,,0.0,167,0.0,0.0
2024-01-04 00:00:00+00:00,,,,0.0,383,0.0,0.0
2024-01-05 00:00:00+00:00,,,,0.0,511,0.0,0.0
2024-01-06 00:00:00+00:00,,,,0.0,1217,0.0,0.0
2024-01-07 00:00:00+00:00,,,,0.0,5194,0.0,0.0
2024-01-09 00:00:00+00:00,,,,0.0,227,0.0,0.0
2024-01-10 00:00:00+00:00,,,,0.0,105,0.0,0.0
2024-01-11 00:00:00+00:00,,,,0.0,1088,0.0,0.0
2024-01-12 00:00:00+00:00,,,,0.0,1981,0.0,0.0
2024-01-13 00:00:00+00:00,,,,0.0,790,0.0,0.0
