,ETH
BTC,0.6950299165106417
LTC,0.6756470462573726
ETC,0.5772233526077863
ZEC,0.5599147552872864
QTUM,0.5391474153272044
MIOTA,0.5169742845006915
DASH,0.4996007164517167
GNO,0.4981626462489072
XMR,0.472197003000518
XLM,0.4595326801414337
XRP,0.4492921150822787
BAT,0.4435487380929987
DGB,0.3896432154309153
ZEN,0.3780463650762449
WAVES,0.3711080481895519
SC,0.3564715189817446
RLC,0.3351667376445611
XEM,0.3215890241457982
GAS,0.3094542589849595
PIVX,0.3080652394650126
LSK,0.2957816608172112
LUNC,0.2834647161938108
BTS,0.2709124887158487
ARK,0.2639462249937936
DCR,0.2627722583340191
ANT,0.2600210179137993
FIRO,0.2372324078477136
SYS,0.2190803890211229
DOGE,0.2135640895192213
KMD,0.2078896568143258
STEEM,0.1950048198794086
