,ETH
LTC,0.8222424629027486
GNO,0.8011533459934441
BTC,0.7760379459369762
ETC,0.7669575135704231
QTUM,0.7638405538250503
DASH,0.7590824488220111
ZEC,0.7523433772846537
MIOTA,0.7381883807086923
BAT,0.7341425033489117
XMR,0.7290734795521518
XLM,0.7176983986297331
DGB,0.7142141776978583
PIVX,0.6940464668644376
STEEM,0.6801369048951837
ANT,0.6770175936012929
XEM,0.6770146525468124
SC,0.6708452216500154
ZEN,0.6680170941617052
XRP,0.6669940684239045
BTS,0.6602577716766652
LSK,0.6561005004133217
KMD,0.6452384087634508
ARK,0.6364279209805564
SYS,0.6251611451629909
GAS,0.610257714332352
LUNC,0.5766760950947444
DCR,0.5563655927126628
WAVES,0.5544138214879516
FIRO,0.5147266631604206
DOGE,0.4296180734809137
RLC,-0.0778731250787939
