TIMESTAMP,IBTC32716_OPEN_PRICE_USD,IBTC32716_HIGH_PRICE_USD,IBTC32716_LOW_PRICE_USD,IBTC32716_CLOSE_PRICE_USD,IBTC32716_VOLUME_USD,IBTC32716_DIVIDENDS_USD,IBTC32716_STOCK_SPLITS_USD
2024-11-23 00:00:00+00:00,98880.71875,99299.4375,97432.5078125,98029.3359375,534639,0.0,0.0
2024-11-24 00:00:00+00:00,97708.1875,98805.9921875,95941.890625,97567.65625,470824,0.0,0.0
2024-11-25 00:00:00+00:00,97930.1640625,99068.9453125,95087.8203125,95309.6171875,546362,0.0,0.0
2024-11-26 00:00:00+00:00,95309.9296875,95312.484375,91319.46875,92054.5390625,342871,0.0,0.0
2024-11-27 00:00:00+00:00,92170.96875,97448.4375,92015.5078125,96617.96875,65413,0.0,0.0
2024-11-28 00:00:00+00:00,96228.1484375,96633.2109375,94916.03125,95863.84375,24134,0.0,0.0
2024-11-29 00:00:00+00:00,95863.84375,98383.6171875,95512.3671875,97525.59375,249119,0.0,0.0
2024-11-30 00:00:00+00:00,97329.4609375,97555.1953125,96415.0390625,96809.3671875,135052,0.0,0.0
2024-12-01 00:00:00+00:00,96348.28125,97537.59375,95758.171875,97308.3046875,35531,0.0,0.0
2024-12-02 00:00:00+00:00,97361.6640625,97758.7578125,94387.09375,95297.4140625,199012,0.0,0.0
2024-12-03 00:00:00+00:00,95535.4375,95971.140625,93729.015625,94918.734375,82708,0.0,0.0
2024-12-04 00:00:00+00:00,95655.6171875,98439.484375,94343.5859375,97724.953125,376441,0.0,0.0
2024-12-05 00:00:00+00:00,98346.46875,102936.1171875,94356.765625,96726.3046875,1188723,0.0,0.0
2024-12-06 00:00:00+00:00,96650.2734375,101443.671875,96295.0234375,100618.125,367140,0.0,0.0
2024-12-07 00:00:00+00:00,99727.875,99929.859375,99005.171875,99650.984375,9194,0.0,0.0
2024-12-08 00:00:00+00:00,99621.40625,99942.375,98559.0703125,99739.9765625,69653,0.0,0.0
2024-12-09 00:00:00+00:00,100784.0625,100784.0625,93849.203125,96680.890625,592191,0.0,0.0
2024-12-10 00:00:00+00:00,96730.34375,97665.0546875,94086.984375,96439.5,793029,0.0,0.0
2024-12-11 00:00:00+00:00,96232.796875,100819.0625,95375.28125,100819.0625,81992,0.0,0.0
2024-12-12 00:00:00+00:00,100770.9375,101877.984375,99118.6484375,99965.8515625,783439,0.0,0.0
2024-12-13 00:00:00+00:00,99738.5859375,101182.5859375,99025.796875,100722.4453125,233471,0.0,0.0
2024-12-14 00:00:00+00:00,100734.6875,101849.203125,100030.59375,100532.265625,226097,0.0,0.0
2024-12-15 00:00:00+00:00,100691.3671875,102748.609375,100591.1328125,102745.859375,90943,0.0,0.0
2024-12-16 00:00:00+00:00,104249.96875,107245.4296875,102825.171875,105532.1171875,424093,0.0,0.0
2024-12-17 00:00:00+00:00,105508.1328125,107176.9765625,104888.0703125,105580.625,190793,0.0,0.0
2024-12-18 00:00:00+00:00,105580.625,105770.078125,99654.171875,99802.359375,272615,0.0,0.0
2024-12-19 00:00:00+00:00,99802.359375,102125.4375,95430.90625,97332.3984375,480616,0.0,0.0
2024-12-20 00:00:00+00:00,97332.3984375,97675.03125,92137.3984375,97046.8671875,617898,0.0,0.0
2024-12-21 00:00:00+00:00,97046.8671875,98844.609375,95874.7578125,96495.1953125,483149,0.0,0.0
2024-12-22 00:00:00+00:00,96495.1953125,96875.09375,93765.1015625,94512.59375,80899,0.0,0.0
2024-12-23 00:00:00+00:00,94512.59375,95676.3515625,92281.40625,94372.703125,444948,0.0,0.0
